@relation Musk.pre.arff

@attribute att01 {MUSK-jf78,MUSK-jf67,MUSK-jf59,MUSK-jf58,MUSK-jf47,MUSK-jf46,MUSK-jf17,MUSK-j51,MUSK-j33,MUSK-f205,MUSK-f184,MUSK-f159,MUSK-f158,MUSK-f152,MUSK-344,MUSK-333,MUSK-331,MUSK-330,MUSK-323,MUSK-322,MUSK-321,MUSK-316,MUSK-315,MUSK-314,MUSK-311,MUSK-301,MUSK-293,MUSK-292,MUSK-285,MUSK-284,MUSK-273,MUSK-272,MUSK-256,MUSK-254,MUSK-246,MUSK-240,MUSK-238,MUSK-236,MUSK-228,MUSK-227,MUSK-224,MUSK-219,MUSK-213,MUSK-212,MUSK-211,MUSK-190,MUSK-188,NON-MUSK-jp13,NON-MUSK-jp10,NON-MUSK-j97,NON-MUSK-j96,NON-MUSK-j93,NON-MUSK-j90,NON-MUSK-j84,NON-MUSK-j83,NON-MUSK-j81,NON-MUSK-j148,NON-MUSK-j147,NON-MUSK-j146,NON-MUSK-j130,NON-MUSK-j129,NON-MUSK-j100,NON-MUSK-f209,NON-MUSK-f164,NON-MUSK-f161,NON-MUSK-f150,NON-MUSK-334,NON-MUSK-327,NON-MUSK-320,NON-MUSK-319,NON-MUSK-318,NON-MUSK-309,NON-MUSK-308,NON-MUSK-305,NON-MUSK-297,NON-MUSK-296,NON-MUSK-295,NON-MUSK-290,NON-MUSK-289,NON-MUSK-288,NON-MUSK-286,NON-MUSK-271,NON-MUSK-257,NON-MUSK-253,NON-MUSK-249,NON-MUSK-247,NON-MUSK-232,NON-MUSK-226,NON-MUSK-220,NON-MUSK-208,NON-MUSK-200,NON-MUSK-199}
@attribute att11 numeric
@attribute att21 numeric
@attribute att31 numeric
@attribute att41 numeric
@attribute att51 numeric
@attribute att61 numeric
@attribute att71 numeric
@attribute att81 numeric
@attribute att91 numeric
@attribute att101 numeric
@attribute att111 numeric
@attribute att121 numeric
@attribute att131 numeric
@attribute att141 numeric
@attribute att151 numeric
@attribute att161 numeric
@attribute att171 numeric
@attribute att181 numeric
@attribute att191 numeric
@attribute att201 numeric
@attribute att211 numeric
@attribute att221 numeric
@attribute att231 numeric
@attribute att241 numeric
@attribute att251 numeric
@attribute att261 numeric
@attribute att271 numeric
@attribute att281 numeric
@attribute att291 numeric
@attribute att301 numeric
@attribute att311 numeric
@attribute att321 numeric
@attribute att331 numeric
@attribute att341 numeric
@attribute att351 numeric
@attribute att361 numeric
@attribute att371 numeric
@attribute att381 numeric
@attribute att391 numeric
@attribute att401 numeric
@attribute att411 numeric
@attribute att421 numeric
@attribute att431 numeric
@attribute att441 numeric
@attribute att451 numeric
@attribute att461 numeric
@attribute att471 numeric
@attribute att481 numeric
@attribute att491 numeric
@attribute att501 numeric
@attribute att511 numeric
@attribute att521 numeric
@attribute att531 numeric
@attribute att541 numeric
@attribute att551 numeric
@attribute att561 numeric
@attribute att571 numeric
@attribute att581 numeric
@attribute att591 numeric
@attribute att601 numeric
@attribute att611 numeric
@attribute att621 numeric
@attribute att631 numeric
@attribute att641 numeric
@attribute att651 numeric
@attribute att661 numeric
@attribute att671 numeric
@attribute att681 numeric
@attribute att691 numeric
@attribute att701 numeric
@attribute att711 numeric
@attribute att721 numeric
@attribute att731 numeric
@attribute att741 numeric
@attribute att751 numeric
@attribute att761 numeric
@attribute att771 numeric
@attribute att781 numeric
@attribute att791 numeric
@attribute att801 numeric
@attribute att811 numeric
@attribute att821 numeric
@attribute att831 numeric
@attribute att841 numeric
@attribute att851 numeric
@attribute att861 numeric
@attribute att871 numeric
@attribute att881 numeric
@attribute att891 numeric
@attribute att901 numeric
@attribute att911 numeric
@attribute att921 numeric
@attribute att931 numeric
@attribute att941 numeric
@attribute att951 numeric
@attribute att961 numeric
@attribute att971 numeric
@attribute att981 numeric
@attribute att991 numeric
@attribute att1001 numeric
@attribute att1011 numeric
@attribute att1021 numeric
@attribute att1031 numeric
@attribute att1041 numeric
@attribute att1051 numeric
@attribute att1061 numeric
@attribute att1071 numeric
@attribute att1081 numeric
@attribute att1091 numeric
@attribute att1101 numeric
@attribute att1111 numeric
@attribute att1121 numeric
@attribute att1131 numeric
@attribute att1141 numeric
@attribute att1151 numeric
@attribute att1161 numeric
@attribute att1171 numeric
@attribute att1181 numeric
@attribute att1191 numeric
@attribute att1201 numeric
@attribute att1211 numeric
@attribute att1221 numeric
@attribute att1231 numeric
@attribute att1241 numeric
@attribute att1251 numeric
@attribute att1261 numeric
@attribute att1271 numeric
@attribute att1281 numeric
@attribute att1291 numeric
@attribute att1301 numeric
@attribute att1311 numeric
@attribute att1321 numeric
@attribute att1331 numeric
@attribute att1341 numeric
@attribute att1351 numeric
@attribute att1361 numeric
@attribute att1371 numeric
@attribute att1381 numeric
@attribute att1391 numeric
@attribute att1401 numeric
@attribute att1411 numeric
@attribute att1421 numeric
@attribute att1431 numeric
@attribute att1441 numeric
@attribute att1451 numeric
@attribute att1461 numeric
@attribute att1471 numeric
@attribute att1481 numeric
@attribute att1491 numeric
@attribute att1501 numeric
@attribute att1511 numeric
@attribute att1521 numeric
@attribute att1531 numeric
@attribute att1541 numeric
@attribute att1551 numeric
@attribute att1561 numeric
@attribute att1571 numeric
@attribute att1581 numeric
@attribute att1591 numeric
@attribute att1601 numeric
@attribute att1611 numeric
@attribute att1621 numeric
@attribute att1631 numeric
@attribute att1641 numeric
@attribute att1651 numeric
@attribute att1661 numeric
@attribute class {0,1}

@data
MUSK-jf78,0.43885,0.03367,0.10843,0.53309,0,0.24479,0.5599,0.66826,0.57294,0.4761,0.56845,0.5728,0.65871,0.57381,0.55827,0.17523,0.79714,0.79379,0.47327,0.36434,0.52024,0.48802,0.52036,0.02094,0.00843,0.50864,0.72928,0.35691,0.46417,0.04126,0.00325,0.16781,0.30029,0.12472,0.3107,0.05818,0.01003,0.59104,0.004,0.60811,0.09191,0.2358,0.58388,0.59198,0.61579,0.4128,0.2397,0.66921,0.52561,0.47023,0.48263,0.53258,0.48493,0.49883,0.16667,0.47817,0.65414,0.17647,0.43503,0.33102,0.26087,0,0.53631,0.01439,0.53558,0.28272,0.00234,0.3796,0.00295,0.425,0.09339,0.00806,0.60659,0.64,0.61881,0.07937,0.59902,0.65336,0.5697,0.55349,0.60998,0.47826,0.46365,0.23496,0.21481,0.53728,0.46729,0.40881,0.51095,0.02088,0,0.04278,0.35311,0.40675,0.43363,0.04926,0.28729,0.57922,0.00985,0.59487,0.08054,0.19536,0.65561,0.60482,0.51918,0.72532,0.38166,0.7971,0.47806,0.55172,0.49051,0.53653,0.60827,0.55191,0.24115,0.30524,0.02387,0.7052,0.67647,0.68555,0.01592,0.12887,0.06585,0.14642,0.05782,0.23757,0.4951,0.09409,0.47629,0.4,0.4188,0.06452,0.57028,0.55871,0.70419,0.38623,0.68992,0.45566,0.53125,0.50913,0.42481,0.54545,0.53908,0.56798,0.0056,0.01441,0.07813,0.46866,0.47619,0.69041,0.28184,0.44803,0.37304,0.01176,0.3268,0.00968,0.04835,0.10354,0.02051,0.05625,0.2533,0.28726,0.07491,0.5641,0.74412,0.33876,1
MUSK-jf78,0.32374,0.28283,0.5743,0.22059,0,0.64844,0.01302,0.61814,0.01326,0.51195,0.60093,0.44828,0.55131,0.61667,0.50949,0.18429,0.01429,0.50776,0.5505,0.48062,0.2915,0.00898,0.32805,0.64921,0.49719,0.17531,0.09669,0.02251,0.2648,0.60194,0.00325,0.14384,0.25656,0.62812,0.06527,0.03273,0.05013,0.10644,0.488,0.13514,0.49632,0.30966,0.56863,0.65566,0.52368,0.49669,0.01873,0.15013,0.65702,0.46407,0.38026,0.01133,0.08767,0.80653,0.63978,0.4553,0.01003,0.04152,0.52825,0.55556,0.0029,0.15489,0.53073,0.74341,0.13109,0.19372,0.00234,0.43626,0.29499,0.42222,0.53307,0.46371,0.50989,0.51556,0.4703,0.07937,0.01467,0.62185,0.51717,0.58605,0.09524,0.01087,0.44401,0.65903,0.56049,0.03856,0.35202,0.13522,0.18248,0.67981,0.00811,0.02674,0.01695,0.36905,0.47345,0.05172,0.48619,0.01299,0.64039,0.00513,0.43624,0.21523,0.48469,0.56386,0.54476,0.54506,0.06509,0.13623,0.52194,0.51437,0.52575,0.31733,0.07786,0.08197,0.67257,0.68337,0.63007,0.04913,0.02206,0.03116,0.5305,0.51031,0.6,0.03738,0.02381,0.1326,0.65931,0.63676,0.53017,0.00294,0.48718,0.00968,0.30723,0.41477,0.62031,0.50898,0.0646,0.4893,0.3125,0.52738,0.46805,0.12672,0.00539,0.00604,0.0056,0.01441,0.125,0.48358,0.45833,0.13425,0.15176,0.00717,0.00313,0.43529,0.29085,0.34194,0.0229,0.41667,0.73333,0.32188,0.25066,0.30081,0.04869,0.62179,0.79412,0.33225,1
NON-MUSK-199,0.35252,0.53872,0.78715,0.00735,0.00563,0.01563,0.02865,0.71122,0.02918,0.49402,0.47332,0.43678,0.54415,0.6381,0.52033,0.09366,0.47714,0.61641,0.48119,0.4845,0.2996,0.00299,0.11765,0.01309,0.03933,0.12593,0.78729,0.14469,0,0.03398,0.00974,0.53425,0.04956,0.03401,0.10705,0.54909,0,0.46218,0.904,0.63784,0.77941,0.66477,0.54466,0.60613,0.55526,0.33996,0.77903,0.3028,0.64588,0.54004,0.37843,0.00567,0.02466,0.27739,0.02688,0.40956,0.33835,0.66436,0.0113,0.31944,0.0058,0.32609,0.21229,0.02878,0.01124,0.43455,0.00234,0.66006,0.51622,0.74722,0.80156,0.94758,0.43297,0.58444,0.61386,0.09524,0.08557,0.59874,0.43838,0.47674,0.13152,0.00815,0.30845,0.01433,0.28889,0.02828,0.91589,0.30818,0.00365,0.0348,0.05946,0.42781,0.01412,0.15079,0.31416,0.72906,0.00552,0.06234,1,0.25641,0.70805,0.21854,0.57398,0.50602,0.53708,0.5279,0.10947,0.35652,0.51963,0.50575,0.50407,0.16075,0.03893,0.01366,0.39823,0.44875,0.04773,0.26301,0.21814,0.72521,0.04244,0.02577,0.02927,0.24299,0.64966,0.56354,0.40686,0.04595,0.29526,0.07647,0.68376,0.82903,0.45783,0.50758,0.67329,0.7485,0.53747,0.93884,0.1224,0.41988,0.31579,0.51515,0.09164,0.0423,0.0028,0.01153,0.10156,0.8806,0.91667,0.73973,0.04607,0.01075,0.00627,0.91373,0.54902,0.69677,0.02799,0.07576,0.02564,0.78125,0.51451,0.32249,0.3221,0.57692,0.45882,0.07492,0
NON-MUSK-199,0.32374,0.00337,0,0.93015,0.00282,0.77083,0.03906,0.72315,0.06101,0.4502,0.41995,0.46552,0.50119,0.62857,0.53388,0.06647,0.03143,0.63636,0.48317,0.47868,0.3664,0.03293,0.16063,0.01571,0.14326,0.15309,0.02486,0.03215,0.78193,0.14078,0.01299,0.23973,0.40525,0.01134,0.66057,0.40364,0.59398,0.03081,0.032,0.02432,0.00735,0.15625,0.50109,0.57547,0.56053,0.27152,0.01498,0.39186,0.65256,0.51129,0.41865,0.03116,0.05753,0.24009,0.60215,0.47193,0.03008,0.00346,0.84463,0.28704,0.81449,0.00543,0.35754,0.39808,0.85768,0.23037,0.00234,0.01416,0.60767,0.01389,0.00778,0.0121,0.3956,0.59778,0.59406,0.05556,0.04156,0.57983,0.45657,0.47907,0.18367,0.03533,0.3556,0.73352,0.25432,0.04627,0.01246,0.3239,0.72993,0.5406,0,0.41176,0.64124,0.09921,0.40265,0.65025,0.68508,0.04156,0.00985,0.02821,0.00336,0.28146,0.56122,0.48434,0.5243,0.50644,0.06805,0.36812,0.52656,0.50287,0.50407,0.22547,0.07543,0.04098,0.34735,0.43052,0.0358,0.07803,0.04167,0.0255,0.17241,0.65464,0.62927,0.56698,0.56122,0.60773,0.32843,0.03501,0.21121,0.87353,0.68376,0.84516,0.5,0.5322,0.6755,0.01198,0.03359,0.00917,0.17188,0.46653,0.35526,0.02755,0.04043,0.04532,0.0028,0.01153,0.10938,0.00896,0.0119,0.02466,0.50678,0.65591,0.52665,0.01176,0.0915,0.00645,0.03053,0.04798,0.01026,0.1375,0.68865,0.47154,0.25094,0.55128,0.52059,0.09446,0
NON-MUSK-199,0.3741,0.90236,0.78715,0,0,0.01302,0.04948,0.48449,0.13528,0.39243,0.65197,0.5364,0.63962,0.53095,0.5393,0.04834,0.2,0.36142,0.55644,0.39729,0.43522,0.11976,0.36199,0.05759,0.03933,0.10123,0.3674,0.05466,0.00312,0.04854,0.00325,0.63014,0.0379,0.15646,0.20888,0.52364,0,0.71989,0.944,0.57568,0.97059,0.4233,0.53159,0.62736,0.57368,0.50331,0.03745,0.25445,0.5902,0.37782,0.48446,0.13314,0.12329,0.54545,0.02688,0.29314,0.08772,0.86159,0.0113,0.26157,0.0029,0.53533,0.27933,0.02398,0.02247,0.47644,0.00234,0.75071,0.84366,0.67778,0.90661,0.71774,0.63077,0.56444,0.55446,0.06349,0.12714,0.47899,0.5697,0.6,0.24263,0.08696,0.50491,0.01433,0.14568,0.02828,0.93769,0.05031,0,0.03016,0.32703,0.47594,0.0113,0.45238,0.56637,0.65517,0.00552,0.31429,0.83744,0.25641,0.96644,0.28146,0.63265,0.63614,0.52685,0.12446,0.00592,0.05797,0.41801,0.57471,0.49864,0.40501,0.18735,0.15847,0.21239,0.52847,0.04773,0.02023,0.03676,0.14731,0.03714,0.0232,0.02683,0.07165,0.63605,0.39779,0.43627,0.10503,0.47198,0.16176,0.86752,0.93226,0.43574,0.49432,0.49227,0.81437,0.66408,0.80428,0.26823,0.47667,0.48496,0.66116,0.29919,0.35347,0.0028,0.01153,0.13281,0.77612,0.89583,0.48219,0.15989,0.01075,0.00627,0.78824,0.46732,0.7129,0.01781,0.2096,0.02051,0.6125,0.49604,0.25203,0.43071,0.57692,0.34412,0.14007,0
NON-MUSK-199,0.32374,0.00337,0,0.93382,0.00282,0.77083,0.04167,0.52983,0.07692,0.35259,0.64501,0.54023,0.60859,0.55,0.55014,0.06042,0.03143,0.39468,0.55248,0.37016,0.47773,0.0479,0.42534,0.10471,0.07022,0.13333,0.02762,0.03537,0.77882,0.15777,0.00974,0.22945,0.40525,0.21088,0.66057,0.40364,0.59649,0.03081,0.032,0.02703,0.00735,0.15625,0.49455,0.64151,0.55526,0.49669,0.01498,0.33079,0.57684,0.34292,0.50457,0.05949,0.13425,0.5338,0.60215,0.32432,0.03258,0.00346,0.84181,0.24769,0.81449,0.00543,0.35754,0.40767,0.86142,0.23037,0.00234,0.01416,0.60767,0.01667,0.00778,0.0121,0.61099,0.55556,0.5297,0.04762,0.02689,0.51261,0.5697,0.6,0.31746,0.04076,0.53242,0.73639,0.11111,0.05141,0.01246,0.06289,0.72628,0.54292,0,0.40642,0.64124,0.42063,0.39823,0.65025,0.68508,0.04416,0.00985,0.03077,0.00336,0.28146,0.61735,0.63614,0.54987,0.22318,0.01479,0.09275,0.41109,0.54023,0.49593,0.4572,0.23114,0.17213,0.16814,0.47153,0.04057,0.03179,0.04167,0.0255,0.10345,0.65464,0.62927,0.56698,0.55442,0.60773,0.38725,0.21444,0.42888,0.87353,0.67949,0.84194,0.47189,0.50568,0.50993,0.01198,0.03359,0.00917,0.35156,0.50101,0.50752,0.0303,0.04313,0.04834,0.0028,0.01153,0.11719,0.01194,0.0119,0.0274,0.50407,0.6595,0.52665,0.01176,0.08824,0.00645,0.03053,0.18434,0.01026,0.1375,0.69129,0.47154,0.25094,0.55128,0.52353,0.09446,0
NON-MUSK-200,0.23741,0.93939,0.78313,0.16912,0.00563,0.53646,0.07552,0.01193,0.01061,0.50598,0.01856,0.00192,0.52506,0.00952,0.02168,0.04532,0.06,0.00443,0.00792,0.09496,0.0081,0.03293,0.01131,0.48691,0.59551,0.01975,0.53591,0.02251,0.56386,0.5534,0.00325,0.34932,0.31487,0.67574,0.08355,0.01091,0,0.73669,0.892,0.7027,0.98529,0.44886,0.5512,0.01887,0.00526,0.01766,0.1161,0.02036,0.01782,0.31417,0.00366,0.01416,0.00822,0.0373,0.72849,0.00832,0.35338,0.79585,0.62712,0.68519,0.0029,0.59511,0.53631,0.48681,0.07116,0.12042,0,0.78187,0.79941,0.74722,0.90272,0.77823,0.20879,0.00667,0.10891,0.10317,0.022,0.0042,0.00202,0.03023,0.01361,0.05707,0.00196,0.17765,0.55062,0.01028,0.85047,0.01572,0.44161,0.56613,0.34595,0.03743,0.03107,0.54563,0.49558,0.1133,0.07459,0.31688,0.83744,0.45128,0.99329,0.23179,0.07908,0.03373,0.01023,0.00429,0.01775,0.0058,0.01386,0,0.01355,0.00835,0.00243,0.00273,0.55088,0.70387,0.52267,0.00289,0.07353,0.11331,0.54111,0.71134,0.6561,0.06854,0.19388,0.1105,0.79902,0.62144,0.68534,0.00588,0.50855,0.0129,0.01004,0.00568,0.00442,0.77545,0.59432,0.87768,0.01302,0.01217,0.00564,0.73554,0.44744,0.44411,0.0028,0.00865,0.10156,0.76716,0.8125,0.66027,0.20054,0.02867,0.0094,0.89412,0.45752,0.81613,0.03053,0.63384,0.25897,0.50938,0.39578,0.2981,0.0412,0.65385,0.82941,0.31596,0
NON-MUSK-200,0.33813,0.57239,0.7751,0.19853,0,0.67188,0.04167,0,0.02387,0.59163,0.03016,0.00766,0.47255,0.04048,0.03252,0.06949,0.23143,0.0133,0,0.34109,0.01417,0,0.00679,0.67539,0.50281,0,0.80663,0.16077,0.28037,0.61408,0.00325,0.38356,0.32653,0.61905,0.01305,0.08727,0.04261,0.46218,0.8,0.65405,0.83088,0.67614,0.5817,0.0566,0.01579,0.02649,0.71161,0.03817,0,0.55031,0.00731,0.0085,0,0,0.61022,0,0.42857,0.65398,0.55932,0.63426,0.0087,0.48641,0.56983,0.75779,0.13483,0.06806,0.00234,0.65722,0.41298,0.725,0.82879,0.9879,0.08352,0.02,0.40347,0.15079,0.03912,0.01681,0,0,0.02268,0.00543,0.00196,0.62751,0.61975,0.00257,0.89408,0,0.15693,0.69838,0.05135,0.1123,0.05085,0.06151,0.27876,0.22414,0.5,0.04935,0.99015,0.35897,0.76174,0.12914,0.12755,0.05542,0.02813,0.01717,0.03254,0.01739,0.06697,0,0,0.01044,0.00487,0,0.61726,0.51708,0.63484,0.02601,0.29902,0.75921,0.54907,0.51546,0.62439,0.5109,0.04082,0.53591,0.67157,0.64333,0.45905,0.00588,0.07265,0.01935,0.02209,0.01705,0.02208,0.78144,0.50388,0.96024,0,0,0,0.53719,0.13477,0.04532,0.0028,0.00576,0.05469,0.85075,0.88988,0.75616,0.09485,0.01075,0.01254,0.99608,0.56536,0.8129,0.04835,0.07071,0.73846,0.75625,0.40633,0.271,0.05993,0.58974,0.72059,0.14007,0
NON-MUSK-200,0.18705,0.92929,0.78715,0.20588,0.00282,0.65625,0.0599,0.01671,0.00531,0.58167,0.00464,0,0.42482,0,0.01626,0.03625,0.08571,0,0.0099,0.35465,0.00607,0.02994,0.01357,0.68325,0.50281,0.02469,0.45856,0.03215,0.26791,0.61893,0.00325,0.39041,0.22449,0.62358,0.10183,0.03636,0.03759,0.7423,0.908,0.66757,0.98897,0.4233,0.55991,0.00708,0,0.00662,0.07865,0.01272,0.02227,0.55031,0,0.01133,0.01096,0.02098,0.62097,0.01247,0.27569,0.82007,0.53955,0.62037,0.0029,0.55978,0.4581,0.7506,0.13109,0.1466,0.00234,0.7762,0.82006,0.71944,0.9144,0.75403,0.03736,0,0.38366,0.09524,0.02445,0,0,0.03256,0.00907,0.04891,0,0.65043,0.61481,0.01285,0.88785,0.02201,0.16423,0.69374,0.3027,0.1123,0.01977,0.02976,0.49558,0.12069,0.47238,0.34026,0.83744,0.40769,0.98993,0.24834,0.08673,0.01687,0.00256,0,0.01183,0,0.06467,0,0.01626,0.00626,0,0.00273,0.62611,0.55353,0.63723,0.00867,0.05147,0.09065,0.55703,0.51289,0.61707,0.06854,0.18027,0.0663,0.64461,0.64551,0.40948,0.00882,0.57265,0.01613,0.00602,0,0,0.79042,0.62791,0.83486,0.01563,0.01623,0.00564,0.71901,0.42049,0.43807,0.0028,0.00576,0.11719,0.76119,0.84821,0.60822,0.18157,0.01434,0.0094,0.86275,0.45752,0.78387,0.0229,0.04545,0.72564,0.525,0.40633,0.27371,0.08989,0.67949,0.83529,0.38436,0
NON-MUSK-200,0.18705,0.92929,0.79116,0.20588,0.00282,0.65625,0.05729,0.01671,0.00531,0.58167,0.00464,0,0.42482,0,0.01626,0.03625,0.08857,0,0.0099,0.35465,0.00607,0.02994,0.01357,0.68586,0.50281,0.02469,0.4558,0.03215,0.27103,0.61893,0.00325,0.39041,0.22157,0.62132,0.10183,0.03636,0.03759,0.7423,0.908,0.66486,0.98897,0.4233,0.55991,0.00708,0,0.00662,0.07865,0.01272,0.02227,0.55031,0,0.01133,0.01096,0.02331,0.62097,0.01247,0.27318,0.82007,0.53955,0.62037,0.0029,0.55978,0.4581,0.7506,0.13109,0.1466,0,0.7762,0.82006,0.71944,0.9144,0.75403,0.03736,0,0.38366,0.09524,0.02445,0,0,0.03488,0.00907,0.0462,0,0.65043,0.61481,0.01285,0.88785,0.02201,0.16058,0.69374,0.3,0.11765,0.01977,0.02976,0.49558,0.12069,0.47238,0.34026,0.83744,0.40513,0.98993,0.24834,0.08673,0.01687,0.00256,0,0.01183,0,0.06467,0,0.01626,0.00626,0,0.00273,0.62611,0.55353,0.63723,0.00867,0.05147,0.08782,0.55703,0.51546,0.61707,0.06854,0.17687,0.0663,0.64461,0.64551,0.40948,0.00588,0.57692,0.01613,0.00602,0,0,0.79042,0.63049,0.83486,0.01563,0.01623,0.00564,0.71901,0.41779,0.43807,0.0028,0.00865,0.11719,0.76119,0.84821,0.60548,0.18157,0.01434,0.0094,0.86275,0.45752,0.78387,0.0229,0.04293,0.72308,0.525,0.40633,0.27371,0.08989,0.67949,0.83529,0.38762,0
NON-MUSK-208,0.35971,0.08754,0.1004,0.46691,0,0.32552,0.57292,0.14797,0.5252,0.04582,0.0116,0.39847,0.01432,0.14286,0.0271,0.04834,0.8,0.33703,0.37228,0.00969,0.54049,0.48204,0.58371,0.00785,0.25843,0.50617,0.71547,0.30547,0.49533,0.35194,0.00325,0.83562,0.28863,0.33107,0.2376,0.17091,0,0.54622,0.004,0.6027,0.16544,0.74148,0.04357,0.04717,0.17632,0.01325,0.25468,0.56234,0.35189,0.02875,0.46252,0.49858,0.53425,0.01865,0.63441,0.39709,0.65163,0.15571,0.53107,0.32639,0.07246,0.5788,0.41341,0.31655,0.56929,0.27749,0.00234,0.33711,0.00295,0.40833,0.08949,0.10081,0.01538,0.30667,0.00495,0.07143,0.61369,0.06092,0.40606,0.02791,0.53968,0.49185,0.52456,0.65616,0.25432,0.55013,0.43925,0.14465,0.43066,0.33875,0.01351,0.59358,0.38983,0.00595,0.46018,0.0665,0.36188,0.56364,0,0.59744,0.21812,0.58278,0.01531,0.02651,0.05371,0.04721,0.09172,0.49275,0.00924,0.12931,0.0542,0.56367,0.54015,0.56284,0.32965,0.18451,0.29356,0.70231,0.67647,0.66289,0.2679,0.64948,0.49512,0.11838,0.55442,0.17127,0.18873,0.40481,0.03448,0.43235,0.55556,0.03548,0.48795,0.39394,0.24283,0.32335,0.65375,0.39755,0.59896,0.51318,0.5,0.53168,0.54717,0.55589,0.0056,0.02017,0.09375,0.44478,0.45238,0.67945,0.2439,0.32258,0.26959,0.38039,0.86275,0.63548,0.04326,0.01515,0.03333,0.54063,0.56992,0.57182,0.11236,0.66667,0.79706,0.4202,0
NON-MUSK-208,0.38129,0.13805,0.41365,0.15074,0.00282,0.52344,0.25521,0.05489,0.29708,0.50398,0.04408,0.04789,0.54893,0.04762,0.03252,0.0574,0.34,0.07095,0.08119,0.12016,0.083,0.2515,0.25339,0.45288,0.5927,0.34074,0.64365,0.05466,0.53271,0.53883,0.00325,0.17123,0.33528,0.66893,0.01044,0.4,0,0.68067,0.388,0.63243,0.51838,0.48295,0.55991,0.04717,0.03684,0.03532,0.01498,0.23155,0.10468,0.3347,0.05302,0.24079,0.30959,0.04196,0.70699,0.24532,0.38095,0.12457,0.60452,0.66898,0.0058,0.11413,0.56425,0.47962,0.05618,0.31937,0.00234,0.58924,0.51917,0.55,0.45136,0.41129,0.34945,0.04889,0.12624,0.10317,0.35697,0.01891,0.06465,0.03256,0.17007,0.23641,0.09234,0.16332,0.53333,0.28278,0.54206,0.01887,0.39781,0.56381,0,0.24599,0.04237,0.56151,0.30973,0.56897,0.07459,0.3013,0.40394,0.39487,0.50336,0.45033,0.09949,0.05542,0.03069,0.02575,0.02071,0.25507,0.01617,0.02299,0.02168,0.14405,0.19221,0.25956,0.54646,0.70387,0.51074,0.26012,0.34804,0.62606,0.53846,0.6933,0.6439,0.49221,0.04422,0.49171,0.79167,0.60613,0.6875,0,0.02991,0.03226,0.08635,0.05303,0.06181,0.52395,0.38243,0.56269,0.34635,0.2211,0.13346,0.69421,0.37736,0.35952,0.0056,0.01729,0.07813,0.54328,0.53869,0.59178,0.10298,0.01434,0.00313,0.47843,0.44771,0.40323,0.04071,0.65404,0.25897,0.39063,0.73615,0.57995,0.03371,0.60897,0.73529,0.15635,0
NON-MUSK-220,0.41007,0.02694,0.1004,0.51838,0,0.6849,0.57552,0.13365,0.52785,0.11155,0.00464,0.39655,0.04296,0.14048,0.01897,0.04532,0.80286,0.34812,0.36238,0.02519,0.54453,0.48802,0.58371,0.01309,0.68539,0.50617,0.71547,0.29904,0.88474,0.33252,0.00325,0.20205,0.31778,0.35374,0.3577,0.30909,0.00501,0.56022,0.076,0.60541,0.08088,0.53409,0.0915,0.04481,0.17105,0.00883,0.25468,0.57506,0.33408,0.05339,0.46252,0.50425,0.53699,0.01632,0.60484,0.38254,0.65664,0.15571,0.79379,0.40046,0.38841,0.00272,0.54749,0.42206,0.53184,0.25131,0.00234,0.34561,0.61357,0.40556,0.0856,0.02823,0.01099,0.30222,0,0.07143,0.61125,0.06092,0.39798,0.02326,0.54875,0.49457,0.52456,0.55301,0.28395,0.55527,0.42368,0.14465,0.84307,0.42691,0,0.26738,0.35876,0.01786,0.26549,0.51724,0.64917,0.56883,0.00493,0.6,0.06711,0.41391,0.0051,0.01928,0.04859,0.04506,0.07988,0.48406,0,0.11782,0.04607,0.56576,0.54745,0.56831,0.32522,0.38269,0.47494,0.70809,0.67892,0.66289,0.50663,0.63144,0.50976,0.45171,0.07483,0.55249,0.44608,0.37637,0.13147,0.47059,0.23077,0.12258,0.49398,0.39583,0.24503,0.34132,0.66667,0.44343,0.59635,0.50304,0.49624,0.53444,0.54987,0.56193,0.0028,0.01153,0.09375,0.44179,0.44048,0.68219,0.23306,0.43369,0.25392,0.03137,0.48366,0.01613,0.03562,0.01515,0.02051,0.4625,0.73351,0.55556,0.07491,0.5641,0.68235,0.16938,0
