@relation 'Libras Movement.arff'

@attribute att01 numeric
@attribute att11 numeric
@attribute att21 numeric
@attribute att31 numeric
@attribute att41 numeric
@attribute att51 numeric
@attribute att61 numeric
@attribute att71 numeric
@attribute att81 numeric
@attribute att91 numeric
@attribute att101 numeric
@attribute att111 numeric
@attribute att121 numeric
@attribute att131 numeric
@attribute att141 numeric
@attribute att151 numeric
@attribute att161 numeric
@attribute att171 numeric
@attribute att181 numeric
@attribute att191 numeric
@attribute att201 numeric
@attribute att211 numeric
@attribute att221 numeric
@attribute att231 numeric
@attribute att241 numeric
@attribute att251 numeric
@attribute att261 numeric
@attribute att271 numeric
@attribute att281 numeric
@attribute att291 numeric
@attribute att301 numeric
@attribute att311 numeric
@attribute att321 numeric
@attribute att331 numeric
@attribute att341 numeric
@attribute att351 numeric
@attribute att361 numeric
@attribute att371 numeric
@attribute att381 numeric
@attribute att391 numeric
@attribute att401 numeric
@attribute att411 numeric
@attribute att421 numeric
@attribute att431 numeric
@attribute att441 numeric
@attribute att451 numeric
@attribute att461 numeric
@attribute att471 numeric
@attribute att481 numeric
@attribute att491 numeric
@attribute att501 numeric
@attribute att511 numeric
@attribute att521 numeric
@attribute att531 numeric
@attribute att541 numeric
@attribute att551 numeric
@attribute att561 numeric
@attribute att571 numeric
@attribute att581 numeric
@attribute att591 numeric
@attribute att601 numeric
@attribute att611 numeric
@attribute att621 numeric
@attribute att631 numeric
@attribute att641 numeric
@attribute att651 numeric
@attribute att661 numeric
@attribute att671 numeric
@attribute att681 numeric
@attribute att691 numeric
@attribute att701 numeric
@attribute att711 numeric
@attribute att721 numeric
@attribute att731 numeric
@attribute att741 numeric
@attribute att751 numeric
@attribute att761 numeric
@attribute att771 numeric
@attribute att781 numeric
@attribute att791 numeric
@attribute att801 numeric
@attribute att811 numeric
@attribute att821 numeric
@attribute att831 numeric
@attribute att841 numeric
@attribute att851 numeric
@attribute att861 numeric
@attribute att871 numeric
@attribute att881 numeric
@attribute att891 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}

@data
0.54023,0.83699,0.54691,0.83125,0.54337,0.83648,0.54358,0.83963,0.53457,0.83809,0.51163,0.81012,0.49417,0.76115,0.47443,0.70512,0.42958,0.65064,0.391,0.61342,0.37709,0.58632,0.38195,0.54098,0.42026,0.42857,0.43524,0.52394,0.43319,0.49578,0.42701,0.44345,0.41898,0.39677,0.37469,0.38461,0.35402,0.39667,0.33601,0.43974,0.34828,0.4902,0.37531,0.53356,0.40098,0.55705,0.42961,0.57961,0.43943,0.57627,0.45517,0.60929,0.46697,0.76775,0.47836,0.79245,0.47608,0.81931,0.46823,0.85185,0.44497,0.86461,0.43915,0.88629,0.44028,0.89888,0.43885,0.87395,0.45602,0.80981,0.44545,0.70061,0.42827,0.56928,0.41842,0.47906,0.40252,0.44709,0.36842,0.47112,0.32403,0.44479,0.31634,0.45482,0.32994,0.46064,0.34258,0.46113,0.33852,0.46965,3
0.46667,0.82759,0.4714,0.82187,0.47489,0.8239,0.47018,0.83019,0.46774,0.83492,0.46512,0.82596,0.46386,0.81529,0.45349,0.77564,0.43662,0.69871,0.37677,0.62939,0.35561,0.58959,0.36111,0.52459,0.40087,0.40051,0.42463,0.47888,0.43104,0.42536,0.42701,0.35119,0.42361,0.28387,0.38213,0.26086,0.3566,0.28667,0.33067,0.34528,0.34565,0.39869,0.38287,0.45973,0.40098,0.53692,0.39563,0.54777,0.4418,0.53672,0.46437,0.58197,0.46924,0.75807,0.47836,0.79874,0.45786,0.8349,0.45176,0.87345,0.4378,0.87384,0.44153,0.88339,0.43795,0.87922,0.42685,0.83193,0.43287,0.72911,0.41136,0.61111,0.42398,0.51505,0.41004,0.40838,0.38365,0.37037,0.36631,0.38905,0.34119,0.3773,0.3397,0.39157,0.35641,0.41691,0.3604,0.42627,0.35603,0.45119,3
0.50115,0.80878,0.5103,0.80313,0.50685,0.80818,0.50229,0.80818,0.4977,0.79682,0.48605,0.73734,0.45454,0.66242,0.41396,0.60256,0.38498,0.51603,0.36492,0.4409,0.36277,0.37785,0.39352,0.32131,0.45474,0.26786,0.48196,0.37746,0.48276,0.38028,0.47494,0.35416,0.46529,0.3258,0.42184,0.34447,0.39018,0.39667,0.34934,0.47556,0.35884,0.52615,0.42569,0.55704,0.46944,0.64429,0.47816,0.70064,0.48456,0.68926,0.49426,0.70765,0.4943,0.85161,0.50114,0.8239,0.49431,0.81621,0.48941,0.82716,0.47846,0.80923,0.46778,0.79008,0.47072,0.74158,0.43645,0.68627,0.43287,0.60519,0.425,0.50308,0.46038,0.41867,0.46444,0.34555,0.45283,0.32804,0.42316,0.36475,0.39271,0.38037,0.38641,0.42771,0.40326,0.48106,0.40396,0.5201,0.40467,0.54882,3
0.51495,0.83386,0.51945,0.83437,0.51827,0.83648,0.51376,0.84277,0.51152,0.82857,0.49535,0.78481,0.45687,0.69745,0.4186,0.58653,0.37324,0.48397,0.32228,0.4409,0.30549,0.40066,0.31945,0.33442,0.34914,0.26786,0.35031,0.36056,0.34052,0.36901,0.3268,0.35119,0.31018,0.30968,0.25063,0.31438,0.22998,0.36334,0.22401,0.38762,0.24539,0.44771,0.29219,0.52685,0.31785,0.62416,0.3301,0.69108,0.34205,0.69774,0.37701,0.7377,0.38724,0.89355,0.39407,0.86163,0.38952,0.80685,0.39295,0.71605,0.38277,0.6,0.38425,0.55976,0.36066,0.57303,0.34772,0.53221,0.36574,0.44669,0.35682,0.3642,0.37473,0.31025,0.38285,0.2932,0.37737,0.32275,0.35369,0.41034,0.31974,0.41717,0.31847,0.53012,0.34216,0.65598,0.34258,0.72117,0.33852,0.79419,3
0.43219,0.05956,0.4325,0.06249,0.42922,0.06288,0.4266,0.06604,0.42396,0.06985,0.42093,0.06961,0.41491,0.06688,0.39768,0.06731,0.36855,0.0545,0.33413,0.05112,0.30549,0.04561,0.29631,0.05246,0.32327,0.08674,0.31847,0.19155,0.29526,0.20282,0.2658,0.17857,0.21759,0.14193,0.134,0.15049,0.07235,0.2,0.024,0.26058,0.02375,0.31046,0.05792,0.34564,0.08557,0.39933,0.09709,0.44268,0.11877,0.44633,0.15632,0.47541,0.18679,0.60323,0.21868,0.62264,0.24145,0.65421,0.25882,0.70371,0.27033,0.74153,0.29594,0.80467,0.32787,0.8427,0.35972,0.85434,0.41898,0.84727,0.45228,0.83024,0.50749,0.76807,0.54393,0.67015,0.56185,0.67461,0.56842,0.77508,0.56438,0.77608,0.57749,0.78615,0.59674,0.78134,0.60594,0.73458,0.60312,0.72559,4
0.55862,0.06896,0.56293,0.06874,0.55936,0.06917,0.55964,0.07233,0.55761,0.07301,0.55116,0.07594,0.55012,0.07643,0.54187,0.08013,0.53521,0.08013,0.52606,0.07987,0.5179,0.07818,0.52084,0.07214,0.54526,0.09694,0.54989,0.19436,0.53664,0.19436,0.51416,0.13989,0.4838,0.06774,0.41439,0.03345,0.35143,0.04334,0.29334,0.07818,0.26649,0.09151,0.26448,0.08054,0.25428,0.10403,0.23301,0.13058,0.21853,0.15254,0.21839,0.1776,0.21185,0.25484,0.21413,0.29874,0.20501,0.34891,0.18824,0.41359,0.16746,0.46769,0.16706,0.57143,0.18033,0.64607,0.19424,0.68907,0.24305,0.7147,0.27046,0.72839,0.33833,0.70783,0.37448,0.64921,0.39413,0.68518,0.40842,0.82067,0.41416,0.8589,0.44586,0.89157,0.49695,0.90088,0.53267,0.8579,0.55837,0.8496,4
0.57012,0.06269,0.57437,0.06249,0.57306,0.06288,0.5711,0.0629,0.56913,0.06666,0.5628,0.06645,0.55944,0.06688,0.54884,0.07052,0.53521,0.06411,0.52132,0.0639,0.50597,0.05864,0.49768,0.05246,0.51078,0.08418,0.50106,0.18028,0.47629,0.18028,0.44009,0.14584,0.39584,0.09354,0.31265,0.08695,0.25324,0.12001,0.2,0.1759,0.18998,0.20915,0.20907,0.23825,0.22249,0.29866,0.2233,0.34713,0.23041,0.36723,0.24827,0.4071,0.25968,0.53871,0.27335,0.57861,0.2779,0.61994,0.28236,0.67284,0.28469,0.71385,0.30071,0.77551,0.32319,0.82023,0.35012,0.83753,0.40509,0.83862,0.43863,0.83024,0.49893,0.78012,0.53766,0.69633,0.56394,0.71164,0.57685,0.82675,0.58154,0.84049,0.60509,0.84639,0.63748,0.83382,0.65941,0.77748,0.67315,0.75989,4
0.50115,0.24451,0.50572,0.24374,0.50456,0.24528,0.5,0.24843,0.4977,0.24762,0.49303,0.25316,0.48717,0.25159,0.47675,0.25641,0.46948,0.2532,0.46209,0.2556,0.45346,0.26059,0.46528,0.25902,0.49785,0.24235,0.50743,0.3493,0.50431,0.33803,0.49019,0.29465,0.47223,0.2258,0.41439,0.19063,0.36951,0.18667,0.33067,0.19869,0.31926,0.18954,0.32493,0.17115,0.32029,0.17785,0.3034,0.17515,0.29453,0.16384,0.29195,0.15847,0.27335,0.20967,0.25741,0.22957,0.22779,0.26169,0.19059,0.31481,0.14593,0.36923,0.12171,0.47231,0.10305,0.5337,0.08393,0.56863,0.1088,0.58502,0.10681,0.58641,0.14989,0.57832,0.16527,0.5445,0.16352,0.59524,0.14527,0.74469,0.11159,0.79141,0.12102,0.83735,0.15682,0.86298,0.17822,0.83109,0.19456,0.84433,4
0.65518,0.24138,0.65904,0.24062,0.65754,0.24214,0.65597,0.24529,0.65438,0.24762,0.65117,0.25,0.64802,0.25159,0.63954,0.2532,0.63381,0.25641,0.63033,0.26199,0.63008,0.26711,0.64121,0.27213,0.67027,0.25765,0.6879,0.37465,0.69613,0.37465,0.69717,0.34226,0.70603,0.28709,0.68487,0.25752,0.67185,0.26,0.66401,0.27687,0.67547,0.27778,0.69018,0.26175,0.69927,0.26174,0.70146,0.2484,0.69833,0.22316,0.69655,0.21312,0.69704,0.24517,0.69932,0.23271,0.68564,0.22119,0.67529,0.22531,0.65072,0.22154,0.63008,0.27405,0.60656,0.30337,0.59952,0.29412,0.59491,0.25937,0.57727,0.19444,0.5803,0.15663,0.57114,0.15445,0.54927,0.16667,0.51368,0.21581,0.46566,0.24539,0.44374,0.29217,0.44195,0.32945,0.4297,0.34853,0.41245,0.36675,4
0.62989,0.11285,0.63387,0.1125,0.6347,0.11007,0.63532,0.11322,0.63364,0.11429,0.63024,0.11709,0.6247,0.11784,0.61861,0.1218,0.61268,0.125,0.60663,0.13099,0.6062,0.13355,0.61574,0.13443,0.6444,0.15051,0.65818,0.25071,0.65948,0.24788,0.64923,0.19643,0.63889,0.1258,0.59058,0.0903,0.54523,0.09667,0.50134,0.12704,0.48021,0.14706,0.4685,0.15101,0.44987,0.18456,0.4199,0.21337,0.3943,0.22316,0.37931,0.24591,0.36447,0.33226,0.36218,0.35849,0.3508,0.40499,0.34353,0.46913,0.33493,0.52616,0.34368,0.61516,0.35598,0.68259,0.3765,0.71708,0.42361,0.732,0.45,0.74073,0.50535,0.71687,0.53975,0.66492,0.56604,0.70105,0.57685,0.84195,0.5794,0.8773,0.60509,0.90664,0.64563,0.91545,0.67525,0.86594,0.70039,0.85224,4
0.73563,0.15674,0.73912,0.15937,0.73744,0.15723,0.73395,0.16352,0.73042,0.16826,0.72558,0.16771,0.7226,0.17197,0.7093,0.17629,0.70422,0.17629,0.70142,0.1853,0.69689,0.1759,0.69213,0.1672,0.70044,0.16326,0.69214,0.24788,0.6681,0.2338,0.63616,0.18154,0.60648,0.10644,0.53598,0.07023,0.47287,0.07334,0.408,0.09771,0.37994,0.09805,0.36775,0.09397,0.35207,0.12751,0.32524,0.15924,0.30404,0.18079,0.28966,0.20765,0.27108,0.29032,0.25968,0.33019,0.2369,0.3676,0.21177,0.42901,0.18661,0.47384,0.18138,0.56269,0.18501,0.6264,0.19185,0.66107,0.24305,0.66859,0.26591,0.67592,0.32334,0.65663,0.35356,0.60471,0.36898,0.63492,0.37052,0.76596,0.3648,0.79754,0.38429,0.83434,0.42566,0.84549,0.45347,0.81769,0.47859,0.81267,4
0.72644,0.15987,0.72998,0.15937,0.72831,0.16037,0.72936,0.16352,0.72811,0.16508,0.72326,0.16456,0.71561,0.16241,0.69535,0.16025,0.67605,0.15384,0.65165,0.14377,0.63008,0.14007,0.61574,0.13443,0.62284,0.14031,0.61784,0.24507,0.59698,0.23944,0.56644,0.19643,0.53472,0.13548,0.46402,0.10702,0.40311,0.12334,0.352,0.1531,0.33509,0.16667,0.33501,0.16443,0.33252,0.18792,0.32039,0.21337,0.31828,0.22033,0.31954,0.24044,0.31663,0.32258,0.32119,0.34906,0.30979,0.38319,0.29647,0.43211,0.27751,0.47077,0.27446,0.54519,0.27869,0.60113,0.28297,0.62464,0.32407,0.63401,0.34318,0.6358,0.39829,0.61445,0.42887,0.57068,0.44025,0.60582,0.43579,0.73556,0.41846,0.77608,0.42675,0.81627,0.4501,0.83673,0.46733,0.80428,0.48055,0.80475,4
0.76781,0.21003,0.76888,0.20937,0.76713,0.20755,0.76835,0.2107,0.76498,0.21906,0.76279,0.21519,0.7599,0.21656,0.74885,0.22116,0.74648,0.22116,0.74171,0.22685,0.73748,0.22802,0.73611,0.22623,0.74354,0.21429,0.74522,0.30986,0.73276,0.3014,0.71023,0.24702,0.69445,0.17096,0.6402,0.13378,0.58915,0.13,0.54133,0.14983,0.51979,0.15034,0.50881,0.14095,0.49145,0.16107,0.47087,0.18152,0.45843,0.18644,0.45287,0.20765,0.44647,0.27741,0.44647,0.30189,0.43507,0.33957,0.42588,0.39815,0.40909,0.44922,0.40811,0.53936,0.40983,0.60394,0.41966,0.63866,0.45371,0.6513,0.46591,0.65432,0.50535,0.63555,0.5272,0.589,0.5325,0.62433,0.52421,0.7538,0.51287,0.79448,0.52442,0.82832,0.55804,0.83382,0.57822,0.79624,0.59922,0.78891,4
0.70804,0.07523,0.71166,0.07812,0.70776,0.07862,0.70871,0.07862,0.70507,0.07936,0.70233,0.08544,0.69463,0.07962,0.6721,0.07372,0.64085,0.05129,0.59716,0.04154,0.56086,0.01955,0.53472,0.01967,0.53017,0.06377,0.5138,0.17465,0.48923,0.19719,0.46187,0.18453,0.42825,0.16129,0.3598,0.17391,0.30233,0.22334,0.25866,0.28664,0.27177,0.34314,0.31486,0.38591,0.35696,0.44966,0.38593,0.49045,0.41805,0.48588,0.45057,0.5082,0.47609,0.64516,0.50569,0.67295,0.52619,0.7134,0.5553,0.75617,0.57656,0.78461,0.60382,0.81924,0.63232,0.8427,0.67625,0.83753,0.74537,0.82132,0.78181,0.80864,0.82441,0.75,0.84938,0.65968,0.86793,0.66932,0.85894,0.78724,0.83476,0.80981,0.82377,0.82832,0.82485,0.82216,0.82178,0.78016,0.81518,0.76781,4
0.71954,0.1442,0.7231,0.14375,0.72146,0.14465,0.72018,0.1478,0.71889,0.14603,0.71395,0.14873,0.70863,0.14967,0.69535,0.15064,0.68545,0.14745,0.67062,0.14377,0.64917,0.1303,0.63426,0.12131,0.63793,0.12755,0.62845,0.22254,0.60561,0.21127,0.5708,0.16368,0.53704,0.10644,0.4665,0.08361,0.40311,0.10667,0.352,0.15635,0.33773,0.18954,0.3476,0.21142,0.34719,0.26174,0.33738,0.30573,0.33729,0.32204,0.34483,0.36066,0.34852,0.49032,0.36218,0.53145,0.37357,0.58256,0.39295,0.63889,0.41148,0.68923,0.43915,0.7551,0.4637,0.80618,0.49161,0.82353,0.53704,0.80981,0.57272,0.80247,0.62527,0.75903,0.64854,0.67015,0.67506,0.69047,0.70526,0.80547,0.72102,0.82515,0.74097,0.8494,0.76782,0.85423,0.77426,0.81233,0.77043,0.80211,4
0.72644,0.05642,0.73226,0.05312,0.72831,0.05346,0.72707,0.05975,0.7235,0.06032,0.71627,0.06012,0.70396,0.05096,0.67674,0.04168,0.65024,0.03205,0.62559,0.03515,0.60382,0.02933,0.59491,0.0295,0.60776,0.06887,0.60934,0.16902,0.59698,0.17465,0.57952,0.14286,0.56482,0.08386,0.51364,0.07023,0.47545,0.09,0.44266,0.12377,0.43008,0.13399,0.43324,0.13087,0.42788,0.15436,0.41505,0.17834,0.40142,0.18644,0.4,0.20493,0.39407,0.27096,0.39407,0.29245,0.38269,0.32088,0.37882,0.3642,0.36842,0.40616,0.36992,0.49563,0.37471,0.55899,0.38609,0.59104,0.4213,0.60231,0.43863,0.60493,0.4818,0.59036,0.50419,0.5445,0.51154,0.57672,0.50105,0.68997,0.48068,0.73005,0.48195,0.76807,0.50916,0.78717,0.5208,0.75871,0.53307,0.76254,4
0.56552,0,0.56751,0,0.56393,0,0.55734,0,0.54839,0,0.53953,0,0.53146,0,0.51861,0,0.50235,0,0.49052,0,0.47733,0,0.48148,0,0.51078,0.04592,0.5138,0.14085,0.50646,0.14085,0.48802,0.09523,0.46296,0.02579,0.40198,0,0.35143,0.01001,0.30667,0.03909,0.29287,0.04575,0.29723,0.02685,0.2885,0.04698,0.26941,0.06051,0.25179,0.07627,0.24138,0.09016,0.22324,0.12581,0.20957,0.14151,0.17995,0.16511,0.14588,0.20061,0.11243,0.21846,0.09069,0.30029,0.09134,0.33146,0.08873,0.34453,0.0926,0.32853,0.09545,0.2963,0.13918,0.28012,0.15481,0.27225,0.14884,0.30423,0.14315,0.37083,0.11374,0.41411,0.11677,0.46989,0.15479,0.51021,0.17426,0.52546,0.18871,0.55145,4
0.49425,0.1442,0.49657,0.14062,0.49544,0.14465,0.49083,0.14151,0.48157,0.13651,0.46047,0.13291,0.43123,0.12102,0.38838,0.11218,0.34038,0.11539,0.2891,0.13738,0.23866,0.15961,0.21065,0.19016,0.22414,0.22449,0.21656,0.37746,0.20259,0.40845,0.19826,0.40475,0.17361,0.38387,0.12903,0.38127,0.11112,0.41333,0.09867,0.46253,0.13985,0.50981,0.22921,0.53691,0.29829,0.59396,0.36165,0.62102,0.42755,0.59322,0.48735,0.60655,0.53987,0.74194,0.58314,0.73584,0.61503,0.74143,0.65176,0.76852,0.67464,0.77846,0.68974,0.81632,0.69086,0.83989,0.69784,0.84033,0.70139,0.82709,0.68409,0.81789,0.6895,0.76807,0.68828,0.68063,0.68134,0.69312,0.66106,0.81155,0.6309,0.82822,0.62421,0.8494,0.63137,0.84549,0.63565,0.80161,0.63036,0.79156,4
0.52184,0.18809,0.52631,0.19062,0.52284,0.18553,0.51835,0.18239,0.51383,0.18096,0.50465,0.18037,0.49184,0.17197,0.47209,0.17308,0.45539,0.16988,0.43602,0.17573,0.41766,0.17916,0.41668,0.18361,0.44613,0.19132,0.4501,0.30423,0.43534,0.31267,0.41395,0.27976,0.38194,0.22903,0.31265,0.21405,0.25841,0.23001,0.21067,0.26709,0.20052,0.28759,0.21411,0.28523,0.22005,0.30872,0.20874,0.3121,0.20666,0.29379,0.22069,0.28415,0.22324,0.34839,0.23234,0.34277,0.22096,0.36449,0.2,0.39197,0.18421,0.40923,0.17661,0.47814,0.17799,0.51405,0.18225,0.53501,0.21297,0.53603,0.23409,0.51852,0.28479,0.49097,0.30753,0.45811,0.31656,0.48677,0.30736,0.59574,0.29185,0.62884,0.30786,0.66867,0.34216,0.69096,0.36832,0.6756,0.38327,0.68074,4
0.56552,0.08464,0.56293,0.08124,0.55023,0.07862,0.5344,0.07233,0.51613,0.0635,0.49303,0.06328,0.4662,0.06051,0.42791,0.06411,0.38732,0.07052,0.3436,0.08626,0.30311,0.11401,0.28704,0.13114,0.30819,0.16837,0.30573,0.3014,0.2888,0.32394,0.27233,0.3125,0.24769,0.28387,0.18362,0.28428,0.13954,0.31667,0.10401,0.35831,0.11345,0.38236,0.17127,0.33222,0.18826,0.36913,0.19175,0.38217,0.20903,0.37288,0.23907,0.39891,0.26423,0.52258,0.30069,0.55346,0.31891,0.60124,0.34117,0.66359,0.35646,0.71385,0.37709,0.78717,0.39812,0.8427,0.43405,0.87115,0.48842,0.87609,0.525,0.87345,0.58886,0.81627,0.63808,0.71989,0.67925,0.7328,0.69684,0.86018,0.70172,0.8865,0.70488,0.90964,0.7169,0.90671,0.71684,0.8579,0.70817,0.84696,4
0.62759,0.09404,0.63158,0.09374,0.62558,0.0912,0.62386,0.0912,0.6152,0.09206,0.60233,0.09177,0.58275,0.08917,0.55349,0.08654,0.51878,0.08013,0.48578,0.08626,0.4463,0.0847,0.42362,0.08524,0.43319,0.11224,0.41401,0.23098,0.37716,0.25071,0.33551,0.24107,0.28241,0.21613,0.20347,0.23077,0.15505,0.27,0.128,0.32248,0.15304,0.35621,0.20403,0.37584,0.23717,0.41275,0.25242,0.42675,0.27315,0.37853,0.30115,0.39891,0.32119,0.51613,0.34624,0.55661,0.35763,0.60124,0.37412,0.66049,0.39234,0.69845,0.42004,0.76968,0.44731,0.82023,0.47962,0.84033,0.52083,0.8415,0.56818,0.84876,0.63598,0.81325,0.68201,0.73299,0.71489,0.75661,0.73263,0.89058,0.73176,0.92331,0.73886,0.94579,0.75153,0.9417,0.7505,0.89008,0.73736,0.87863,4
0.49425,0.14106,0.49657,0.13438,0.49315,0.12893,0.48624,0.12893,0.47466,0.12381,0.45813,0.12025,0.43823,0.11147,0.40698,0.10898,0.37324,0.10577,0.33887,0.12141,0.29833,0.12704,0.28241,0.14426,0.29957,0.17601,0.2845,0.3014,0.25,0.32113,0.21351,0.31547,0.18518,0.27418,0.11663,0.26421,0.08269,0.28333,0.04801,0.3127,0.06597,0.3366,0.11586,0.34228,0.14914,0.36577,0.16263,0.38854,0.18528,0.38983,0.22529,0.4235,0.25968,0.55806,0.2984,0.60062,0.32346,0.65421,0.34117,0.72223,0.34689,0.7723,0.36277,0.84257,0.39812,0.88202,0.45323,0.89636,0.53473,0.89049,0.59091,0.8858,0.65524,0.83735,0.69457,0.74345,0.7107,0.75661,0.70526,0.8845,0.6824,0.90491,0.67516,0.92169,0.68228,0.91837,0.67723,0.86863,0.6712,0.85488,4
0.32873,0.38558,0.33181,0.38437,0.33105,0.38679,0.32798,0.38994,0.32489,0.39049,0.31628,0.38924,0.31002,0.38854,0.3,0.39103,0.28639,0.38783,0.27488,0.38978,0.26492,0.3974,0.27778,0.39672,0.32327,0.34949,0.33545,0.47324,0.32975,0.47042,0.31372,0.44047,0.28704,0.39354,0.22333,0.36789,0.17571,0.36666,0.13601,0.38437,0.1372,0.38562,0.15868,0.37249,0.16625,0.38255,0.15534,0.3758,0.14727,0.34464,0.14943,0.34154,0.13895,0.41613,0.13211,0.41196,0.11161,0.42056,0.08,0.44444,0.04306,0.46153,0.02148,0.5277,0.01639,0.55899,0,0.56303,0.03009,0.54756,0.025,0.53087,0.0728,0.50302,0.08368,0.45027,0.07338,0.47884,0.04842,0.58359,0,0.61657,0.01911,0.66266,0.0387,0.69388,0.06139,0.68365,0.04475,0.69657,4
0.42529,0.4232,0.4302,0.41874,0.42922,0.41824,0.4266,0.42453,0.42396,0.42222,0.4186,0.42404,0.41491,0.42357,0.40466,0.42308,0.38968,0.41346,0.37441,0.40895,0.35799,0.40391,0.36111,0.39672,0.38793,0.34694,0.38217,0.46761,0.35776,0.46761,0.32026,0.44345,0.27314,0.39999,0.19106,0.3612,0.11887,0.36334,0.056,0.38437,0.03694,0.4085,0.04533,0.41946,0.04646,0.44631,0.0267,0.44905,0,0.42373,0,0.45082,0,0.58065,0,0.61949,0,0.66668,0,0.72223,0,0.76,0.02625,0.8105,0.05855,0.85393,0.08153,0.87115,0.14815,0.87032,0.18181,0.87963,0.25696,0.84337,0.29917,0.74868,0.33334,0.76455,0.34947,0.88754,0.35408,0.90491,0.38216,0.91867,0.42566,0.90962,0.45545,0.8579,0.47471,0.84169,4
0.51724,0.35423,0.52174,0.35312,0.52055,0.3522,0.51606,0.35849,0.51383,0.3619,0.50697,0.36392,0.50116,0.36306,0.48837,0.36859,0.46948,0.36218,0.45023,0.36103,0.43198,0.35831,0.42825,0.35737,0.45043,0.31887,0.44586,0.43661,0.42242,0.4338,0.38779,0.41369,0.34259,0.37418,0.26303,0.36789,0.19639,0.39333,0.13867,0.43322,0.12929,0.45425,0.14862,0.4463,0.15648,0.4698,0.14806,0.47771,0.15202,0.4548,0.16781,0.46448,0.1754,0.59678,0.18907,0.61949,0.19363,0.64798,0.19059,0.69753,0.19378,0.73846,0.21241,0.80175,0.2459,0.84551,0.27817,0.86555,0.34491,0.87032,0.38409,0.86728,0.4454,0.82229,0.48536,0.72775,0.50734,0.73545,0.52,0.84802,0.51502,0.85582,0.53078,0.86747,0.5499,0.85715,0.55644,0.80964,0.55253,0.79683,4
0.32873,0.38558,0.33181,0.38437,0.33105,0.38679,0.32798,0.38994,0.32489,0.39049,0.31628,0.38924,0.31002,0.38854,0.3,0.39103,0.28639,0.38783,0.27488,0.38978,0.26492,0.3974,0.27778,0.39672,0.32327,0.34949,0.33545,0.47324,0.32975,0.47042,0.31372,0.44047,0.28704,0.39354,0.22333,0.36789,0.17571,0.36666,0.13601,0.38437,0.1372,0.38562,0.15868,0.37249,0.16625,0.38255,0.15534,0.3758,0.14727,0.34464,0.14943,0.34154,0.13895,0.41613,0.13211,0.41196,0.11161,0.42056,0.08,0.44444,0.04306,0.46153,0.02148,0.5277,0.01639,0.55899,0,0.56303,0.03009,0.54756,0.025,0.53087,0.0728,0.50302,0.08368,0.45027,0.07338,0.47884,0.04842,0.58359,0,0.61657,0.01911,0.66266,0.0387,0.69388,0.06139,0.68365,0.04475,0.69657,4
0.42529,0.4232,0.4302,0.41874,0.42922,0.41824,0.4266,0.42453,0.42396,0.42222,0.4186,0.42404,0.41491,0.42357,0.40466,0.42308,0.38968,0.41346,0.37441,0.40895,0.35799,0.40391,0.36111,0.39672,0.38793,0.34694,0.38217,0.46761,0.35776,0.46761,0.32026,0.44345,0.27314,0.39999,0.19106,0.3612,0.11887,0.36334,0.056,0.38437,0.03694,0.4085,0.04533,0.41946,0.04646,0.44631,0.0267,0.44905,0,0.42373,0,0.45082,0,0.58065,0,0.61949,0,0.66668,0,0.72223,0,0.76,0.02625,0.8105,0.05855,0.85393,0.08153,0.87115,0.14815,0.87032,0.18181,0.87963,0.25696,0.84337,0.29917,0.74868,0.33334,0.76455,0.34947,0.88754,0.35408,0.90491,0.38216,0.91867,0.42566,0.90962,0.45545,0.8579,0.47471,0.84169,4
0.51724,0.35423,0.52174,0.35312,0.52055,0.3522,0.51606,0.35849,0.51383,0.3619,0.50697,0.36392,0.50116,0.36306,0.48837,0.36859,0.46948,0.36218,0.45023,0.36103,0.43198,0.35831,0.42825,0.35737,0.45043,0.31887,0.44586,0.43661,0.42242,0.4338,0.38779,0.41369,0.34259,0.37418,0.26303,0.36789,0.19639,0.39333,0.13867,0.43322,0.12929,0.45425,0.14862,0.4463,0.15648,0.4698,0.14806,0.47771,0.15202,0.4548,0.16781,0.46448,0.1754,0.59678,0.18907,0.61949,0.19363,0.64798,0.19059,0.69753,0.19378,0.73846,0.21241,0.80175,0.2459,0.84551,0.27817,0.86555,0.34491,0.87032,0.38409,0.86728,0.4454,0.82229,0.48536,0.72775,0.50734,0.73545,0.52,0.84802,0.51502,0.85582,0.53078,0.86747,0.5499,0.85715,0.55644,0.80964,0.55253,0.79683,4
