@relation Protein.arff

@attribute att01 numeric
@attribute att11 numeric
@attribute att21 numeric
@attribute att31 numeric
@attribute att41 numeric
@attribute att51 numeric
@attribute att61 numeric
@attribute att71 numeric
@attribute att81 numeric
@attribute att91 numeric
@attribute att101 numeric
@attribute att111 numeric
@attribute att121 numeric
@attribute att131 numeric
@attribute att141 numeric
@attribute att151 numeric
@attribute att161 numeric
@attribute att171 numeric
@attribute att181 numeric
@attribute att191 numeric
@attribute att201 numeric
@attribute att211 numeric
@attribute att221 numeric
@attribute att231 numeric
@attribute att241 numeric
@attribute att251 numeric
@attribute att261 numeric
@attribute att271 numeric
@attribute att281 numeric
@attribute att291 numeric
@attribute att301 numeric
@attribute att311 numeric
@attribute att321 numeric
@attribute att331 numeric
@attribute att341 numeric
@attribute att351 numeric
@attribute att361 numeric
@attribute att371 numeric
@attribute att381 numeric
@attribute att391 numeric
@attribute att401 numeric
@attribute att411 numeric
@attribute att421 numeric
@attribute att431 numeric
@attribute att441 numeric
@attribute att451 numeric
@attribute att461 numeric
@attribute att471 numeric
@attribute att481 numeric
@attribute att491 numeric
@attribute att501 numeric
@attribute att511 numeric
@attribute att521 numeric
@attribute att531 numeric
@attribute att541 numeric
@attribute att551 numeric
@attribute att561 numeric
@attribute att571 numeric
@attribute att581 numeric
@attribute att591 numeric
@attribute att601 numeric
@attribute att611 numeric
@attribute att621 numeric
@attribute att631 numeric
@attribute att641 numeric
@attribute att651 numeric
@attribute att661 numeric
@attribute att671 numeric
@attribute att681 numeric
@attribute att691 numeric
@attribute att701 numeric
@attribute att711 numeric
@attribute att721 numeric
@attribute att731 numeric
@attribute att741 numeric
@attribute att751 numeric
@attribute att761 numeric
@attribute att771 numeric
@attribute att781 numeric
@attribute att791 numeric
@attribute att801 numeric
@attribute att811 numeric
@attribute att821 numeric
@attribute att831 numeric
@attribute att841 numeric
@attribute att851 numeric
@attribute att861 numeric
@attribute att871 numeric
@attribute att881 numeric
@attribute att891 numeric
@attribute att901 numeric
@attribute att911 numeric
@attribute att921 numeric
@attribute att931 numeric
@attribute att941 numeric
@attribute att951 numeric
@attribute att961 numeric
@attribute att971 numeric
@attribute att981 numeric
@attribute att991 numeric
@attribute att1001 numeric
@attribute att1011 numeric
@attribute att1021 numeric
@attribute att1031 numeric
@attribute att1041 numeric
@attribute att1051 numeric
@attribute att1061 numeric
@attribute att1071 numeric
@attribute att1081 numeric
@attribute att1091 numeric
@attribute att1101 numeric
@attribute att1111 numeric
@attribute att1121 numeric
@attribute att1131 numeric
@attribute att1141 numeric
@attribute att1151 numeric
@attribute att1161 numeric
@attribute att1171 numeric
@attribute att1181 numeric
@attribute att1191 numeric
@attribute class {alfa,AmaisB,AsobreB,beta,small}

@data
0.25514,0.2,0.17816,0.41489,0.45192,0.08042,0.14829,0.24607,0.47208,0.5933,0.09639,0.32867,0.05195,0.39416,0.37838,0.37126,0.5446,0.14557,0.13333,0.14414,0.14693,0.61316,0.34483,0.38095,0.38356,0.46505,0.36705,0.05906,0.66571,0.63458,0.84766,0.86228,0.01863,0.58145,0.50893,0.68106,1,0.09545,0.39329,0.64167,0.62803,0.89542,0.33577,0.3927,0.69318,0.41261,0.40491,0.4,0.10937,0.45,0.5625,0.53691,0.89542,0.13975,0.50376,0.32549,0.52,1,0.02756,0.66571,0.65939,0.65039,0.86228,0.38731,0.46579,0.59416,0.35977,0.32432,0.61389,0.09206,0.46636,0.35931,0.65854,1,0.08627,0.27815,0.60349,0.7104,0.90751,0.01237,0.66603,0.75635,0.66027,0.94945,0.67213,0,0.32787,0,0.58647,0,0.04054,0.36279,0.60145,0.74253,0.969,0,0,0,0,0,0.06731,0.29735,0.23588,0.61943,1,0.30608,0.68483,0.37789,0.24948,0.68168,0.1,0.51282,0.41089,0.61808,1,0.12459,0.29045,0.53051,0.69032,0.77021,alfa
0.33333,0.01702,0.21264,0.3883,0.56731,0.25524,0.06844,0.25131,0.41117,0.49282,0.21687,0.25874,0.33117,0.35036,0.2,0.39521,0.15493,0.46203,0.36667,0.36036,0.36282,0.45263,0.42989,0.46259,0.26712,0.40054,0.49133,0.03937,0.47262,0.52941,0.84766,1,0.00621,0.54386,0.58482,0.63789,0.96847,0.02273,0.71951,0.63611,0.57951,0.90196,0.51095,0.46352,0.46307,0.53582,0.34969,0.43582,0.02604,0.65625,0.48355,0.45302,0.90196,0.00621,0.54386,0.53529,0.48,0.97287,0.03937,0.47262,0.68777,0.85547,1,0.37418,0.48684,0.58355,0.31161,0.46959,0.50278,0.00635,0.44316,0.54978,0.64634,0.98321,0.02353,0.43377,0.62963,0.67079,0.89595,0.01856,0.42418,0.61584,0.77735,1,0.41569,0.2617,0.37354,0.31429,0.3609,0.32258,0.01559,0.10291,0.34886,0.87848,0.989,0.14224,0.49784,0.6104,0.68201,0.747,0.02885,0.39308,0.55482,0.56478,1,0.29658,0.70616,0.32905,0.33962,0.56456,0.00952,0.57143,0.67574,0.57434,0.96216,0.01967,0.4152,0.54545,0.68871,0.93617,AsobreB
0.49383,0.01702,0.36207,0.32447,0.34615,0.24476,0.06084,0.28272,0.24365,0.35885,0.45783,0.26573,0.33766,0.28467,0.30811,0.32934,0.277,0.39873,0.33333,0.30631,0.7916,0.43947,0.52874,0.33333,0.4726,0.37634,0.53757,0.0315,0.60807,0.66488,0.88477,0.97605,0,0.45363,0.5067,0.6235,1,0.01364,0.67073,0.62778,0.65229,0.95425,0.35036,0.57511,0.44034,0.58166,0.34049,0.56418,0.01563,0.625,0.46382,0.5302,0.98693,0,0.45363,0.47059,0.46909,1,0.0315,0.61095,0.81878,0.87891,0.97605,0.54486,0.33684,0.51459,0.39377,0.60811,0.41111,0,0.44548,0.54113,0.67886,1,0.01569,0.53974,0.62527,0.69802,0.94798,0.01443,0.39347,0.66368,0.74856,0.9956,0.48829,0.11988,0.41569,0.11429,0.54135,0.14747,0.03534,0.37006,0.64079,0.84243,0.995,0.16379,0.26832,0.5414,0.6977,0.86,0.00962,0.22811,0.41362,0.41903,1,0.44487,0.58294,0.47815,0.4109,0.5045,0,0.4652,0.61139,0.60641,1,0.01311,0.53996,0.54296,0.70645,0.9617,AsobreB
0.39918,0.19149,0.34483,0.31915,0.72115,0.28671,0.05703,0.19372,0.30457,0.49761,0,0.67832,0.29221,0.16058,0.2,0.31138,0.10329,0.42405,0.11667,0.13514,0.15442,0.51842,0.34943,0.4966,0.46233,0.62366,0.36705,0.23228,0.61383,0.49198,0.74609,1,0.01553,0.46115,0.62054,0.66906,0.93243,0.05909,0.53049,0.48611,0.65499,0.95425,0.4562,0.45279,0.52273,0.36963,0.62883,0.58507,0.06771,0.51875,0.57237,0.72148,0.95425,0.01553,0.42356,0.5451,0.45636,0.94186,0.23228,0.61383,0.56987,0.74609,1,0.4267,0.62368,0.40849,0.31445,0.33108,0.46111,0.01587,0.39211,0.56926,0.63415,0.96403,0.0549,0.17881,0.44662,0.5297,1,0.18144,0.59693,0.713,0.84069,0.98462,0,0.99269,0.20492,0,0,0.76037,0,0,0,0,0,0.03233,0.27371,0.48301,0.75732,0.993,0.05769,0.29532,0.67608,0.63765,1,0.40875,0.72275,0.44987,0.28512,0.51952,0.02381,0.3956,0.65099,0.53644,0.91892,0.09508,0.40936,0.45953,0.65645,1,beta
0.37037,0.19149,0.34483,0.31915,0.72115,0.29021,0.05703,0.19895,0.30457,0.50239,0,0.68531,0.29221,0.16788,0.20541,0.31737,0.10798,0.43038,0.13333,0.13514,0.15292,0.52368,0.33793,0.5034,0.46575,0.62903,0.34971,0.20472,0.59654,0.48485,0.74219,1,0.04037,0.44862,0.61161,0.66427,0.93243,0.02727,0.51524,0.475,0.6496,0.94771,0.4635,0.43991,0.52841,0.35244,0.63804,0.58806,0.03125,0.50313,0.5625,0.71477,0.94771,0.04037,0.40852,0.53725,0.45273,0.94186,0.20472,0.59654,0.56114,0.74219,1,0.41575,0.63421,0.41379,0.29745,0.33446,0.46667,0.04127,0.41531,0.56061,0.63008,0.96403,0.02745,0.15563,0.43791,0.52475,1,0.16701,0.58733,0.70703,0.83685,0.98242,0,1,0.19906,0,0,0.76959,0,0,0,0,0,0.02478,0.26724,0.47877,0.75523,0.992,0.06731,0.29939,0.68272,0.6336,1,0.39924,0.72986,0.45501,0.28721,0.52252,0.02857,0.43223,0.64109,0.53061,0.91892,0.07213,0.39766,0.45455,0.65323,1,beta
0.25103,0.08511,0,0.43617,0.58654,0.06993,0,0.31937,0.61929,0.29187,0.24096,0.28671,0.26623,0.59854,0.65946,0.49102,0.0939,0.51899,0.33333,0,0.02699,0.81579,0.11034,0.46599,0.33219,0.56452,0.26301,0.3189,0.66282,0.4902,0.49805,0.88024,0.12112,0.07268,0.32366,0.4988,1,0.08182,0.57317,1,0.8841,0.73203,0.36861,0.29185,0.80114,0.30946,0.46933,0.47164,0.09375,0.5625,0.98684,0.8557,0.73203,0.12112,0.07268,0.28431,0.36909,1,0.3189,0.66282,0.60044,0.49805,0.88024,0.14442,0.53947,0.77454,0.16997,0.2973,0.61389,0.12381,0.16241,0.31385,0.36992,1,0.23529,0.35099,0.5098,0.57921,0.4104,0.24742,0.51631,0.63079,0.91363,0.95604,0.74122,0,0.25878,0,0.93985,0,0.10603,0.23285,0.40166,0.58805,0.939,0,0,0,0,0,0.18269,0.05295,0.87375,0.66802,1,0.10837,0.77014,0.24936,0.22851,0.68769,0.18571,0.03297,0.51238,0.3965,1,0.0623,0.38012,0.47696,0.6629,0.56596,alfa
0.31687,0.0383,0.40805,0.21809,0.25962,0.31119,0.14449,0.27749,0.20812,0.38278,0.3253,0.41259,0.4026,0.26277,0.25405,0.33533,0.20657,0.5443,0.25,0.36937,0.46027,0.41316,0.53333,0.36054,0.5411,0.30645,0.51734,0.01969,0.62248,0.58289,0.8457,1,0.04969,0.60902,0.67411,0.74101,0.98649,0.00455,0.41159,0.51667,0.5903,0.80392,0.40511,0.51502,0.47443,0.48424,0.34663,0.62687,0.00521,0.43437,0.42434,0.48993,0.96078,0.04969,0.60902,0.55686,0.54727,0.98837,0.01969,0.5562,0.71397,0.80469,1,0.47921,0.44737,0.48276,0.43626,0.48649,0.39722,0.05079,0.52204,0.68398,0.74187,1,0.03137,0.36424,0.51852,0.62871,0.98266,0.00206,0.51248,0.6861,0.88484,0.98681,0.28454,0.28947,0.48361,0.17143,0.22556,0.38249,0.17568,0.32952,0.50207,0.93203,0.967,0.01293,0.13039,0.54671,0.73326,0.852,0.01923,0.40326,0.54153,0.52227,1,0.41825,0.64455,0.47044,0.37107,0.47147,0.07619,0.66667,0.78218,0.69096,1,0.02623,0.32943,0.46077,0.60323,0.94894,AsobreB
0.45267,0.0383,0.41379,0.17021,0.41346,0.24476,0.07605,0.24084,0.13198,0.32057,0.20482,0.58741,0.31818,0.37956,0.2973,0.41916,0.19249,0.4557,0.33333,0.38739,0.47076,0.48158,0.52184,0.28912,0.56507,0.33602,0.46821,0.0748,0.69164,0.58467,0.78125,0.94611,0.00311,0.46366,0.5067,0.70504,1,0.01818,0.54268,0.80278,0.6469,0.98039,0.33942,0.53863,0.49716,0.48997,0.3589,0.61194,0.02083,0.55,0.75329,0.6745,0.98039,0.00311,0.42105,0.40588,0.47273,1,0.0748,0.683,0.70961,0.76367,0.94611,0.53392,0.42632,0.45358,0.50425,0.46284,0.38889,0.00317,0.38979,0.40476,0.61789,1,0.01961,0.5596,0.75163,0.7698,0.98266,0.0433,0.43378,0.58744,0.65835,0.94945,0.36651,0.20322,0.47073,0.08571,0.41353,0.28111,0.08732,0.30457,0.51035,0.70134,0.991,0.03772,0.24677,0.4586,0.75209,0.916,0.01923,0.4053,0.58804,0.63968,1,0.44106,0.64218,0.47044,0.30608,0.4985,0.00476,0.48718,0.57673,0.66472,1,0.01639,0.44639,0.60025,0.69839,0.98723,AsobreB
0.20165,0,0.21839,0.05851,0.21154,0.47203,0.04183,0.16754,0.13706,0.10526,0.13253,0.67832,0.20779,0.19708,0.20541,0.58084,0.6338,0.48101,0.98333,0.72973,0.23088,0.26053,0.83908,0.10884,0.76712,0.1586,0.45665,0.08268,0.4611,0.60784,0.72852,0.86826,0.00932,0.55639,0.62723,0.72182,0.95045,0.13636,0.45122,0.39722,0.78167,1,0.28102,0.77468,0.23295,0.53295,0.23926,0.65672,0.13021,0.60625,0.34539,0.49329,1,0.00932,0.51629,0.53922,0.53818,0.95736,0.08268,0.4611,0.76856,0.73828,0.86826,0.73523,0.16316,0.51459,0.35977,0.68243,0.35833,0.00952,0.46404,0.64286,0.72561,0.97362,0.1451,0.27152,0.38344,0.69802,0.9711,0.05155,0.51631,0.66667,0.70825,1,0,0.36404,0.70843,0,0,0.5023,0,0,0,0,0,0.09267,0.28556,0.4586,0.73536,0.919,0.03846,0.37067,0.56478,0.61741,1,0.56654,0.43128,0.3162,0.44654,0.44144,0.01429,0.53114,0.69554,0.6035,0.94054,0.12131,0.31189,0.41096,0.73226,0.97872,beta
0.30041,0.08511,0.41954,0.28191,0.31731,0.62937,0.20152,0.24607,0.30457,0.28708,0.08434,0.41958,0.17532,0.14599,0.10811,0.35928,0.22066,0.63291,0,0.06306,0.17841,0.38947,0.62299,0.2619,0.67808,0.14247,0.59538,0.04724,0.45245,0.53298,0.76172,0.5988,0.0559,0.62155,0.62054,0.7554,1,0.02273,0.375,0.27778,0.53639,0.82353,0.17153,0.64163,0.49148,0.48424,0.19325,0.77313,0.02604,0.35938,0.13158,0.42282,0.91503,0.0559,0.62155,0.64902,0.56364,1,0.04724,0.4928,0.5655,0.69531,0.5988,0.68928,0.36053,0.33156,0.70538,0.35135,0.31111,0.05714,0.529,0.67316,0.75407,0.98321,0.02353,0.13907,0.43137,0.56188,1,0.02268,0.49136,0.5157,0.63724,0.97143,0,0.39035,0.68735,0,0,0.43318,0,0,0,0,0,0.02909,0.12931,0.33227,0.80858,0.98,0.05769,0.47047,0.5515,0.55466,1,0.55513,0.609,0.64524,0.21803,0.46246,0.08571,0.68498,0.7698,0.82507,1,0.01967,0.29435,0.44085,0.62742,0.88511,beta
0.20165,0.02128,0.28161,0.69149,0.73077,0.15035,0.06084,0.34031,0.60406,0.44019,0.13253,0.22378,0.24675,0.31387,0.14595,0.35329,0.32864,0.20253,0.26667,0.24324,0.23088,0.68684,0.29195,0.36395,0.48973,0.44892,0.39306,0.05906,0.4928,0.68449,0.88672,1,0.02795,0.54386,0.46875,0.5012,0.80631,0.01364,0.50305,0.60833,0.75472,0.96732,0.35766,0.36695,0.70739,0.36103,0.45399,0.52836,0.01563,0.54063,0.48684,0.4396,0.96732,0.02795,0.54386,0.43333,0.38,0.83333,0.05906,0.57061,0.82751,0.875,1,0.3326,0.44737,0.62865,0.22096,0.53716,0.56944,0.02857,0.57773,0.51299,0.57114,0.74101,0.01569,0.16556,0.54684,0.61881,0.9711,0.02887,0.46449,0.60987,0.79079,1,0.72834,0.09503,0.19672,0.62857,0.69173,0.10138,0.0052,0.23597,0.4472,0.77961,0.984,0.20366,0.21552,0.39597,0.59414,0.838,0.50962,0.44807,0.63621,0.54251,1,0.23954,0.73934,0.32905,0.31027,0.76577,0.04286,0.64835,0.58663,0.46356,0.76757,0.01311,0.32359,0.55293,0.69839,0.97872,alfa
0.39095,0,0.40805,0.53723,0.23077,0.31119,0.06844,0.31414,0.27411,0.45455,0.07229,0.04196,0.35065,0.30657,0.35135,0.2515,0.25352,0.67722,0,0.16216,0.2054,0.52632,0.44368,0.34694,0.42808,0.41667,0.43931,0.04331,0.37176,0.36542,0.66211,0.96407,0.01242,0.65163,0.66071,0.71703,1,0.07273,0.64329,0.76389,0.67385,0.92157,0.30657,0.52575,0.53977,0.46705,0.35583,0.57313,0.08333,0.63438,0.70724,0.65436,0.92157,0.01242,0.65163,0.58039,0.54545,1,0.04331,0.38617,0.4738,0.66211,0.96407,0.50985,0.53158,0.34483,0.6119,0.36149,0.38611,0.0127,0.63109,0.64069,0.73374,1,0.04314,0.23841,0.56427,0.59406,0.93064,0.04536,0.37812,0.44096,0.61036,0.93407,0.34192,0.27047,0.44262,0.17143,0.31579,0.41475,0.1237,0.19231,0.52381,0.6931,0.982,0.02586,0.08297,0.36624,0.64749,0.863,0.04808,0.45621,0.45183,0.66397,1,0.41255,0.77725,0.62211,0.26205,0.45045,0.01905,0.81319,0.74752,0.73178,1,0.03607,0.30409,0.50809,0.64839,0.94894,AsobreB
0.38683,0,0.45977,0.5,0.06731,0.25175,0.08365,0.26702,0.21827,0.83254,0.51807,0.2028,0.33117,0.16058,0.15676,0.38922,0.20188,0.4557,0,0.06306,0.16042,0.41579,0.41149,0.53741,0.48973,0.36559,0.45665,0.02362,0.63112,0.53298,0.66211,0.56886,0.03727,0.50125,0.70089,0.82734,0.96847,0.15455,0.4878,0.53056,0.69542,1,0.4708,0.51073,0.43182,0.47851,0.2638,0.54328,0.17708,0.475,0.43092,0.59732,1,0.03727,0.50125,0.50196,0.61818,0.97287,0.02362,0.63112,0.66812,0.67578,0.56886,0.5186,0.62895,0.25729,0.81303,0.21959,0.44722,0.06349,0.49652,0.58658,0.69715,0.98321,0.02353,0.51987,0.51416,0.67822,1,0.16082,0.30134,0.68909,0.65643,0.77802,0.38173,0.34942,0.33841,0,0.43609,0.47005,0.29418,0.5052,0.69048,0.87333,0.935,0.03125,0.17134,0.40764,0.77301,0.978,0.05769,0.25458,0.39535,0.3583,1,0.41445,0.85071,0.70951,0.18239,0.5045,0.05714,0.50916,0.63366,0.73178,0.96216,0.01967,0.45224,0.47073,0.5871,1,AsobreB
0.3786,0.08511,0.32184,0.1383,0.09615,0.24825,0.03802,0.31937,0.13198,0.39234,0.24096,0.25175,0.23377,0.10949,0.16757,0.76647,0.4554,0.64557,0.43333,0.5045,0.24738,0.13158,0.72184,0.44558,0.26712,0.29032,0.67052,0.17717,0.60231,0.63636,0.69727,0.97006,0.00932,0.61153,0.64286,0.69544,0.93243,0.05909,0.37195,0.46111,0.7062,1,0.55474,0.71888,0.09091,0.75645,0.33129,0.30746,0.06771,0.41875,0.39803,0.60067,1,0.00932,0.61153,0.57451,0.53636,0.94186,0.1378,0.50144,0.64629,0.69727,0.97006,0.71335,0.29737,0.32891,0.43909,0.36149,0.28889,0.00952,0.56613,0.65801,0.7439,0.96403,0.09804,0.21854,0.47712,0.66832,1,0.0701,0.41843,0.47085,0.59885,0.88791,0.18501,0.39474,0.49766,0,0.30827,0.47465,0.02079,0.05301,0.38509,0.8517,0.898,0.10453,0.2694,0.42781,0.64017,0.954,0.03846,0.4888,0.64452,0.55263,1,0.59316,0.56398,0.4653,0.28721,0.33934,0.01429,0.72527,0.75248,0.66472,0.91892,0.0459,0.26121,0.48319,0.71935,1,beta
0.43621,0.05957,0.20115,0.18617,0.48077,0.27273,0.02662,0.1466,0.07107,0.37321,0.25301,0.34965,0.32468,0.36496,0.30811,0.42515,0.60094,0.58228,0.11667,0.25225,0.16492,0.26842,0.67126,0.34354,0.59247,0.16129,0.66763,0.24803,0.57349,0.6025,0.70117,0.91617,0.01553,0.43609,0.54911,0.71942,1,0.18636,0.67073,0.7,0.71159,0.86275,0.33942,0.74034,0.23011,0.58739,0.09816,0.65672,0.21354,0.55,0.32895,0.42617,0.86275,0.01553,0.45363,0.5098,0.57455,1,0.24803,0.57349,0.65939,0.70117,0.91617,0.65646,0.43684,0.34218,0.68839,0.33446,0.41667,0.01587,0.36891,0.53247,0.76626,1,0.16471,0.59603,0.72331,0.69059,0.91908,0.1134,0.34933,0.49178,0.46449,0.85934,0.19906,0.27924,0.57611,0.2,0.27068,0.36406,0.27235,0.30977,0.41097,0.76004,0.78,0.03017,0.07651,0.33864,0.63075,0.908,0.05769,0.37678,0.62791,0.71862,1,0.55894,0.59242,0.52185,0.28092,0.42943,0.02381,0.43956,0.62624,0.76676,1,0.1377,0.52437,0.599,0.70161,0.94043,beta
0.90535,0.06809,0.22414,0.42021,0.29808,0.27622,0.03042,0.08377,0.59898,0.44976,0.28916,0.11189,0.35714,0.40146,0.08649,0.23353,0.22066,0.1519,0.4,0,0.14393,0.48421,0.62759,0.12925,0.96575,0.24194,0.39884,0.02756,0.31412,0.52406,0.74805,1,0.04348,0.64912,0.68304,0.7458,0.78829,0.24091,0.35366,0.31389,0.42588,0.84314,0.0073,0.75751,0.46591,0.4212,0.12577,1,0.27604,0.3375,0.17434,0.28523,0.84314,0.04348,0.64912,0.6,0.55636,0.75581,0.02756,0.31412,0.71179,0.83984,1,0.67177,0.35789,0.43767,0.55241,0.59797,0.46944,0.04444,0.60093,0.69481,0.7622,1,0.02745,0.07947,0.41394,0.52723,0.95376,0.04536,0.38964,0.59342,0.72745,0.96484,0.82084,0,0.17916,0,0.47368,0,0.03222,0.20478,0.63561,0.8105,0.976,0,0,0,0,0,0.06731,0.46232,0.51827,0.21255,1,0.58555,0.47393,0.57069,0.43816,0.5015,0.06667,0.69597,0.75743,0.74344,1,0.02295,0.22027,0.40224,0.53226,0.96596,alfa
0.28807,0.08511,0.31609,0.5,0.49038,0.23077,0.11787,0.34555,0.45685,0.55981,0.09639,0.16084,0.30519,0.19708,0.08649,0.18563,0.30986,0.3481,0.33333,0.42342,0.33733,0.43684,0.42069,0.4966,0.41438,0.37366,0.51734,0.30315,0.85303,0.73262,0.91992,1,0.00621,0.46867,0.47321,0.57314,0.98198,0.02727,0.45732,0.51111,0.5903,0.86928,0.57299,0.41416,0.48011,0.51576,0.42025,0.42687,0.03125,0.54063,0.48355,0.56711,0.97386,0.00621,0.4787,0.38431,0.40364,0.96899,0.05906,0.64841,0.82096,0.88281,1,0.37418,0.47368,0.54907,0.32011,0.44595,0.51944,0.00635,0.41531,0.48268,0.59959,0.98082,0.08627,0.45033,0.52723,0.65842,1,0.01237,0.43954,0.69806,0.75432,0.99121,0.47541,0.21637,0.35012,0.22857,0.53383,0.29032,0.01663,0.158,0.41201,0.69619,0.988,0.19828,0.55172,0.82059,0.88703,0.926,0.02885,0.34012,0.52492,0.59919,1,0.31749,0.7109,0.32905,0.33333,0.61261,0.00952,0.47619,0.50495,0.4519,0.95676,0.07213,0.4308,0.57908,0.76935,1,AsobreB
0.44033,0.11064,0.27586,0.37234,0.31731,0.4021,0.05703,0.38743,0.29949,0.21053,0.36145,0.28671,0.21429,0.10949,0.28108,0.31138,0.17371,0.75316,0.11667,0.1982,0.35832,0.38421,0.47126,0.48639,0.43836,0.37634,0.52312,0.01181,0.52161,0.4795,0.74219,0.88623,0.01553,0.41103,0.65402,0.68345,0.96847,0.04091,0.70732,0.6,0.74124,1,0.47445,0.54936,0.37784,0.55587,0.33436,0.53134,0.04688,0.73438,0.61184,0.69128,1,0.01553,0.39348,0.53137,0.49455,0.97287,0.01181,0.55331,0.60262,0.74219,0.88623,0.52735,0.38158,0.43501,0.45609,0.48986,0.35278,0.00635,0.43387,0.58658,0.68496,0.98321,0.0549,0.32119,0.46405,0.75495,0.97688,0.12577,0.5643,0.6562,0.63724,1,0.35597,0.30263,0.40164,0.11429,0.42105,0.35945,0.11123,0.23909,0.52484,0.78579,0.919,0.06789,0.38362,0.49151,0.63912,0.978,0.02885,0.37678,0.58804,0.68623,1,0.43916,0.66351,0.55527,0.33543,0.44745,0.00952,0.46154,0.69802,0.65306,0.97838,0.03279,0.40546,0.46949,0.72581,0.90638,AsobreB
0.35391,0.05532,0.37931,0.17553,0.25,0.51049,0.25095,0.17277,0.33503,0.44498,0.31325,0.32168,0.38961,0.24088,0.07027,0.23952,0.30986,0.41772,0.11667,0.11712,0.17991,0.31316,0.69195,0.2551,0.51027,0.1586,0.5896,0.02362,0.29683,0.50446,0.66016,1,0.07453,0.63409,0.61384,0.72662,0.90991,0.08182,0.43293,0.73056,0.71968,0.95425,0.18978,0.66309,0.44886,0.55587,0.16871,0.62687,0.09375,0.39688,0.45066,0.60738,0.95425,0.07453,0.58396,0.55098,0.54182,0.92248,0.02362,0.5245,0.64629,0.66016,1,0.62582,0.37105,0.43501,0.54674,0.43919,0.34444,0.03492,0.5406,0.55195,0.72967,0.95204,0.02353,0.24503,0.54031,0.56683,1,0.07835,0.50096,0.64126,0.71785,0.8989,0.09251,0.20322,0.74356,0.2,0.05263,0.2765,0.75052,0.76403,0.78157,0.79815,0.795,0.12823,0.30711,0.66773,0.85251,0.98,0.05769,0.33198,0.46844,0.43725,1,0.54943,0.52607,0.43445,0.34172,0.44144,0.05238,0.63004,0.69554,0.67347,0.89189,0.01967,0.25341,0.4122,0.63065,1,beta
0.34979,0.08085,0.21839,0.35106,0.63462,0.1993,0.14449,0.19895,0.19289,0.54067,0.22892,0.26573,0.48701,0.20438,0.30811,0.34132,0.44131,0.36076,0,0.17117,0.11244,0.32895,0.57241,0.41156,0.50342,0.27151,0.52312,0.1063,0.65418,0.64706,0.70313,0.88623,0.02174,0.58145,0.66295,0.60671,1,0.20455,0.40244,0.23611,0.74394,0.94118,0.37956,0.60086,0.38352,0.48711,0.25153,0.56418,0.23438,0.3875,0.11513,0.74497,1,0.02174,0.41604,0.56275,0.34909,0.77907,0.1063,0.73487,0.81223,0.7207,0.88623,0.46389,0.50789,0.48011,0.53258,0.4223,0.39444,0.23175,0.64733,0.68398,0.60976,0.84173,0.03137,0.04636,0.24837,0.35396,0.89017,0.05361,0.69098,0.81465,0.91939,1,0.09953,0.37281,0.60187,0,0.14286,0.52535,0.78482,0.79418,0.81056,0.82595,0.83,0.05065,0.15302,0.23992,0.44456,0.613,0.07692,0.48065,0.62957,0.60526,1,0.45057,0.609,0.47301,0.32075,0.42943,0.03333,0.59341,0.73515,0.41691,0.69189,0.12131,0.23782,0.35118,0.64839,0.9617,beta
0.28807,0,0.27011,0.12234,0,0.24476,0.08745,0.48691,0.47208,0.22488,0.56627,0.65035,0,0.34307,0.5027,0.55689,0.22066,0.44304,0.38333,0.20721,0.01799,0.67368,0.34483,0.30272,0.50342,0.41129,0.39884,0.1811,0.17291,0.19251,0.61914,1,0.06522,0.96992,0.69866,0.66187,0.8964,0.62727,0.67683,0.46944,0.56604,0.39216,0.27737,0.40987,0.71591,0.30946,0.44172,0.6209,0.71875,0.66875,0.35855,0.45973,0.39216,0.06522,0.96992,0.56863,0.49273,0.91085,0.1811,0.17291,0.38865,0.61914,1,0.45514,0.2,0.65517,0.23513,0.76014,0.25,0.06667,0.41067,0.57576,0.48577,0.94484,1,0.60927,0.45098,1,1,0.09278,0.14587,0.38565,0.46833,0.69231,0.35363,0,0.64637,0,0.3609,0,0.09667,0.14553,0.21636,0.28733,0.372,0,0,0,0,0,0.21154,0.83299,0.80233,0.74494,1,0.26236,0.68483,0.32648,0.37107,0.5015,0.1,0.42491,0.65842,0.32362,0.87568,0.45574,0.53216,0.5878,0.90323,1,alfa
