@relation 'Credit Approval.arff'

@attribute att01 {a,b}
@attribute att11 numeric
@attribute att21 numeric
@attribute att31 {u,y,l,t}
@attribute att41 {c,d,cc,i,j,k,m,r,q,w,x,e,aa,ff}
@attribute att51 {v,h,bb,j,n,z,dd,ff,o}
@attribute att61 numeric
@attribute att71 {t,f}
@attribute att81 {t,f}
@attribute att91 numeric
@attribute att101 {t,f}
@attribute att111 {g,p,s}
@attribute att121 numeric
@attribute att131 numeric
@attribute class {S,N}

@data
b,0.07263,0.3675,u,ff,ff,0.01456,f,f,0,f,g,0.04,0,N
b,0.21053,0.04607,u,k,h,0.00877,f,f,0,t,s,0.07,0,N
a,0.27068,0.10714,y,j,j,0,f,f,0,f,g,0.08,0.0002,N
a,0.16662,0.16071,u,w,v,0.03509,f,f,0,t,g,0.18,0.00006,N
b,0.07895,0.0625,y,c,v,0.08193,f,f,0,t,g,0.056,0.00006,N
a,0.0388,0.0075,u,aa,v,0.00439,f,f,0,f,g,0.1,0.00001,N
a,0.07263,0.35714,u,d,v,0.01456,f,f,0,f,g,0.04,0.00042,N
b,0.03759,0,y,aa,v,0.00877,f,f,0,f,g,0.03,0,N
b,0.1391,0.02679,u,m,v,0.01754,t,f,0,t,s,0.16,0,N
b,0.11158,0.00893,y,c,h,0.00877,f,f,0,f,g,0.14,0.00204,N
b,0.05639,0.78571,l,ff,o,0,f,f,0,t,p,0.225,1,S
b,0.0815,0,y,m,bb,0,f,f,0,t,s,0.25,0.00001,S
b,0.34586,0.00446,y,c,v,0.05263,f,f,0,t,g,0.116,0.00113,S
b,0.11278,0.05357,u,w,v,0.05263,f,f,0,f,g,0.075,0.00008,S
a,0.06511,0.01339,l,cc,ff,0.35088,f,f,0,t,s,0.15,0,S
a,0.29955,0.01339,u,cc,v,0.01316,f,f,0,f,g,0.15,0.00044,S
b,0.52376,0.00732,y,k,v,0.00877,t,t,0.16418,f,g,0.19,0.02732,S
b,0.29955,0.04464,u,w,v,0.04088,f,f,0,f,g,0.06,0,N
a,0.23684,0.03875,y,x,v,0.03509,f,f,0,f,g,0.14,0.00013,N
b,0.24692,0.03875,y,c,v,0.0014,f,f,0,f,g,0.085,0.00179,N
b,0.40722,0.125,u,i,bb,0.01754,f,f,0,f,s,0.58,0,N
b,0.31699,0.08929,y,w,v,0.10526,f,f,0,f,s,0.1,0,N
b,0.22977,0.14286,y,i,v,0.00298,f,f,0,t,g,0.2055,0,N
b,0.1003,0,u,c,v,0,f,f,0,f,p,0.09802,0,N
a,0.29323,0.08929,y,c,v,0.08772,f,f,0,t,g,0,0.00002,N
b,0.30571,0.08929,u,c,v,0.03509,f,f,0,f,g,0.23,0.00016,N
a,0.17293,0.44643,u,d,v,0.03509,f,f,0,t,g,0.09,0.01062,N
b,0.31579,0.08929,u,cc,bb,0.01754,f,f,0,f,g,0.174,0,N
b,0.20932,0.02679,u,q,h,0.00579,f,f,0,t,g,0.11,0.00251,N
b,0.50496,0.23214,u,c,v,0.03509,f,f,0,t,g,0,0.00228,N
a,0.31699,0.04464,y,i,h,0.01754,f,f,0,t,g,0.08,0,N
a,0.29323,0.10714,y,aa,v,0.07018,f,f,0,f,g,0.09,0,N
b,0.21429,0.10714,u,w,v,0.02632,f,f,0,t,g,0.15,0.00067,N
a,0.3809,0.14286,u,c,v,0.10526,f,f,0,f,g,0.24,0,N
b,0.43609,0.14589,u,aa,v,0.0014,f,f,0,f,g,0.054,0.001,N
b,0.19805,0.08036,u,i,bb,0.01754,f,f,0,t,g,0.32,0.04,N
b,0.30075,0.09821,u,i,bb,0,f,f,0,f,g,0.09,0,N
b,0.3785,0.0625,u,k,v,0.01754,f,f,0,t,g,0.15,0.00002,N
b,0.73684,0.25,u,e,z,0,f,f,0,f,g,0,0.00012,N
b,0.2782,0.05357,u,c,v,0.00877,f,f,0,t,g,0.186,0.00122,N
b,0.19549,0.16071,y,c,bb,0.08772,f,f,0,f,g,0.1,0.0121,N
b,0.74556,0.01929,u,c,v,0.02053,t,t,0.04478,t,g,0.09,0,N
b,0.21173,0.05357,u,w,v,0.07895,f,t,0.01493,t,g,0.05,0.00003,N
a,0.18677,0.07143,u,j,j,0,f,f,0,t,g,0.138,0.00001,N
b,0.12662,0.02089,y,ff,ff,0,f,f,0,f,g,0.05,0,N
b,0.13158,0.41071,y,m,v,0.05263,f,f,0,t,g,0,0.04,N
b,0.25564,0.05661,u,d,v,0.02053,f,f,0,t,s,0,0,N
b,0.34466,0.07143,u,i,v,0.00877,f,f,0,t,g,0.1105,0,N
a,0.03383,0.00589,u,aa,v,0.03509,f,t,0.02985,t,g,0.16,0.00001,N
b,0.41233,0.04768,u,d,v,0.00579,f,f,0,f,g,0.084,0,N
a,0.08647,0.00589,u,q,v,0.0014,f,f,0,t,g,0.19,0,N
b,0.28075,0.10714,u,d,v,0.00579,f,f,0,t,g,0.06,0,N
a,0.34586,0.16821,u,ff,ff,0,f,f,0,f,g,0.08,0,N
a,0.24812,0.19643,u,k,v,0.19298,f,f,0,t,s,0.05,0,N
b,0.1403,0.08929,u,ff,ff,0.00298,f,f,0,t,g,0.05,0.04208,N
b,0.19669,0.01929,u,k,ff,0,f,f,0,f,g,0.05,0,N
b,0.04767,0.01196,y,k,v,0.01018,f,f,0,f,s,0.1,0,N
b,0.16045,0.07143,u,e,dd,0.00579,f,t,0.02985,f,g,0.16,0.013,N
b,0.43729,0.04464,u,m,v,0.48684,f,t,0.01493,t,g,0.176,0.00112,N
a,0.13534,0.22018,u,aa,v,0.00579,f,f,0,f,g,0.11,0.01,N
b,0.38602,0.06107,y,m,v,0.00579,f,f,0,f,s,0.2,0,N
a,0.14782,0.41071,y,k,h,0.10526,f,f,0,t,g,0.01,0.00016,N
b,0.11534,0.02679,y,r,n,0.02632,f,f,0,t,g,0.066,0.00002,N
b,0.28947,0.08929,y,w,v,0.24561,f,f,0,t,g,0.14,0,N
b,0.18917,0.46429,u,e,dd,0,f,f,0,t,g,0.07,0.0111,N
a,0.46992,0.16375,u,k,h,0.03509,f,f,0,t,s,0.12,0,N
b,0.18797,0.055,u,w,v,0.00439,f,f,0,f,g,0.05,0,N
b,0.21684,0.02089,u,aa,v,0.0014,f,f,0,f,g,0.13,0.01004,N
a,0.10647,0.01786,y,e,dd,0.03509,f,f,0,f,g,0.13,0,N
b,0.22436,0.51786,u,d,v,0.00439,f,f,0,f,g,0,0.00286,N
b,0.10406,0.02982,y,c,v,0.07018,f,f,0,t,s,0.12,0,N
b,0.31083,0.04768,u,i,bb,0.00439,f,f,0,t,g,0.22,0.045,N
b,0.2982,0.00893,u,i,bb,0.14035,f,f,0,t,s,0.21,0,N
b,0.44241,0.17857,u,i,bb,0.07895,f,f,0,t,g,0.0705,0,N
a,0.13414,0.25,u,c,v,0.00579,f,f,0,f,g,0.08,0,N
a,0.1591,0.08929,y,i,bb,0.15789,f,f,0,f,g,0.1,0.00456,N
a,0.64782,0.15179,y,ff,ff,0.17544,f,f,0,t,g,0,0.00004,N
b,0.12526,0.40929,u,k,v,0.05561,f,f,0,t,g,0.05,0.01212,N
b,0.30451,0.19643,y,c,v,0.05263,f,f,0,t,g,0.03,0,N
b,0.13278,0.05357,y,aa,v,0.01895,f,f,0,t,g,0.06,0.00067,N
b,0.11158,0,u,c,v,0.01754,f,f,0,t,s,0,0,N
b,0.19429,0.52089,u,i,bb,0,f,f,0,t,g,0.089,0,N
b,0.13789,0.00607,u,m,v,0.00298,f,f,0,f,s,0,0,N
b,0.02135,0.25,u,e,v,0.03509,f,f,0,f,g,0.3,0,N
b,0.39353,0.17857,u,i,bb,0.00737,f,f,0,f,g,0.275,0,N
b,0.20556,0.44643,u,aa,bb,0.00877,f,f,0,t,g,0.36,0,N
b,0.16541,0.01929,u,m,v,0.03509,f,f,0,t,g,0.06,0.00001,N
b,0.41233,0.04464,y,w,v,0.00877,f,f,0,f,g,0,0.00195,N
a,0.29068,0.05804,u,d,v,0.01895,f,f,0,t,g,0,0,N
b,0.2418,0.07286,y,x,h,0.0014,f,f,0,f,g,0.064,0.00001,N
a,0.14782,0.02089,y,ff,ff,0.00439,f,f,0,f,g,0.06,0.00087,N
b,0.18677,0.44643,y,k,h,0.04386,f,f,0,t,g,0,0.00017,N
b,0.2594,0.07446,u,c,v,0.00298,f,f,0,f,g,0.15,0,N
b,0.10526,0.18161,y,j,v,0.01018,f,f,0,f,g,0.07,0.00184,N
b,0.22812,0.01339,u,c,v,0.01018,f,f,0,f,g,0.11,0.0014,N
a,0.57398,0.23214,u,i,bb,0.10825,f,f,0,t,g,0.0365,0,N
a,0.13414,0.01196,u,q,v,0.02632,f,f,0,f,s,0.08,0,N
b,0.30451,0.18161,y,i,bb,0.03807,f,f,0,t,g,0.24,0,N
a,0.83835,0.21429,u,ff,ff,0,f,f,0,f,s,0,0,N
a,0.3997,0.29018,y,k,v,0.00579,f,t,0.02985,f,g,0.09802,0.00018,N
a,0.08767,0.02375,y,c,v,0.03509,f,t,0.01493,f,g,1,0.00002,N
b,0.03383,0.11161,u,w,v,0.00298,f,t,0.01493,f,g,0,0.00006,N
b,0.05008,0.00893,u,q,v,0.01175,f,t,0.0597,f,g,0.08,0.00008,N
b,0.26316,0.10125,u,ff,ff,0,f,t,0.07463,f,g,0.088,0.00146,N
b,0.17173,0.10714,u,c,v,0.04386,f,t,0.01493,f,g,0,0.00022,N
a,0.13414,0.02821,u,i,v,0.00298,f,f,0,f,g,0.072,0,N
b,0.40346,0.05357,u,i,bb,0,f,f,0,f,s,0.15,0,N
b,0.12782,0.01643,u,k,v,0.00439,f,f,0,t,g,0.14,0.00055,N
a,0.12782,0.04464,y,ff,ff,0.11404,f,f,0,f,g,0.14,0,N
b,0.13158,0.00446,y,k,v,0.00439,f,f,0,f,g,0.1,0.0007,N
b,0.14782,0.06393,u,c,v,0.01895,f,f,0,t,g,0.068,0.00001,N
b,0.37098,0.02518,u,c,v,0.01316,f,t,0.02985,f,g,0.1125,0.005,N
a,0.19293,0.09071,y,ff,ff,0,f,f,0,t,g,0.09,0.0006,N
b,0.31955,0.08929,u,i,v,0.03509,f,f,0,t,g,0.105,0,N
b,0.1003,0.03875,u,q,v,0.05263,f,f,0,f,g,0.054,0.00007,N
b,0.23564,0.04464,u,w,v,0.0614,f,f,0,f,g,0.1,0,N
b,0.18677,0.02982,u,cc,v,0.04088,f,f,0,f,g,0.05,0,N
b,0.29955,0.07732,u,c,v,0.05263,f,f,0,f,p,0.06,0,N
b,0.16286,0.04464,u,c,v,0.00877,f,f,0,f,g,0.055,0,N
a,0.20932,0.07286,u,w,v,0.00877,f,f,0,t,g,0.09,0.0005,N
b,0.35714,0.02982,u,e,v,0.0014,f,f,0,f,g,0.06,0.00005,N
b,0.53263,0.08179,u,ff,ff,0.01018,f,f,0,f,g,0.1,0.00003,N
b,0.2982,0.01196,y,cc,v,0.00298,f,f,0,f,g,0.09,0,N
b,0.57263,0.10714,y,ff,ff,0.05263,f,f,0,f,g,0.09,0.00004,N
b,0.13789,0.11304,y,c,v,0.00579,f,f,0,f,g,0.08,0.01058,N
b,0.1215,0.055,u,k,v,0.00298,f,f,0,t,g,0.178,0,N
b,0.17293,0.03571,u,aa,v,0.01754,f,f,0,f,g,0.1,0,N
b,0.67414,0.09679,u,c,v,0.08474,f,f,0,t,g,0.16,0,N
b,0.07895,0,y,ff,ff,0,f,t,0.0597,f,g,0.0225,0.00001,N
b,0.08767,0.02089,u,ff,ff,0,f,t,0.04478,f,g,0.175,0.00769,N
a,0.59519,0.00589,u,ff,ff,0,f,f,0,t,s,0.031,0.00027,N
a,0.2018,0.04464,u,ff,ff,0,f,t,0.01493,f,g,0.046,0.003,N
b,0.18301,0.03125,u,k,v,0.01316,f,t,0.02985,t,g,0.087,0.00003,N
b,0.1403,0,u,k,v,0.03509,f,t,0.16418,f,s,0,0,N
b,0.38842,0.17857,u,ff,ff,0,f,t,0.02985,f,g,0.0085,0.00001,N
b,0.25308,0.09679,y,m,v,0.00439,f,f,0,t,s,0.04,0,N
b,0.05263,0.10714,u,k,v,0.0014,f,f,0,t,g,0.08,0.0004,N
a,0.05895,0,y,j,ff,0,f,f,0,f,g,0.043,0,N
a,0.22977,0.40179,u,ff,ff,0,f,f,0,f,g,0.09802,0.052,N
b,0.04135,0.00446,u,c,v,0.00579,f,f,0,f,g,0.066,0,N
a,0.20421,0.05946,u,ff,ff,0,f,f,0,f,g,0.17,0.00001,N
b,0.26316,0.04018,u,ff,ff,0,f,t,0.01493,f,g,0.048,0.00019,N
b,0.09398,0.25,u,c,v,0.01754,f,f,0,f,g,0,0,N
b,0.22977,0.10714,y,i,bb,0.24561,f,f,0,f,g,0,0.00001,N
b,0.38722,0.05804,u,c,v,0.05263,f,f,0,f,g,0,0.00316,N
b,0.34211,0.15179,u,q,v,0.12281,f,f,0,f,g,0.227,0.0005,N
b,0.2406,0.02375,u,w,v,0.00877,f,f,0,t,g,0.15,0,N
b,0.5815,0.05357,u,d,v,0.13158,f,f,0,t,g,0,0.0035,N
b,0.33714,0.64732,u,w,v,0.00298,f,f,0,f,g,0.16,0.03552,N
b,0.31323,0,u,c,v,0,f,f,0,f,p,0.09802,0,N
b,0.2394,0.02679,y,c,v,0.0014,f,f,0,f,g,0.12,0,N
b,0.33714,0.19643,u,i,bb,0.17544,f,f,0,f,g,0.105,0.00687,N
b,0.17925,0.01036,y,c,v,0.05263,f,f,0,t,g,0.08,0,N
a,0.16165,0.08625,y,c,v,0,f,f,0,f,g,0.06,0,N
b,0.15534,0.03125,u,m,v,0.00298,f,t,0.0597,f,g,0.127,0.0195,N
b,0.12286,0.01786,u,c,v,0.00439,f,f,0,f,g,0.18,0,N
a,0.34331,0.01036,u,ff,ff,0,f,t,0.14925,f,g,0.1,0.00018,N
a,0.1391,0.06554,u,j,j,0,f,t,0.01493,f,g,0.1,0.00053,N
a,0.20797,0.10714,u,m,v,0.09789,f,t,0.01493,t,g,0.14,0.0001,N
b,0.2606,0.11018,u,c,v,0.08772,f,t,0.02985,t,g,0.08,0.00041,N
a,0.25068,0.04911,u,w,h,0.0014,f,t,0.04478,f,g,0,0.00033,N
b,0.12526,0.08339,u,k,v,0.02632,f,f,0,f,g,0.09,0,N
b,0.0388,0.14589,u,i,h,0.01456,f,f,0,t,g,0.06,0,N
a,0.12286,0.41661,u,k,h,0.00298,f,f,0,f,g,0.16,0.00005,N
b,0.11023,0.14732,y,i,h,0.0014,f,f,0,f,g,0.07,0.001,N
b,0.05519,0.23214,u,i,v,0.00439,f,f,0,f,g,0.03,0.001,N
b,0.0815,0.14286,y,i,v,0.03509,f,f,0,t,g,0.18,0.01,N
b,0.10406,0.01482,u,c,v,0.00439,f,f,0,f,g,0,0.00044,N
b,0.19549,0.07143,u,d,v,0.02632,f,f,0,t,g,0.04,0,N
b,0.14782,0.02982,u,i,h,0.00298,f,f,0,t,g,0.11,0.00005,N
b,0.38226,0.08929,y,i,h,0.35088,f,f,0,t,s,0.1,0,N
b,0.13534,0.41071,u,i,v,0.01456,f,f,0,f,g,0,0,N
b,0.19173,0.09679,y,c,v,0.00298,f,f,0,f,s,0.04,0,N
a,0.04767,0.01786,u,i,v,0.00579,f,t,0.08955,t,g,0.12,0.00035,N
b,0.14662,0.11304,y,k,v,0.01456,f,t,0.01493,t,g,0.14,0.0008,N
a,0.05383,0.33929,u,aa,v,0.0614,f,t,0.14925,t,g,0,0.0001,N
b,0.15038,0.01482,y,c,v,0.0014,f,t,0.02985,f,g,0.064,0.00006,N
b,0.31459,0.03857,u,m,v,0.04088,f,f,0,f,s,0.014,0,N
b,0.9185,0.67857,y,ff,ff,0.0014,f,t,0.02985,f,g,0,0.00351,N
b,0.21684,0.00446,y,k,v,0.00298,f,f,0,f,g,0.108,0.021,N
b,0.16165,0.47625,y,aa,v,0.0014,f,f,0,t,g,0.06,0.00475,N
b,0.07639,0.12643,y,ff,ff,0,f,f,0,t,g,0.09,0.00001,N
b,0.47489,0.03571,u,q,v,0.00439,f,f,0,t,g,0.1315,0,N
a,0.50376,0.02679,u,q,h,0.09649,t,t,0.01493,f,g,0.1665,0.00892,S
b,0.15669,0.03125,u,q,v,0.16228,t,t,0.02985,t,g,0.26,0.02,S
b,0.38346,0.33929,u,m,v,0.22807,t,t,0.20896,f,g,0.12,0.04607,S
a,0.1015,0.42268,u,c,h,0.21053,t,f,0,f,g,0.17,0,S
a,0.07639,0.15768,y,c,h,0.10526,t,f,0,f,g,0.12,0,S
b,0.0815,0.33929,u,w,v,0.05263,t,f,0,f,g,0.06,0.02206,S
a,0.16917,0.03125,u,x,h,0.03649,t,f,0,t,g,0.08,0.0586,S
b,0.09654,0.33036,u,c,v,0.05842,t,t,0.04478,t,g,0.02,0.00028,S
b,0.18045,0.01786,u,c,v,0.05123,t,t,0.07463,t,g,0.156,0,S
b,0.1003,0.25,u,c,v,0.05702,t,t,0.04478,f,g,0.1,0.01391,S
b,0.297,0.14286,u,x,v,0.17544,t,t,0.04478,t,g,0.145,0.02279,S
b,0.3797,0.17857,u,cc,v,0.12281,t,t,0.14925,t,g,0,0,S
a,0.75684,0.00589,u,ff,ff,0,t,t,0.01493,f,g,0.116,0.001,S
b,0.21805,0.18304,u,x,v,0.16667,t,t,0.02985,f,g,0.21,0.00007,S
a,0.22556,0.13393,u,c,v,0.03807,t,t,0.01493,t,g,0.1855,0,S
b,0.26436,0.69643,u,c,v,0.24561,t,t,0.23881,f,g,0,0.05,S
a,0.07774,0.32143,u,aa,v,0.02632,t,t,0.02985,f,g,0.044,0.00591,S
a,0.16541,0.10714,u,q,h,0.06439,t,t,0.28358,f,g,0,0.005,S
a,0.25444,0.42857,u,c,v,0.07018,t,t,0.01493,f,g,0.11,0.00019,S
b,0.10902,0.17107,y,w,v,0.07895,t,t,0.01493,t,g,0.04,0.003,S
b,0,0.14286,y,w,v,0.0614,t,t,0.02985,t,g,0.06,0.01,S
a,0.48496,0.14286,u,j,j,0,t,f,0,f,g,0.05,0.0096,S
a,0.45985,0,u,c,v,0.08772,t,f,0,f,g,0,0,S
b,0.09774,0.35571,u,e,dd,0,t,f,0,f,g,0,0,S
b,0.13414,0.09071,y,c,h,0.0907,t,f,0,f,g,0,0,S
b,0.297,0.375,u,x,v,0.22807,t,f,0,f,g,0,0,S
a,0.70932,0.17857,u,aa,v,0.14035,t,t,0.0597,f,g,0,0.00099,S
b,0.03504,0.02679,u,c,v,0.0614,t,t,0.07463,t,g,0.176,0.0069,S
a,0.21684,0.01339,u,q,v,0.02053,t,t,0.0597,f,g,0.04,0,S
b,0.38226,0.06107,u,x,v,0.00439,t,t,0.07463,t,g,0.24,0,S
b,0.1003,0.26786,u,k,v,0.05263,t,t,0.01493,f,g,0.08,0.00234,S
a,0.24436,0.18893,u,e,dd,0.07895,t,t,0.07463,t,g,0.0495,0.005,S
b,0.13654,0.10714,u,m,v,0.04526,t,t,0.01493,f,g,0.13,0.008,S
a,0.13158,0.30357,u,q,v,0.0614,t,t,0.14925,f,g,0.04,0.0099,N
a,0.22301,0.05946,u,q,v,0.08474,t,f,0,t,g,0.22,0,N
b,0.47248,0.05357,u,c,v,0.08772,t,f,0,t,g,0.07,0,N
b,0.4185,0.0625,u,k,v,0.00737,t,f,0,f,g,0.08,0,N
a,0.65158,0.01196,u,i,bb,0.03509,t,f,0,t,g,0.126,0.02197,N
a,0.63158,0.25286,u,k,h,0.23684,t,t,0.04478,t,g,0.05,0.0005,N
b,0.44361,0.90036,u,q,h,0.00737,t,t,0.01493,f,g,0.38,0.0009,N
a,0.17414,0.07446,u,c,h,0.09649,t,f,0,t,g,0.18,0.00001,N
a,0.16286,0.02393,u,aa,h,0.0614,t,f,0,f,g,0.2,0,N
b,0.44241,0.08036,u,i,bb,0.02632,t,f,0,f,g,0.28,0,N
b,0.40857,0.02982,u,ff,ff,0,t,f,0,f,g,0.065,0.00001,N
b,0.27188,0.08929,u,aa,v,0.26316,t,f,0,t,g,0.2615,0,N
a,0.30331,0.05661,y,ff,ff,0,t,f,0,f,g,0.16,0,N
a,0.16797,0.04464,u,ff,ff,0,t,f,0,f,g,0.04,0,N
b,0.32331,0.11304,u,x,h,0.13158,t,f,0,t,g,0.34,0,N
b,0.30827,0.0625,u,w,bb,0.00877,t,f,0,t,g,0.0815,0,N
b,1,0.19643,u,c,v,0.01895,t,f,0,f,g,0,0.0034,N
b,0.08526,0.05357,y,cc,v,0.07018,t,f,0,t,g,0.05,0.0002,N
b,0.43609,0.10714,u,i,bb,0.03509,t,f,0,f,g,0,0.002,N
b,0.08902,0.35714,y,k,h,0.0293,t,f,0,t,g,0.07,0,N
b,0.33955,0.13536,u,w,v,0.04088,t,f,0,t,g,0.1,0,N
b,0.24556,0.03714,y,i,bb,0.01754,t,t,0.14925,t,g,0.066,0.00028,N
b,0.45865,0.39286,y,d,v,0.05263,t,f,0,f,s,0,0,N
b,0.14782,0.01643,y,w,v,0.09211,t,t,0.08955,t,g,0.104,0.00347,N
b,0.15293,0.05357,u,d,h,0.06579,t,t,0.08955,f,g,0.1,0.00327,S
b,0.29203,0.03571,u,x,v,0.02632,t,t,0.10448,t,g,0.17,0.04071,S
b,0.52,0.42857,u,m,v,0.5614,t,f,0,f,s,0.055,0,S
b,0.94737,0.79607,u,e,z,0.44737,t,t,0.01493,t,g,0,0.00109,S
b,0.56511,0.35714,u,i,bb,0,t,t,0.16418,f,g,0,0.01249,S
b,0.31579,0.53571,u,r,n,0.1886,t,t,0.13433,t,g,0,0.00134,S
b,0.37338,0.11911,u,w,v,0.14035,t,t,0.20896,f,g,0.1915,0.01344,S
a,0.13038,0.40179,y,x,h,0.02632,t,t,0.0597,f,g,0,0.00321,S
b,0.42361,0.015,u,c,h,0.00737,t,t,0.08955,f,g,0.11,0.00948,S
b,0.23805,0.16071,u,w,v,0.26316,t,t,0.02985,t,g,0.165,0,S
a,0.27699,0.05214,u,w,v,0.03807,t,t,0.23881,f,g,0.06,0.02079,S
b,0.56647,0.00143,u,x,h,0.0014,t,f,0,f,g,0,0.03,S
a,0.13654,0.08179,u,q,h,0.08035,t,t,0.10448,t,g,0.07,0.02384,S
a,0.16917,0.44036,u,cc,h,0.12281,t,t,0.08955,f,g,0.2,0.00458,S
b,0.19549,0.04018,u,x,h,0.04386,t,f,0,f,g,0,0.05298,S
b,0.14406,0.05357,u,c,h,0.04965,t,f,0,f,g,0.211,0.002,S
b,0.16045,0.44054,u,q,h,0.05561,t,f,0,t,g,0.06,0,S
b,0.42737,0.18,u,q,h,0.44737,t,f,0,t,g,0.046,0,S
a,0.10647,0.10714,u,aa,v,0.0014,t,f,0,f,g,0.05,0,S
b,0.1403,0.41071,u,w,h,0.07456,t,t,0.16418,t,g,0.145,0.00284,S
a,0.17173,0.10268,u,x,h,0.0307,t,f,0,f,g,0.18,0,S
b,0.44105,0.01339,y,c,v,0.01316,t,t,0.1194,t,g,0.15,0.00162,S
a,0.33083,0.03268,u,aa,v,0.02632,t,t,0.0597,f,g,0,0.01583,S
b,0.68797,0.09821,u,w,v,0.0614,t,t,0.07463,t,g,0.03,0.00058,S
b,0.10902,0.10714,y,d,v,0.03807,t,t,0.1194,t,g,0.08,0.00001,S
b,0.12286,0.01929,y,x,v,0.0014,t,t,0.01493,t,g,0.42,0.00059,S
a,0.77323,0.5,u,ff,ff,0,t,t,0.16418,t,g,0,0.014,S
a,0.09895,0.35714,u,c,h,0.03509,t,t,0.0597,f,g,0.025,0.01465,S
b,0.2782,0.00589,y,c,h,0.11404,t,t,0.01493,t,g,0.216,0.08,S
b,0.24692,0.01786,u,c,v,0.0614,t,t,0.16418,f,g,0.016,0.0054,S
b,0.17173,0.21429,u,c,v,0.03509,t,t,0.04478,f,g,0,0,S
b,0.38226,0.05804,u,c,v,0.05263,t,t,0.14925,f,g,0.093,0.047,S
b,0.3809,0.21429,u,m,v,0.04526,t,t,0.07463,t,g,0.054,0.01097,S
b,0.26947,0.02964,u,x,v,0.04684,t,t,0.1194,t,g,0.1515,0.0329,S
b,0.40977,0.00143,u,e,v,0.0014,f,t,0.01493,f,s,0.28,0,S
b,0.52256,0.15179,u,m,v,0.00439,t,f,0,t,g,0.1125,0,S
b,0.28451,0.32143,y,w,h,0.18421,t,f,0,t,g,0.077,0,S
a,0.21549,0.53571,y,e,z,0,t,f,0,f,g,0,0.13212,S
b,0.89729,0.63393,u,ff,ff,0,t,f,0,t,g,0,0,S
b,0.75684,0.71429,u,x,h,0.61404,t,t,0.13433,t,g,0,0.01,S
b,0.56887,0.53571,u,c,v,0.29825,t,t,0.13433,f,g,0,0,S
b,0.19429,0.0625,y,c,v,0.03509,t,t,0.07463,t,g,0.08,0.05777,S
b,0.17414,0.02071,u,c,v,0.01018,t,t,0.10448,t,g,0.048,0.05124,S
b,0.24692,0.23214,u,cc,v,0.10965,t,t,0.1194,f,g,0.165,0.012,S
b,0.19925,0.02679,u,c,h,0.14912,t,t,0.04478,t,g,0.156,0.0015,S
b,0.14165,0,u,c,v,0,f,f,0,f,p,0.0806,0,S
b,0.30707,0.1875,u,w,v,0.00298,f,f,0,t,g,0.145,0.00006,S
b,0.37474,0.0075,u,k,v,0.00298,t,f,0,t,g,0.14,0,S
b,0.18045,0.02679,u,c,bb,0.00877,t,f,0,f,g,0.1745,0.00023,S
a,0.48617,0.10714,u,c,v,0.08333,t,t,0.1194,t,g,0.198,0.04159,S
a,0.11654,0.21429,u,aa,v,0.08772,t,t,0.04478,f,g,0.04,0.00918,S
b,0.09519,0.00446,u,q,v,0.03509,f,t,0.01493,f,g,0.12,0.00768,S
b,0.1015,0.08625,u,c,v,0.07018,t,t,0.16418,t,g,0.1,0.03,S
a,0.23684,0.01643,u,k,v,0.01895,t,t,0.0597,f,g,0.19,0.005,S
b,0.42857,0.0625,y,c,v,0,f,f,0,t,g,0.075,0.00001,N
b,0.2418,0.04464,y,k,v,0.00877,f,f,0,f,g,0.112,0,N
b,0.09519,0.00893,u,q,v,0.00439,f,f,0,f,g,0.1,0,N
b,0.14541,0.02089,u,c,h,0.00298,t,f,0,f,g,0.09,0,N
a,0.23805,0.0625,y,k,v,0.04386,f,f,0,t,g,0.14,0,N
b,0.03639,0.00143,u,c,v,0.0014,f,f,0,f,g,0,0,S
b,0.2794,0.125,u,k,v,0.01754,f,f,0,t,g,0.116,0,N
b,0.22977,0.00143,y,d,v,0.14912,f,f,0,t,g,0.23,0,N
b,0.51248,0.14875,u,x,bb,0.00298,f,f,0,t,g,0.26,0,N
b,0.09398,0.04464,y,k,v,0.00439,f,f,0,f,g,0.07,0.00004,N
b,0.20797,0.11607,y,q,h,0.17842,f,t,0.02985,t,g,0.1845,0.00001,N
b,0.12406,0.02821,u,w,v,0.01018,f,t,0.01493,f,g,0.21,0.00283,N
b,0.08391,0.38982,u,c,bb,0.02053,f,t,0.02985,t,g,0.1,0.00007,N
a,0.36962,0.15768,u,c,v,0.00439,f,f,0,f,g,0.08,0,N
b,0.23564,0.04464,u,c,h,0.00877,f,t,0.02985,t,g,0.2,0.00108,N
b,0.13414,0.02679,u,i,v,0.05561,f,t,0.01493,t,g,0.2,0.00009,N
b,0.2782,0.5,y,ff,ff,0,f,t,0.02985,f,g,0.08,0.00001,N
b,0.23805,0.16964,u,m,v,0.07018,f,t,0.01493,t,g,0.23,0.00068,N
b,0.07023,0.37196,y,aa,v,0.00439,t,f,0,f,g,0.06,0.00375,N
b,0.12662,0.08036,u,i,v,0.00439,f,f,0,f,g,0.08,0.0001,N
b,0.13414,0.00589,u,c,j,0.07895,f,f,0,t,s,0,0,S
a,0.17789,0,u,c,v,0,f,f,0,f,p,0.0806,0,S
b,0.07639,0,u,q,v,0.02333,f,f,0,f,g,0.08,0.00001,N
b,0.11774,0.02821,y,cc,v,0.02333,f,f,0,f,g,0.08,0,N
