@relation 'Statlog German Credit Data.arff'

@attribute att01 {A11,A12,A13,A14}
@attribute att11 numeric
@attribute att21 {A30,A31,A32,A33,A34}
@attribute att31 {A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A410}
@attribute att41 numeric
@attribute att51 {A61,A62,A63,A64,A65}
@attribute att61 {A71,A72,A73,A74,A75}
@attribute att71 numeric
@attribute att81 {A91,A92,A93,A94,A95}
@attribute att91 {A101,A102,A103}
@attribute att101 numeric
@attribute att111 {A121,A122,A123,A124}
@attribute att121 numeric
@attribute att131 {A141,A142,A143}
@attribute att141 {A151,A152,A153}
@attribute att151 numeric
@attribute att161 {A171,A172,A173,A174}
@attribute att171 numeric
@attribute att181 {A191,A192}
@attribute att191 {A201,A202}
@attribute class {1,2}

@data
A12,0.07353,A34,A46,0.06883,A61,A75,0.33333,A92,A101,0.66667,A123,0.26786,A143,A152,0.33333,A174,0,A192,A201,2
A14,0.02941,A34,A43,0.06229,A61,A73,0,A92,A101,0,A123,0.16071,A143,A152,0.33333,A173,0,A192,A201,1
A12,0.11765,A32,A42,0.03857,A62,A72,1,A92,A101,1,A123,0.14286,A141,A151,1,A173,0,A191,A201,2
A12,0.29412,A32,A41,0.13811,A65,A75,1,A93,A101,1,A124,0.30357,A141,A153,0,A173,0,A192,A201,1
A12,0.20588,A33,A42,0.22268,A61,A75,1,A91,A101,0.66667,A124,0.375,A143,A152,0,A174,0,A192,A201,2
A14,0.07353,A34,A46,0.03775,A63,A75,1,A93,A101,0.33333,A123,0.58929,A143,A152,0.33333,A173,0,A192,A201,1
A11,0.11765,A32,A40,0.05051,A61,A73,1,A94,A101,0.66667,A121,0.14286,A143,A152,0,A172,0,A191,A201,1
A14,0.33824,A33,A49,0.2678,A61,A74,0.66667,A93,A101,1,A123,0.125,A143,A152,0.33333,A173,0,A191,A201,1
A11,0.11765,A32,A48,0.03588,A61,A74,1,A94,A101,1,A122,0.03571,A143,A151,0,A173,0,A191,A201,2
A14,0.11765,A34,A40,0.0685,A61,A75,1,A93,A101,0,A121,0.33929,A143,A152,0.33333,A172,1,A191,A201,1
A11,0.38235,A34,A41,0.57076,A61,A75,0.66667,A93,A101,1,A124,0.33929,A143,A153,0.66667,A174,1,A192,A201,1
A14,0.11765,A34,A42,0.09271,A61,A75,1,A93,A101,1,A121,0.42857,A143,A152,0.66667,A173,0,A192,A201,1
A12,0.11765,A34,A44,0.0646,A61,A74,1,A93,A101,0.66667,A122,0.125,A143,A152,0,A173,0,A191,A201,1
A11,0.29412,A32,A49,0.34764,A61,A73,0.33333,A94,A101,0.33333,A123,0.03571,A142,A152,0,A172,0,A191,A201,1
A14,0.11765,A32,A41,0.06399,A64,A74,0.66667,A93,A101,0.33333,A122,0.64286,A143,A152,0,A173,0,A191,A202,1
A14,0.07353,A34,A43,0.15539,A65,A73,0,A93,A101,0.33333,A121,0.25,A143,A152,0.33333,A173,1,A191,A201,1
A14,0.47059,A32,A43,0.19726,A65,A75,0.33333,A92,A101,1,A121,0.46429,A143,A152,0,A172,0,A192,A201,1
A11,0.33824,A30,A49,0.27748,A61,A71,0.33333,A93,A101,1,A122,0.55357,A142,A152,0.33333,A173,0,A192,A201,2
A13,0.38235,A33,A49,0.09123,A61,A75,1,A93,A101,1,A121,0.83929,A143,A152,0,A174,0,A192,A201,2
A14,0.47059,A34,A43,0.17013,A65,A75,1,A93,A101,0.33333,A123,0.57143,A143,A152,0,A173,0,A192,A201,1
A12,0.02941,A34,A48,0.03753,A65,A74,0,A92,A101,0.66667,A122,0.35714,A143,A152,0.33333,A172,0,A191,A201,1
A11,0.20588,A30,A49,0.15704,A61,A74,0.66667,A93,A101,0,A122,0.21429,A141,A152,0,A173,0,A192,A201,1
A13,0.47059,A32,A43,0.20155,A61,A73,0.33333,A93,A101,0.33333,A121,0.07143,A143,A152,0,A173,0,A192,A201,1
A11,0.29412,A32,A42,0.15247,A61,A73,0.33333,A91,A101,0.33333,A121,0.08929,A143,A151,0,A172,0,A191,A201,1
A14,0.08824,A32,A40,0.0613,A61,A73,0.33333,A92,A101,1,A123,0.80357,A143,A152,0,A173,0,A192,A201,1
A12,0.11765,A32,A43,0.02063,A61,A72,1,A94,A103,0,A121,0.125,A141,A152,0,A172,0,A191,A201,1
A11,0.11765,A32,A46,0.05227,A65,A73,1,A92,A101,1,A122,0.07143,A141,A151,0,A173,0,A192,A201,1
A14,0.11765,A32,A43,0.02515,A61,A73,1,A93,A101,0.33333,A121,0.19643,A141,A152,0.33333,A173,0,A191,A201,1
A14,0.29412,A33,A49,0.1501,A65,A73,1,A93,A101,1,A121,0.23214,A143,A152,0.33333,A173,1,A192,A201,1
A14,0.16176,A32,A41,0.24249,A61,A73,0.66667,A93,A101,0.33333,A123,0.19643,A143,A152,0,A173,0,A192,A201,1
A14,0.47059,A30,A45,0.13002,A61,A73,1,A93,A101,0.33333,A123,0.14286,A143,A152,0.33333,A173,0,A191,A201,1
A12,0.64706,A32,A43,0.58936,A64,A74,0,A93,A102,0.33333,A124,0.14286,A141,A152,0.33333,A173,0,A192,A201,2
A11,0.11765,A32,A42,0.41901,A61,A75,1,A93,A101,1,A124,0.60714,A143,A153,0,A174,0,A192,A201,2
A14,0.07353,A32,A43,0.06757,A61,A74,1,A93,A101,0.33333,A123,0.05357,A143,A152,0,A173,0,A191,A201,2
A11,0.29412,A32,A42,0.15951,A61,A72,1,A93,A101,0,A124,0.05357,A141,A153,0,A173,0,A191,A201,1
A13,0.47059,A32,A43,0.21789,A61,A73,1,A93,A101,0.33333,A123,0.125,A143,A152,0,A173,0,A191,A201,2
A14,0.07353,A32,A40,0.12419,A63,A75,0.33333,A93,A101,1,A124,0.57143,A143,A153,0,A172,0,A191,A201,1
A14,0.11765,A32,A43,0.10405,A62,A74,0.66667,A93,A101,0,A124,0.28571,A143,A152,0,A173,0,A191,A201,1
A12,0.20588,A32,A43,0.03389,A61,A73,1,A94,A103,0.33333,A121,0.10714,A143,A152,0,A172,0,A191,A201,1
A14,0,A34,A43,0.0712,A61,A74,0.33333,A93,A101,0,A121,0.41071,A143,A152,0.66667,A172,1,A191,A201,1
A11,0.29412,A32,A43,0.08655,A61,A71,1,A93,A101,0.33333,A123,0.19643,A142,A152,0,A174,1,A191,A201,2
A12,0.02941,A32,A40,0.78711,A65,A71,0,A93,A101,0.33333,A122,0.07143,A143,A152,0,A171,0,A192,A201,2
A12,0.25,A32,A49,0.13849,A62,A75,1,A91,A101,0.33333,A123,0.75,A141,A151,0.33333,A172,0,A191,A201,2
A14,0.11765,A34,A43,0.05728,A61,A73,1,A92,A101,0.33333,A122,0.28571,A143,A152,0.33333,A173,0,A191,A201,1
A11,0.38235,A32,A43,0.12501,A61,A75,0,A93,A103,0.66667,A122,0.35714,A143,A152,0,A173,1,A191,A201,1
A11,0.29412,A32,A40,0.03659,A65,A75,1,A92,A101,0.33333,A123,0.17857,A141,A152,0,A173,0,A191,A201,2
A14,0.02941,A32,A43,0.07401,A61,A74,0.66667,A93,A101,0.33333,A122,0.57143,A143,A152,0,A173,1,A191,A201,1
A11,0.64706,A30,A41,0.23963,A61,A75,0.66667,A93,A101,1,A124,0.08929,A143,A153,0.33333,A173,1,A191,A201,2
A14,0.11765,A34,A49,0.05145,A61,A73,0.66667,A92,A101,0.33333,A121,0.14286,A143,A152,0.33333,A173,0,A191,A201,1
A14,0.11765,A31,A48,0.17591,A63,A73,1,A92,A101,0.66667,A121,0.28571,A143,A152,0,A172,1,A191,A201,1
A14,0.29412,A32,A49,0.05546,A61,A74,1,A93,A101,0,A121,0.10714,A143,A152,0,A173,0,A192,A201,1
A14,0.11765,A34,A43,0.0257,A61,A75,1,A93,A101,1,A121,0.58929,A143,A152,0.66667,A173,0,A191,A201,1
A14,0.02941,A30,A40,0.05249,A62,A73,1,A93,A101,0,A124,0.28571,A141,A151,0,A173,0,A191,A202,1
A13,0.29412,A32,A42,0.09216,A61,A73,0.33333,A93,A101,0.33333,A121,0.125,A143,A152,0,A173,0,A191,A201,1
A14,0.20588,A32,A43,0.01007,A61,A71,0.66667,A92,A102,1,A121,0.05357,A143,A151,0,A173,0,A191,A201,2
A11,0.02941,A34,A40,0.02289,A64,A74,0.66667,A92,A101,1,A121,0.35714,A143,A152,0.33333,A172,0,A192,A201,1
A13,0.11765,A32,A42,0.1101,A61,A73,0,A92,A101,0.33333,A123,0.48214,A143,A152,0,A172,0,A191,A201,1
A12,0.38235,A32,A40,0.10454,A61,A73,1,A92,A103,0.33333,A124,0.08929,A141,A152,0,A173,0,A191,A201,2
A14,0.29412,A33,A42,0.21465,A62,A73,0.33333,A93,A101,0.66667,A122,0.28571,A143,A152,0.33333,A173,0,A191,A201,1
A12,0.07353,A32,A42,0.09794,A65,A74,0.33333,A93,A101,0,A123,0.08929,A143,A152,0,A173,0,A192,A201,1
A12,0.82353,A33,A43,0.39441,A65,A73,0,A93,A101,0,A121,0.14286,A143,A152,0,A172,0,A191,A201,1
A14,0.29412,A34,A43,0.13393,A61,A73,1,A93,A101,0.33333,A121,0.28571,A143,A152,0.33333,A172,0,A191,A201,1
A11,0.11765,A31,A43,0.10449,A61,A73,1,A91,A101,0,A124,0.17857,A143,A153,0,A173,0,A191,A201,2
A14,0.16176,A32,A41,0.19599,A62,A72,0,A92,A101,1,A123,0.07143,A143,A152,0,A173,0,A192,A201,1
A14,0.10294,A34,A43,0.04974,A62,A71,1,A92,A101,1,A121,0.67857,A143,A152,0.66667,A172,0,A191,A201,1
A11,0.11765,A32,A42,0.07742,A61,A73,0.33333,A93,A101,0.33333,A121,0.14286,A143,A152,0,A173,0,A191,A201,1
A11,0.29412,A32,A43,0.07445,A61,A75,1,A92,A101,1,A123,0.64286,A143,A152,0,A173,0,A191,A201,1
A11,0.20588,A34,A40,0.27798,A61,A75,0.33333,A93,A101,1,A124,0.30357,A143,A153,0.66667,A174,0,A192,A201,1
A14,0.11765,A34,A46,0.13745,A61,A75,0.33333,A92,A101,1,A124,0.67857,A141,A153,0.66667,A172,0,A191,A201,1
A14,0.08824,A34,A40,0.05398,A61,A75,0.66667,A93,A101,1,A121,0.23214,A143,A152,0.33333,A172,1,A191,A202,1
A12,0.16176,A32,A43,0.03037,A61,A75,1,A93,A101,0.66667,A123,0.32143,A143,A152,0,A173,1,A191,A201,2
A14,0.47059,A34,A49,0.33311,A65,A75,1,A93,A101,1,A121,0.30357,A143,A152,0.33333,A173,0,A191,A201,1
A14,0.29412,A32,A43,0.0706,A61,A72,1,A92,A101,0.66667,A123,0.33929,A142,A152,0,A173,0,A192,A201,1
A11,0.14706,A32,A40,0.48025,A61,A75,0,A91,A101,1,A122,0.46429,A143,A152,0,A174,0,A192,A202,2
A14,0.29412,A32,A43,0.04121,A65,A75,1,A93,A101,0.33333,A123,0.10714,A143,A152,0.33333,A173,0,A191,A201,1
A14,0.20588,A32,A40,0.13272,A65,A74,1,A93,A101,0.66667,A122,0.23214,A143,A152,0,A173,0,A191,A202,1
A14,0.11765,A34,A42,0.06339,A63,A74,0.66667,A92,A101,1,A123,0.32143,A143,A151,0,A173,0,A192,A201,1
A12,0.64706,A31,A40,0.65583,A65,A71,1,A93,A102,1,A124,0.30357,A143,A153,0,A174,0,A192,A201,1
A12,0.64706,A32,A43,0.15462,A61,A74,1,A93,A101,1,A121,0.16071,A143,A152,0.33333,A173,0,A191,A201,2
A11,0.38235,A32,A45,0.64642,A61,A72,0,A91,A101,0,A124,0.26786,A143,A152,0,A172,0,A192,A201,2
A14,0.07353,A32,A43,0.13464,A61,A73,0,A93,A101,0.33333,A121,0.23214,A143,A152,0,A173,1,A191,A201,1
A14,0.20588,A34,A43,0.11852,A61,A73,0.33333,A92,A101,0.33333,A123,0.125,A143,A152,0.33333,A173,0,A191,A201,1
A11,0.11765,A32,A42,0.05568,A65,A75,0.33333,A91,A101,1,A122,0.53571,A143,A152,0,A172,0,A192,A201,1
A14,0.02941,A32,A42,0.23996,A61,A72,0,A92,A101,1,A122,0.23214,A143,A152,0,A173,0,A191,A201,2
A14,0.29412,A32,A43,0.09084,A62,A73,1,A93,A101,1,A123,0.17857,A143,A151,0,A174,0,A192,A201,1
A14,0.16176,A34,A41,0.17156,A64,A75,0.66667,A93,A101,1,A124,0.07143,A143,A151,0.33333,A173,0,A192,A201,1
A14,0.11765,A32,A42,0.07285,A61,A73,1,A93,A101,0.33333,A121,0.55357,A143,A152,0,A173,0,A191,A201,1
A13,0.20588,A31,A43,0.06575,A65,A74,1,A93,A101,1,A123,0.53571,A141,A152,0,A172,0,A191,A201,1
A14,0.16176,A34,A42,0.06988,A65,A75,1,A93,A101,1,A122,0.78571,A143,A152,0,A173,0,A191,A201,1
A12,0.29412,A34,A40,0.19963,A62,A72,1,A91,A101,0.33333,A123,0.32143,A143,A152,0,A173,0,A192,A201,1
A11,0.63235,A32,A40,0.57621,A61,A72,0,A92,A101,0,A121,0.28571,A143,A152,0,A172,0,A192,A201,1
A11,0.64706,A32,A41,0.2497,A61,A74,1,A93,A101,0.66667,A122,0.125,A143,A152,0,A173,1,A191,A201,1
A12,0.64706,A33,A410,0.40343,A62,A71,0.33333,A93,A101,1,A124,0.21429,A143,A153,0,A174,0,A192,A201,1
A12,0.11765,A32,A43,0.04633,A61,A73,1,A92,A103,1,A121,0.53571,A143,A152,0.33333,A173,0,A192,A201,1
A11,0.29412,A33,A43,0.04259,A61,A72,1,A94,A101,1,A121,0.51786,A142,A152,0,A173,0,A191,A201,2
A14,0.11765,A32,A49,0.04545,A61,A73,0.33333,A94,A101,0.33333,A121,0.125,A143,A152,0,A173,0,A192,A202,1
A12,0.47059,A32,A41,0.50336,A61,A72,0,A94,A101,1,A123,0.16071,A143,A151,0,A174,0,A192,A201,2
A11,0.29412,A34,A41,0.33944,A61,A75,0.33333,A92,A101,1,A124,0.44643,A143,A153,0.33333,A174,1,A192,A201,1
A13,0.55882,A34,A41,0.25014,A61,A75,1,A93,A101,1,A124,0.66071,A143,A153,0,A173,0,A191,A201,1
A14,0.64706,A34,A49,0.40602,A65,A75,1,A91,A101,0.33333,A123,0.48214,A141,A152,0.33333,A174,1,A191,A201,1
A12,0.64706,A32,A42,0.53428,A61,A72,0,A92,A101,0.33333,A123,0.125,A143,A152,0,A173,0,A192,A201,2
A14,0.11765,A32,A41,0.24348,A65,A72,0,A92,A101,1,A123,0.01786,A143,A151,0,A173,0,A191,A201,1
A14,0.08824,A32,A40,0.05706,A65,A75,1,A93,A102,0.33333,A122,0.46429,A143,A152,0,A172,0,A191,A202,1
A14,0.20588,A32,A42,0.12463,A61,A73,0.66667,A93,A101,1,A121,0.42857,A143,A152,0,A173,0,A192,A201,1
A12,0.25,A34,A42,0.13728,A64,A74,0.66667,A93,A101,0.33333,A123,0.23214,A143,A152,0.33333,A173,0,A192,A201,1
A14,0.02941,A32,A40,0.02322,A61,A71,0,A92,A101,1,A121,0.625,A143,A152,0,A171,0,A192,A201,1
A12,0.47059,A30,A43,0.19555,A61,A73,1,A92,A101,0,A123,0.41071,A143,A152,0,A173,0,A192,A201,2
A13,0.29412,A34,A40,0.0602,A65,A74,1,A93,A101,0.33333,A121,0.32143,A141,A152,0.33333,A172,1,A191,A201,2
A11,0.08824,A34,A40,0.04336,A61,A74,1,A93,A102,0.66667,A122,0.53571,A143,A152,0.33333,A173,0,A192,A201,1
A14,0.64706,A34,A40,0.54347,A63,A73,0.33333,A93,A101,0.33333,A124,0.44643,A141,A153,0,A173,0,A191,A201,2
A14,0.02941,A32,A42,0.07115,A64,A73,1,A91,A101,0.33333,A121,0.25,A143,A152,0,A173,0,A191,A201,1
A14,0.38235,A32,A41,0.25096,A65,A74,0.33333,A92,A101,1,A122,0.08929,A142,A151,0,A172,0,A191,A201,1
A11,0.11765,A32,A43,0.02625,A62,A72,1,A94,A101,0.66667,A124,0.25,A143,A152,0,A172,0,A192,A201,2
A12,0.05882,A32,A42,0.05431,A61,A73,0.66667,A92,A101,1,A121,0.08929,A143,A152,0,A173,0,A191,A201,2
A12,0.07353,A32,A40,0.00143,A61,A73,1,A94,A101,1,A121,0.05357,A143,A151,0,A172,0,A191,A201,1
A12,0.64706,A32,A410,0.28233,A65,A71,0.66667,A93,A101,1,A124,0.375,A141,A153,0,A171,0,A192,A201,1
A14,0.29412,A32,A42,0.28948,A62,A73,1,A93,A101,0,A123,0.10714,A142,A152,0,A173,0,A191,A201,1
A13,0.29412,A32,A42,0.19253,A61,A72,0.33333,A92,A101,1,A123,0.125,A143,A152,0,A173,0,A191,A201,1
A12,0.11765,A32,A40,0.02394,A61,A74,0.33333,A94,A101,0.66667,A123,0.10714,A141,A152,0,A172,0,A191,A201,2
A13,0,A32,A40,0.06845,A65,A72,0,A93,A101,0.33333,A121,0.17857,A143,A152,0,A172,1,A191,A202,1
A11,0.47059,A31,A42,0.13734,A61,A75,1,A93,A101,1,A123,0.21429,A141,A152,0,A173,0,A191,A201,2
A11,0.11765,A32,A42,0.0252,A61,A73,0.33333,A93,A103,0.66667,A122,0.33929,A143,A152,0,A172,1,A191,A201,1
A12,0.29412,A32,A42,0.22565,A65,A73,0,A92,A101,1,A122,0.51786,A143,A152,0,A172,0,A192,A201,1
A14,0.11765,A34,A46,0.02482,A61,A73,1,A93,A101,0.33333,A123,0.23214,A143,A152,0.33333,A173,0,A191,A201,1
A11,0.16176,A33,A42,0.1867,A61,A75,0,A92,A101,1,A122,0.14286,A143,A152,0.33333,A172,0,A191,A201,1
A12,0.38235,A34,A40,0.22004,A61,A71,1,A94,A101,0.33333,A123,0.16071,A143,A152,0.33333,A174,0,A191,A201,2
A11,0.29412,A32,A43,0.09288,A61,A72,1,A91,A101,0.66667,A122,0.23214,A143,A152,0,A173,0,A191,A201,2
A11,0.29412,A32,A41,0.14636,A61,A74,0.33333,A93,A101,0,A124,0.26786,A143,A153,0,A174,0,A192,A201,1
A11,0.20588,A32,A42,0.13255,A64,A73,1,A93,A101,0.33333,A123,0.16071,A143,A152,0,A173,0,A191,A201,1
A14,0.20588,A34,A40,0.04281,A61,A73,1,A92,A101,0.66667,A121,0.30357,A143,A152,0.33333,A173,0,A191,A201,1
A11,0.05882,A34,A40,0.17321,A61,A74,0,A93,A101,1,A121,0.35714,A143,A152,0.33333,A172,0,A191,A202,1
A14,0.11765,A34,A42,0.30544,A65,A75,0.33333,A93,A101,1,A122,0.53571,A143,A151,0,A173,0,A192,A201,1
A14,0.29412,A32,A40,0.07016,A64,A74,1,A92,A101,0.66667,A123,0.26786,A143,A152,0,A173,1,A192,A201,1
A13,0.47059,A32,A43,0.23236,A61,A75,1,A93,A101,0.33333,A123,0.21429,A143,A152,0,A173,0,A191,A201,1
A12,0.02941,A32,A43,0.04501,A61,A75,1,A93,A101,1,A123,0.16071,A143,A152,0,A173,1,A191,A201,1
A11,0.29412,A34,A41,0.35023,A61,A71,0.33333,A93,A101,1,A124,1,A143,A153,0.33333,A174,0,A192,A201,1
A14,0.20588,A34,A46,0.08881,A62,A73,1,A92,A101,0.33333,A121,0.19643,A143,A152,0.33333,A173,0,A191,A201,2
A12,0.82353,A32,A40,0.39386,A62,A72,1,A92,A101,0.33333,A122,0.08929,A143,A152,0,A174,0,A191,A201,2
A14,0.64706,A34,A41,0.62397,A62,A73,0.33333,A92,A101,1,A123,0.08929,A141,A151,0.33333,A172,0,A191,A201,2
A11,0.29412,A30,A42,0.21239,A61,A75,0.66667,A93,A101,1,A124,0.07143,A141,A151,0.33333,A173,1,A191,A201,2
A11,0.02941,A34,A42,0.17244,A61,A73,0,A91,A101,1,A121,0.44643,A143,A151,0,A174,0,A192,A201,2
A12,0.13235,A32,A43,0.10185,A61,A72,0.33333,A92,A103,1,A122,0.07143,A143,A152,0,A172,0,A191,A201,1
A11,0.16176,A32,A44,0.0564,A65,A73,1,A92,A101,0.33333,A123,0.08929,A143,A151,0,A173,0,A191,A201,2
A11,0.29412,A32,A42,0.21564,A61,A73,1,A93,A101,1,A122,0.16071,A143,A152,0,A173,0,A191,A201,1
A12,0.08824,A32,A42,0.06994,A61,A73,1,A91,A101,0.33333,A123,0.21429,A143,A152,0,A172,0,A191,A201,1
A12,0.29412,A34,A46,0.30224,A61,A72,0.33333,A92,A101,1,A124,0.08929,A143,A153,0.33333,A173,0,A192,A201,1
A11,0.25,A32,A42,0.18427,A61,A74,0,A92,A101,1,A123,0.125,A143,A151,0,A172,0,A191,A201,1
A12,0.20588,A32,A43,0.16304,A63,A72,0,A94,A101,0.66667,A121,0.10714,A143,A151,0,A173,0,A191,A201,1
A12,0.20588,A32,A49,0.23049,A61,A75,0,A93,A102,0,A121,0.25,A141,A152,0,A174,0,A192,A201,1
A13,0.08824,A32,A40,0.20353,A61,A72,0,A93,A103,0,A122,0.32143,A143,A152,0,A172,1,A191,A201,1
A14,0.16176,A34,A43,0.06652,A61,A73,1,A92,A101,0.33333,A123,0.42857,A143,A152,0,A172,0,A191,A201,1
A12,0.13235,A34,A43,0.03477,A61,A72,1,A93,A103,1,A121,0.07143,A143,A152,0.33333,A173,0,A191,A201,1
A12,0.29412,A32,A43,0.19302,A63,A71,0,A92,A101,1,A124,0.07143,A143,A151,0,A171,0,A191,A201,1
A14,0.02941,A33,A49,0.08215,A62,A73,0,A93,A101,0.33333,A121,0.26786,A143,A152,0.33333,A172,0,A191,A201,1
A12,0.07353,A34,A46,0.04875,A64,A75,1,A93,A101,0.66667,A124,0.23214,A143,A153,0.33333,A173,1,A191,A201,2
A14,0.07353,A32,A44,0.05425,A61,A72,0,A92,A101,1,A121,0.07143,A143,A151,0,A173,0,A192,A201,1
A12,0.07353,A32,A42,0.03901,A61,A73,0,A92,A101,0.33333,A123,0.17857,A143,A152,0,A173,0,A191,A202,2
A14,0.20588,A34,A41,0.16392,A65,A71,0.33333,A93,A101,1,A124,0.33929,A143,A152,0,A174,0,A192,A201,1
A11,0.11765,A30,A43,0.32734,A61,A73,1,A93,A101,0.33333,A122,0.16071,A143,A151,0.33333,A173,0,A192,A201,2
A14,0.08824,A32,A46,0.02625,A63,A75,1,A93,A101,1,A124,0.48214,A143,A153,0,A173,0,A192,A201,1
A12,0.29412,A32,A40,0.0548,A61,A72,1,A93,A101,0.33333,A121,0.07143,A142,A152,0,A172,0,A191,A201,2
A14,0.11765,A34,A43,0.1145,A65,A75,0,A93,A102,1,A121,0.53571,A143,A152,0,A173,0,A192,A201,1
A14,0.47059,A33,A43,0.23181,A61,A73,1,A93,A101,0.33333,A123,0.125,A143,A152,0.33333,A174,0,A192,A201,2
A14,0.11765,A32,A43,0.02894,A61,A73,1,A94,A101,0.33333,A121,0.16071,A143,A152,0,A173,0,A191,A201,1
A11,0.38235,A32,A42,0.11863,A61,A74,1,A92,A101,1,A121,0.07143,A143,A151,0,A173,0,A191,A201,2
A12,0.20588,A32,A46,0.05442,A65,A73,1,A93,A101,1,A124,0.75,A143,A153,0,A173,0,A191,A201,1
A13,0.11765,A32,A43,0.17327,A65,A75,0.33333,A93,A101,0.66667,A123,0.32143,A143,A152,0,A174,0,A191,A201,1
A13,0.11765,A33,A40,0.10988,A61,A73,0.33333,A92,A101,0.33333,A123,0.30357,A142,A152,0.33333,A173,0,A192,A201,1
A14,0.02941,A32,A42,0.08342,A61,A73,0,A94,A101,0.33333,A122,0.03571,A143,A151,0,A173,0,A191,A201,1
A11,0.20588,A32,A42,0.12232,A61,A71,1,A93,A101,0,A123,0.10714,A143,A152,0,A171,0,A191,A201,2
A14,0.11765,A32,A49,0.07109,A61,A74,0.33333,A93,A101,1,A123,0.30357,A143,A152,0,A173,0,A192,A201,1
A14,0.20588,A34,A41,0.19809,A61,A74,0.66667,A93,A101,0,A123,0.14286,A143,A152,0.33333,A173,0,A191,A201,1
A11,0.20588,A32,A42,0.18708,A61,A72,0,A92,A101,1,A123,0.05357,A143,A151,0,A173,0,A191,A201,1
A11,0.47059,A32,A42,0.17586,A61,A75,1,A93,A101,0.33333,A123,0.41071,A143,A152,0,A173,1,A191,A201,2
A12,0.20588,A32,A42,0.15137,A61,A74,0.33333,A92,A101,1,A121,0.375,A143,A151,0,A173,0,A191,A201,1
A14,0.47059,A32,A40,0.15566,A65,A73,1,A93,A101,1,A121,0.30357,A143,A152,0,A173,0,A191,A201,1
A14,0.20588,A34,A43,0.32024,A61,A75,0.66667,A93,A101,1,A123,0.25,A143,A152,0.33333,A173,0,A192,A201,1
A14,0.08824,A34,A42,0.10432,A61,A72,0,A92,A101,0.66667,A121,0.07143,A143,A151,0.33333,A173,0,A191,A201,1
A14,0.82353,A34,A40,0.74315,A65,A75,0.33333,A93,A101,1,A124,0.78571,A141,A153,0,A174,0,A192,A201,1
A12,0.82353,A31,A410,0.7996,A62,A75,0.66667,A92,A101,1,A124,0.73214,A141,A153,0.33333,A174,0,A192,A201,2
A11,0.64706,A31,A49,0.4091,A61,A74,0.33333,A92,A103,1,A123,0.32143,A143,A151,0,A173,0,A191,A201,2
A14,0.20588,A33,A43,0.1139,A61,A71,0.33333,A94,A101,0.66667,A121,0.26786,A143,A152,0.33333,A173,0,A191,A201,1
A14,0.04412,A33,A43,0.03279,A65,A75,0.66667,A93,A101,1,A124,0.30357,A143,A153,0,A173,0,A191,A201,1
A12,0.47059,A32,A40,0.77407,A61,A75,1,A93,A101,0.33333,A124,0.67857,A143,A153,0,A174,0,A192,A201,2
A14,0.02941,A34,A40,0.00616,A62,A73,1,A92,A101,1,A123,0.58929,A143,A152,0.33333,A172,0,A191,A201,1
A11,0.23529,A32,A42,0.10796,A65,A74,1,A93,A101,1,A123,0.35714,A143,A152,0,A173,0,A192,A201,1
A12,0.20588,A32,A41,0.70023,A61,A71,0.66667,A92,A101,1,A124,0.33929,A143,A153,0,A174,0,A192,A201,2
A14,0.26471,A32,A40,0.05684,A65,A74,1,A92,A101,1,A122,0.10714,A143,A151,0,A173,0,A191,A201,1
A13,0.11765,A32,A40,0.05943,A61,A72,1,A93,A101,0,A121,0.125,A143,A152,0,A173,0,A191,A201,1
A14,0.38235,A33,A49,0.22131,A62,A73,0.33333,A93,A101,0.33333,A122,0.125,A143,A152,0.33333,A172,0,A191,A201,1
A14,0.20588,A34,A43,0.10939,A61,A73,0.33333,A92,A101,0,A123,0.10714,A143,A152,0.33333,A173,0,A191,A201,1
A14,0.20588,A32,A43,0.0482,A65,A72,1,A92,A101,0.33333,A121,0.03571,A143,A151,0,A173,0,A192,A201,1
A12,0.20588,A34,A42,0.39199,A61,A71,1,A93,A101,1,A122,0.375,A142,A152,0.33333,A174,0,A192,A201,1
A12,0.16176,A34,A49,0.11423,A63,A73,0.33333,A93,A101,1,A123,0.14286,A141,A152,0,A173,0,A191,A201,1
A14,0.07353,A32,A49,0.06597,A61,A74,0.66667,A92,A101,0.33333,A123,0.14286,A143,A152,0.33333,A173,0,A191,A201,1
A14,0.20588,A32,A40,0.08639,A61,A73,0.33333,A94,A101,0.33333,A122,0.19643,A143,A152,0,A174,0,A192,A201,1
A12,0.11765,A32,A42,0.04033,A64,A72,0,A92,A101,1,A121,0,A143,A151,0,A172,0,A191,A201,1
A11,0.47059,A32,A40,0.16502,A61,A74,0.33333,A93,A101,1,A124,0.35714,A141,A153,0,A174,1,A192,A201,1
A11,0.02941,A34,A43,0.09393,A61,A74,0,A92,A101,1,A123,0.21429,A143,A152,0,A173,0,A191,A201,1
A14,0.07353,A34,A42,0.11863,A61,A71,0.33333,A93,A101,0.66667,A123,0.21429,A143,A152,0,A174,0,A191,A201,1
A12,0.51471,A33,A46,0.63332,A62,A74,0.33333,A93,A101,0.66667,A124,0.23214,A143,A151,0,A173,0,A192,A201,1
A11,0.11765,A32,A42,0.1281,A61,A71,0.66667,A92,A101,1,A124,0.64286,A143,A153,0,A174,0,A191,A201,1
