K	Fitness	Objective	Algorithm	Base	Cluster	AlgorithmParameters	Time(s)
7	0.179060	CorrectRand	GeneticAlgorithm	SolarFlare1	[0, 1, 1, 2, 3, 1, 2, 3, 1, 3, 4, 2, 4, 3, 2, 2, 0, 0, 0, 1, 5, 0, 1, 3, 4, 3, 1, 1, 6, 1, 0, 1, 1, 1, 1, 4, 1, 3, 1, 4, 4, 1, 4, 5, 6, 0, 2, 0, 1, 1, 1, 3, 6, 1, 4, 0, 0, 1, 5, 5, 4, 5, 5, 6, 0, 2, 1, 2, 1, 0, 4, 5, 6, 2, 1, 1, 3, 1, 4, 3, 0, 2, 3, 1, 1, 1, 1, 5, 5, 2, 0, 0, 1, 1, 6, 1, 1, 3, 2, 1, 1, 1, 1, 1, 4, 1, 5, 1, 5, 0, 1, 4, 1, 3, 0, 0, 0, 4, 1, 5, 2, 0, 0, 5, 4, 2, 2, 3, 2, 4, 2, 3, 2, 0, 1, 1, 2, 1, 0, 0, 1, 3, 6, 1, 4, 1, 6, 6, 6, 5, 1, 1, 5, 1, 0, 4, 2, 1, 2, 3, 1, 5, 2, 6, 6, 1, 3, 5, 1, 4, 2, 5, 3, 4, 1, 5, 5, 3, 2, 1, 3, 0, 1, 1, 2, 1, 1, 3, 3, 3, 1, 0, 1, 5, 2, 6, 0, 2, 2, 1, 2, 2, 4, 0, 5, 3, 5, 1, 6, 4, 4, 6, 4, 1, 5, 6, 1, 4, 2, 5, 4, 1, 4, 1, 4, 5, 2, 0, 1, 0, 6, 1, 1, 6, 5, 1, 1, 3, 1, 1, 0, 5, 1, 2, 1, 1, 4, 2, 1, 4, 1, 4, 0, 0, 0, 4, 3, 3, 1, 6, 1, 3, 1, 3, 1, 6, 6, 3, 4, 4, 1, 1, 4, 4, 5, 1, 1, 4, 1, 1, 2, 2, 6, 1, 0, 1, 6, 0, 1, 3, 4, 1, 4, 1, 0, 0, 5, 6, 2, 3, 3, 5, 5, 1, 1, 5, 1, 4, 1, 6, 0, 1, 1, 6, 2, 0, 0, 6, 1, 3, 1, 1, 2]	AG Crossover(0.900000) Mutation(0.100000)	   0.12500
7	0.139530	CorrectRand	ParticleSwarmOptimization	SolarFlare1	[0, 1, 2, 0, 3, 1, 4, 1, 0, 0, 4, 5, 5, 0, 3, 4, 4, 5, 2, 2, 0, 1, 1, 4, 6, 5, 1, 1, 6, 4, 1, 4, 6, 4, 5, 2, 3, 4, 0, 5, 6, 2, 2, 1, 3, 1, 6, 2, 2, 2, 1, 6, 5, 2, 1, 6, 5, 1, 2, 1, 4, 2, 2, 1, 2, 3, 0, 1, 2, 0, 5, 2, 6, 5, 3, 3, 6, 4, 0, 0, 5, 0, 2, 0, 1, 4, 3, 2, 0, 1, 0, 0, 4, 1, 6, 3, 2, 1, 1, 2, 3, 1, 6, 6, 3, 2, 0, 0, 5, 3, 6, 2, 2, 6, 5, 5, 4, 4, 0, 0, 5, 0, 0, 5, 2, 6, 4, 0, 2, 4, 1, 6, 5, 2, 5, 5, 2, 0, 5, 4, 1, 3, 0, 0, 3, 2, 4, 2, 3, 4, 6, 0, 0, 0, 1, 3, 2, 6, 6, 1, 2, 5, 2, 1, 0, 5, 6, 4, 0, 4, 1, 6, 3, 1, 3, 5, 3, 6, 0, 2, 2, 0, 1, 2, 1, 2, 2, 6, 0, 4, 6, 2, 5, 4, 0, 2, 1, 0, 0, 5, 6, 6, 3, 4, 5, 3, 6, 1, 2, 5, 5, 4, 4, 1, 4, 1, 2, 1, 2, 1, 3, 1, 5, 0, 3, 6, 3, 0, 4, 0, 4, 1, 0, 6, 0, 5, 2, 6, 0, 3, 4, 1, 3, 6, 6, 5, 6, 6, 3, 4, 2, 1, 3, 5, 1, 3, 3, 3, 3, 1, 5, 6, 5, 6, 3, 1, 4, 0, 1, 1, 4, 1, 4, 0, 6, 3, 3, 2, 1, 3, 2, 1, 3, 1, 5, 2, 4, 0, 3, 4, 4, 0, 0, 0, 0, 6, 3, 4, 4, 6, 2, 4, 4, 0, 2, 5, 0, 2, 3, 6, 6, 0, 2, 0, 1, 6, 1, 2, 5, 2, 6, 2, 5]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   7.95400
8	0.992841	CorrectRand	AntColonyOptimization	SolarFlare1	[0, 1, 2, 3, 0, 4, 0, 3, 2, 5, 6, 4, 1, 5, 3, 5, 0, 0, 3, 1, 3, 5, 1, 5, 2, 0, 7, 5, 3, 3, 2, 0, 5, 3, 7, 1, 5, 2, 4, 5, 5, 0, 0, 2, 2, 7, 5, 0, 2, 5, 7, 7, 4, 7, 6, 5, 3, 6, 5, 0, 5, 6, 3, 3, 2, 4, 6, 0, 2, 3, 3, 7, 3, 2, 4, 0, 1, 1, 6, 1, 3, 3, 1, 4, 0, 5, 3, 0, 5, 2, 3, 0, 5, 3, 6, 3, 7, 0, 0, 5, 2, 2, 5, 7, 7, 2, 5, 7, 3, 1, 3, 5, 6, 0, 3, 0, 0, 4, 3, 7, 3, 1, 1, 5, 5, 1, 7, 1, 2, 6, 3, 4, 4, 3, 1, 3, 5, 3, 5, 5, 1, 3, 0, 1, 6, 6, 3, 4, 3, 4, 7, 3, 6, 5, 3, 0, 4, 1, 7, 1, 3, 3, 5, 6, 0, 0, 1, 6, 0, 4, 7, 4, 0, 0, 7, 7, 7, 0, 6, 2, 0, 3, 0, 1, 2, 4, 7, 1, 4, 5, 0, 5, 2, 3, 0, 1, 5, 5, 7, 0, 3, 7, 1, 1, 3, 5, 5, 0, 0, 5, 6, 0, 4, 1, 0, 6, 7, 5, 7, 6, 5, 5, 3, 0, 5, 3, 7, 6, 3, 1, 1, 7, 7, 3, 4, 6, 0, 3, 3, 5, 0, 3, 6, 7, 0, 6, 7, 3, 4, 5, 3, 0, 6, 4, 0, 7, 1, 6, 6, 2, 6, 3, 1, 4, 2, 2, 0, 0, 7, 3, 0, 5, 2, 2, 6, 0, 3, 3, 6, 2, 7, 1, 1, 5, 5, 3, 4, 3, 6, 7, 1, 6, 7, 5, 1, 3, 1, 3, 0, 0, 6, 1, 2, 0, 6, 6, 6, 3, 0, 5, 4, 2, 5, 2, 5, 3, 4, 1, 3, 7, 5, 4, 6]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.57800
8	0.121442	CorrectRand	BeeColonyOptimization	SolarFlare1	[0, 1, 2, 2, 0, 3, 2, 4, 0, 1, 0, 0, 4, 4, 1, 5, 5, 4, 6, 4, 0, 1, 2, 3, 6, 0, 5, 7, 4, 1, 5, 5, 5, 6, 4, 4, 3, 0, 6, 0, 0, 7, 0, 2, 5, 1, 7, 4, 4, 3, 1, 3, 3, 7, 5, 2, 5, 6, 6, 1, 5, 5, 2, 1, 5, 5, 4, 6, 7, 4, 1, 6, 4, 2, 7, 6, 2, 7, 3, 2, 0, 5, 3, 1, 3, 4, 1, 0, 0, 2, 1, 5, 2, 0, 2, 7, 2, 0, 0, 2, 2, 4, 0, 1, 0, 7, 3, 2, 3, 7, 3, 3, 7, 0, 3, 1, 0, 4, 6, 4, 1, 5, 7, 0, 1, 0, 7, 0, 2, 3, 2, 3, 7, 0, 1, 4, 0, 1, 7, 1, 6, 3, 2, 3, 5, 1, 5, 5, 2, 2, 0, 4, 1, 4, 0, 5, 7, 5, 5, 4, 5, 4, 5, 3, 1, 6, 3, 7, 6, 0, 6, 7, 4, 6, 1, 2, 2, 2, 6, 2, 0, 7, 1, 0, 3, 2, 2, 2, 2, 5, 4, 2, 0, 6, 1, 6, 6, 4, 1, 6, 7, 1, 2, 3, 1, 3, 3, 3, 0, 4, 3, 6, 3, 0, 3, 7, 5, 5, 1, 2, 2, 1, 6, 1, 6, 1, 5, 3, 0, 7, 0, 4, 1, 7, 7, 4, 2, 1, 1, 7, 5, 4, 5, 6, 3, 4, 5, 3, 2, 3, 5, 0, 2, 1, 4, 6, 5, 7, 3, 6, 2, 0, 0, 3, 3, 5, 6, 2, 5, 4, 6, 7, 3, 5, 3, 4, 5, 7, 7, 3, 3, 3, 4, 1, 7, 6, 4, 4, 1, 6, 4, 6, 6, 2, 5, 7, 5, 0, 5, 6, 0, 0, 1, 1, 7, 7, 5, 2, 7, 1, 6, 4, 5, 7, 4, 4, 0, 6, 6, 6, 6, 6, 6]	BCO TurnsMaxNotImproved(5)	   3.42700
8	0.209269	CorrectRand	CoralReefOptimization	SolarFlare1	[0, 0, 1, 0, 0, 2, 1, 0, 0, 2, 0, 3, 0, 0, 4, 2, 2, 2, 2, 2, 3, 2, 2, 4, 2, 5, 0, 3, 2, 2, 2, 2, 6, 2, 2, 2, 2, 2, 0, 1, 4, 2, 0, 2, 2, 2, 6, 2, 2, 6, 2, 1, 1, 2, 4, 2, 2, 7, 5, 0, 7, 2, 2, 1, 2, 3, 4, 2, 2, 0, 1, 7, 2, 2, 2, 6, 2, 2, 4, 4, 2, 1, 7, 2, 2, 2, 2, 1, 2, 0, 7, 2, 2, 2, 1, 1, 0, 5, 6, 0, 7, 0, 0, 6, 0, 2, 3, 2, 0, 6, 2, 2, 7, 2, 2, 1, 2, 4, 2, 2, 2, 0, 4, 7, 6, 2, 2, 2, 2, 2, 4, 4, 2, 2, 2, 1, 7, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 3, 3, 0, 7, 5, 0, 0, 5, 0, 6, 0, 0, 0, 3, 0, 0, 0, 1, 2, 6, 0, 6, 0, 0, 4, 0, 0, 3, 1, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 5, 1, 0, 0, 0, 4, 0, 0, 0, 0, 6, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7, 0, 0, 0, 0, 5, 6, 7, 2, 0, 0, 0, 0, 0, 7, 0, 0, 4, 1, 0, 2, 0, 0, 0, 0, 4, 1, 0, 7, 0, 0, 4, 0, 0, 3, 0, 4, 2, 2, 2, 2, 2, 2, 5, 3, 2, 4, 5, 1, 7, 1, 7, 3, 2, 2, 2, 2, 2, 5, 6, 5, 2, 2, 2, 6, 2, 7, 6, 0, 7, 2, 2, 2, 5, 4, 3, 2, 2, 2, 2, 2, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 3, 0, 0, 0, 0, 0, 6, 0, 7, 0, 0, 5, 0, 1, 5]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.20300
8	0.179958	CorrectRand	CoralReefOptimization	SolarFlare1	[0, 1, 0, 2, 0, 3, 2, 0, 3, 1, 2, 0, 4, 0, 0, 0, 5, 3, 0, 1, 3, 0, 3, 0, 0, 0, 0, 4, 0, 3, 6, 0, 0, 0, 4, 5, 1, 3, 7, 5, 0, 0, 2, 1, 6, 0, 1, 0, 2, 4, 7, 2, 0, 6, 3, 0, 2, 0, 3, 0, 0, 2, 2, 2, 0, 3, 1, 0, 1, 0, 6, 0, 6, 2, 4, 0, 7, 0, 0, 0, 0, 6, 2, 0, 1, 2, 6, 0, 3, 6, 5, 0, 0, 2, 0, 7, 0, 0, 6, 0, 0, 4, 2, 4, 7, 4, 7, 0, 6, 7, 4, 6, 6, 6, 0, 0, 1, 0, 5, 6, 6, 6, 6, 6, 6, 6, 6, 2, 0, 6, 2, 6, 6, 5, 6, 1, 4, 6, 4, 6, 6, 6, 6, 5, 1, 6, 6, 7, 1, 6, 6, 4, 5, 6, 6, 1, 4, 5, 5, 1, 6, 6, 6, 6, 5, 7, 5, 6, 4, 6, 0, 6, 6, 3, 2, 5, 6, 6, 6, 6, 6, 5, 4, 5, 6, 6, 5, 3, 6, 6, 3, 7, 2, 6, 5, 3, 6, 6, 2, 6, 7, 1, 6, 2, 1, 6, 7, 2, 2, 6, 6, 5, 7, 6, 0, 2, 4, 6, 6, 6, 6, 6, 7, 6, 6, 2, 0, 6, 6, 7, 2, 6, 6, 6, 2, 5, 5, 3, 6, 7, 4, 6, 5, 1, 3, 2, 0, 6, 2, 5, 7, 6, 6, 6, 0, 0, 7, 0, 5, 0, 6, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 5, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 4, 0, 6, 0, 0, 1, 1, 0, 0, 0, 1, 0, 7, 4, 0, 0, 3, 3, 0, 0, 0, 0, 0, 4, 0, 2, 1, 0, 0, 6, 3, 0]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.20300
8	0.189686	CorrectRand	CoralReefOptimization	SolarFlare1	[0, 1, 1, 2, 3, 1, 1, 4, 1, 4, 5, 1, 1, 1, 1, 6, 6, 1, 1, 1, 5, 1, 4, 4, 1, 6, 6, 1, 3, 7, 1, 4, 1, 2, 1, 1, 4, 1, 2, 1, 1, 1, 1, 4, 1, 0, 0, 4, 0, 0, 5, 3, 4, 0, 5, 7, 0, 0, 0, 7, 0, 0, 7, 0, 0, 0, 5, 0, 6, 0, 0, 4, 7, 0, 0, 0, 4, 6, 0, 0, 0, 0, 2, 0, 0, 7, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 5, 7, 6, 4, 0, 0, 0, 3, 6, 0, 0, 3, 7, 6, 0, 0, 2, 0, 0, 5, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 3, 5, 0, 0, 5, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 6, 1, 5, 6, 0, 6, 6, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 5, 5, 2, 3, 0, 0, 0, 0, 1, 2, 6, 7, 1, 6, 0, 0, 6, 2, 7, 2, 2, 2, 0, 6, 3, 0, 3, 6, 4, 0, 7, 4, 0, 1, 1, 2, 1, 7, 0, 5, 1, 6, 3, 1, 7, 1, 4, 1, 1, 5, 1, 7, 2, 0, 5, 1, 1, 1, 6, 2, 1, 6, 1, 1, 7, 1, 1, 1, 1, 4, 1, 1, 0, 1, 0, 1, 1, 1, 7, 4, 1, 1, 1, 1, 3, 0, 1, 1, 5, 1, 5, 3, 1, 1, 3, 1, 6, 6, 7, 3, 1, 1, 1, 3, 6, 4, 1, 1, 4, 1, 1, 3, 7, 5, 2, 1, 1, 5, 1, 2, 1, 6, 3, 1, 1, 2, 1, 6, 5, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 3, 1, 3, 0, 7, 6, 1, 7]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.21800
8	0.166436	CorrectRand	GeneticAlgorithm	SolarFlare1	[0, 1, 2, 3, 4, 5, 3, 5, 3, 6, 1, 3, 6, 1, 2, 1, 6, 0, 5, 5, 1, 7, 1, 1, 4, 6, 7, 4, 1, 0, 3, 0, 1, 0, 1, 1, 0, 2, 0, 3, 2, 6, 0, 0, 1, 2, 6, 1, 1, 3, 4, 1, 1, 5, 0, 1, 1, 1, 7, 1, 5, 5, 1, 5, 7, 1, 1, 2, 5, 1, 4, 3, 5, 5, 6, 5, 2, 6, 1, 2, 4, 3, 2, 1, 1, 6, 1, 4, 2, 1, 7, 4, 7, 1, 1, 5, 1, 0, 7, 4, 0, 3, 1, 1, 6, 5, 4, 1, 4, 6, 1, 6, 3, 5, 3, 1, 2, 6, 0, 2, 6, 4, 2, 1, 7, 4, 4, 1, 1, 5, 5, 4, 1, 7, 4, 2, 1, 1, 1, 6, 7, 5, 1, 1, 6, 1, 3, 3, 1, 1, 0, 4, 1, 2, 2, 3, 1, 1, 3, 0, 3, 1, 7, 1, 6, 3, 5, 6, 6, 4, 2, 6, 6, 3, 5, 1, 6, 4, 1, 7, 0, 6, 7, 1, 5, 1, 1, 3, 1, 1, 4, 7, 0, 2, 0, 1, 6, 1, 2, 5, 6, 0, 3, 1, 1, 6, 1, 4, 6, 7, 5, 1, 1, 1, 0, 4, 1, 1, 1, 6, 0, 2, 1, 5, 1, 7, 1, 5, 1, 1, 5, 0, 7, 1, 2, 3, 1, 7, 7, 1, 2, 1, 1, 3, 1, 7, 0, 1, 1, 1, 3, 0, 7, 1, 4, 4, 6, 1, 1, 1, 1, 1, 6, 1, 1, 3, 4, 1, 1, 2, 0, 1, 4, 0, 4, 1, 0, 1, 0, 2, 7, 5, 2, 0, 7, 3, 1, 6, 0, 5, 1, 1, 7, 1, 1, 1, 7, 2, 7, 0, 7, 7, 2, 1, 6, 1, 2, 6, 7, 4, 1, 2, 0, 3, 1, 1, 0, 4, 0, 3, 7, 4, 6]	AG Crossover(0.900000) Mutation(0.100000)	   0.14100
8	0.136091	CorrectRand	ParticleSwarmOptimization	SolarFlare1	[0, 1, 1, 1, 2, 0, 0, 3, 4, 1, 4, 2, 0, 5, 1, 2, 6, 7, 1, 3, 7, 1, 2, 2, 4, 0, 5, 4, 1, 4, 1, 3, 3, 3, 5, 0, 7, 3, 7, 3, 4, 3, 1, 0, 1, 3, 0, 1, 7, 7, 6, 2, 6, 0, 3, 3, 5, 4, 5, 1, 0, 6, 1, 3, 1, 6, 5, 5, 3, 2, 0, 1, 3, 0, 7, 3, 3, 3, 0, 4, 1, 0, 0, 1, 6, 7, 6, 4, 4, 1, 4, 0, 0, 1, 3, 5, 2, 0, 5, 1, 1, 1, 1, 5, 0, 6, 6, 5, 6, 3, 1, 0, 7, 4, 2, 5, 3, 2, 3, 1, 1, 1, 0, 6, 2, 7, 1, 2, 3, 3, 0, 3, 4, 1, 3, 5, 5, 2, 3, 5, 0, 4, 0, 4, 5, 0, 7, 4, 3, 5, 4, 1, 1, 1, 3, 5, 3, 0, 3, 6, 4, 0, 3, 5, 5, 5, 3, 6, 5, 0, 5, 5, 3, 3, 0, 3, 4, 7, 3, 5, 3, 4, 1, 0, 1, 1, 3, 0, 5, 1, 4, 0, 3, 1, 7, 1, 3, 3, 3, 1, 3, 0, 3, 6, 6, 5, 1, 3, 7, 2, 3, 5, 0, 3, 3, 2, 6, 3, 1, 2, 3, 3, 1, 5, 1, 3, 5, 3, 3, 3, 5, 3, 2, 7, 4, 1, 3, 7, 1, 0, 2, 6, 1, 1, 1, 1, 6, 2, 3, 2, 7, 1, 4, 1, 1, 7, 0, 5, 4, 5, 2, 4, 3, 3, 1, 2, 7, 3, 4, 5, 3, 2, 2, 0, 3, 1, 3, 3, 5, 2, 1, 0, 7, 2, 2, 2, 0, 5, 5, 3, 1, 1, 1, 5, 0, 5, 0, 0, 3, 4, 0, 3, 4, 3, 0, 6, 7, 5, 1, 1, 3, 0, 2, 1, 6, 3, 3, 0, 1, 0, 7, 7, 4]	PSO P-OwnWay(0.950000) P-PreviousPosition(0.050000) P-BestPosition(0.000000)	   7.39100
9	0.994776	CorrectRand	AntColonyOptimization	SolarFlare1	[0, 0, 1, 2, 1, 2, 3, 0, 1, 1, 4, 3, 1, 5, 4, 3, 2, 6, 6, 7, 4, 6, 8, 2, 8, 5, 0, 7, 0, 3, 7, 4, 7, 0, 7, 7, 4, 0, 0, 6, 3, 1, 6, 5, 0, 4, 8, 4, 1, 7, 1, 7, 6, 3, 7, 8, 4, 4, 5, 6, 8, 2, 0, 7, 5, 2, 0, 4, 7, 6, 1, 1, 1, 8, 7, 6, 0, 4, 3, 5, 3, 1, 2, 7, 5, 8, 3, 0, 8, 2, 6, 8, 1, 0, 2, 1, 7, 8, 4, 0, 8, 6, 0, 8, 1, 4, 6, 4, 2, 5, 7, 5, 1, 7, 5, 6, 8, 3, 8, 8, 3, 6, 4, 2, 1, 6, 8, 8, 0, 8, 6, 3, 2, 8, 2, 6, 1, 7, 6, 5, 4, 5, 8, 0, 6, 2, 3, 8, 6, 0, 4, 7, 6, 0, 7, 4, 5, 2, 6, 3, 5, 5, 3, 1, 8, 2, 0, 8, 2, 5, 1, 0, 4, 2, 6, 1, 6, 8, 6, 3, 5, 0, 4, 8, 8, 2, 1, 0, 0, 2, 2, 5, 8, 1, 3, 0, 1, 1, 1, 0, 2, 8, 0, 3, 0, 8, 4, 2, 6, 1, 2, 4, 6, 6, 7, 8, 7, 2, 4, 0, 6, 7, 3, 0, 7, 1, 7, 8, 6, 4, 3, 2, 5, 0, 8, 6, 8, 8, 3, 7, 7, 5, 8, 8, 7, 7, 4, 8, 1, 0, 6, 7, 5, 5, 6, 1, 3, 3, 2, 0, 0, 6, 5, 3, 3, 7, 0, 6, 5, 8, 0, 2, 4, 3, 6, 4, 6, 4, 8, 8, 7, 7, 3, 6, 5, 0, 0, 1, 0, 5, 8, 8, 5, 4, 2, 0, 6, 2, 4, 3, 3, 2, 1, 6, 6, 5, 6, 5, 7, 6, 2, 1, 0, 3, 5, 6, 4, 7, 0, 4, 8, 3, 6]	ACO MST(false) AFN(true) Alpha(0.500000) Beta(0.500000) Ro(0.200000)	   0.34400
9	0.108419	CorrectRand	BeeColonyOptimization	SolarFlare1	[0, 0, 0, 1, 2, 3, 4, 4, 0, 5, 6, 7, 3, 6, 4, 4, 1, 2, 6, 6, 4, 6, 5, 3, 7, 3, 4, 3, 8, 7, 1, 6, 6, 6, 2, 8, 0, 7, 2, 8, 1, 0, 6, 2, 7, 6, 0, 5, 1, 3, 2, 1, 4, 0, 4, 5, 6, 3, 1, 3, 7, 3, 8, 1, 4, 2, 1, 1, 6, 6, 6, 1, 1, 7, 7, 8, 4, 3, 7, 2, 3, 1, 2, 5, 3, 6, 6, 3, 7, 3, 1, 8, 5, 2, 7, 0, 0, 4, 0, 1, 2, 3, 0, 2, 1, 7, 8, 4, 6, 7, 0, 2, 4, 8, 4, 2, 8, 8, 2, 2, 5, 7, 2, 3, 7, 5, 7, 5, 8, 0, 1, 7, 7, 7, 5, 4, 2, 4, 8, 6, 4, 1, 2, 5, 1, 2, 7, 0, 6, 1, 1, 4, 3, 5, 8, 5, 2, 3, 1, 8, 3, 4, 2, 3, 7, 4, 6, 5, 8, 2, 5, 6, 8, 6, 4, 8, 6, 1, 8, 4, 5, 1, 6, 8, 8, 1, 4, 2, 4, 0, 8, 8, 3, 3, 4, 2, 1, 5, 3, 4, 5, 3, 5, 7, 1, 0, 7, 3, 8, 3, 8, 0, 5, 2, 7, 3, 4, 8, 4, 7, 5, 7, 0, 6, 3, 3, 5, 7, 8, 6, 2, 2, 8, 2, 5, 6, 2, 2, 5, 7, 7, 3, 1, 8, 4, 7, 0, 8, 0, 4, 4, 1, 7, 5, 7, 0, 7, 7, 0, 1, 4, 5, 8, 1, 3, 8, 8, 8, 0, 8, 6, 4, 0, 6, 2, 6, 8, 5, 5, 5, 6, 7, 6, 0, 1, 5, 5, 0, 3, 3, 6, 6, 0, 7, 4, 2, 8, 3, 0, 5, 1, 7, 1, 3, 3, 1, 1, 6, 6, 5, 6, 4, 4, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0]	BCO TurnsMaxNotImproved(5)	   2.42200
9	0.174223	CorrectRand	CoralReefOptimization	SolarFlare1	[0, 0, 1, 2, 0, 2, 3, 2, 4, 0, 3, 0, 3, 1, 0, 1, 4, 1, 0, 0, 2, 0, 3, 0, 2, 0, 0, 1, 0, 5, 0, 6, 4, 0, 7, 0, 5, 0, 0, 0, 0, 6, 3, 0, 0, 0, 6, 0, 0, 0, 2, 5, 0, 2, 0, 7, 0, 5, 5, 0, 0, 0, 0, 0, 3, 4, 0, 0, 7, 6, 0, 7, 0, 0, 0, 4, 0, 3, 8, 0, 1, 3, 2, 2, 0, 0, 1, 0, 0, 0, 4, 2, 7, 0, 0, 4, 0, 7, 0, 0, 5, 8, 2, 3, 0, 0, 1, 0, 4, 8, 6, 0, 2, 0, 0, 0, 2, 6, 4, 5, 7, 4, 0, 8, 8, 1, 0, 4, 4, 0, 0, 5, 2, 7, 0, 6, 0, 0, 8, 0, 1, 6, 6, 7, 0, 3, 7, 0, 0, 7, 0, 0, 0, 0, 6, 0, 4, 0, 6, 1, 1, 7, 4, 1, 3, 6, 1, 2, 4, 2, 0, 1, 1, 5, 1, 1, 0, 8, 8, 2, 7, 5, 7, 1, 3, 1, 8, 1, 7, 1, 6, 6, 1, 1, 1, 1, 7, 1, 7, 1, 4, 1, 4, 1, 1, 1, 1, 5, 1, 0, 1, 3, 6, 1, 1, 1, 2, 3, 1, 8, 1, 1, 1, 1, 1, 8, 1, 1, 1, 1, 1, 8, 1, 1, 8, 1, 0, 8, 0, 1, 2, 1, 0, 6, 1, 1, 1, 5, 1, 1, 1, 4, 4, 1, 5, 8, 7, 4, 0, 0, 0, 1, 1, 5, 1, 1, 0, 1, 7, 6, 0, 1, 2, 5, 1, 6, 8, 1, 3, 4, 0, 1, 7, 8, 1, 1, 7, 1, 1, 1, 1, 6, 0, 4, 6, 8, 4, 0, 3, 8, 0, 0, 6, 0, 4, 0, 0, 4, 8, 6, 0, 0, 1, 3, 8, 7, 1, 0, 0, 0, 7, 1, 0]	CRO dimension(25) InsertRand(false) InsertRank(true) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.050000) StepsUntilDepredation(1)	   0.17200
9	0.179322	CorrectRand	CoralReefOptimization	SolarFlare1	[0, 1, 2, 3, 0, 3, 0, 0, 0, 4, 0, 3, 0, 5, 0, 1, 5, 5, 4, 1, 1, 0, 5, 6, 0, 2, 0, 0, 7, 8, 0, 8, 0, 0, 2, 0, 0, 7, 2, 0, 0, 0, 1, 2, 7, 1, 0, 0, 0, 0, 0, 0, 0, 4, 5, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 7, 3, 0, 5, 0, 0, 4, 3, 4, 1, 4, 1, 0, 7, 1, 4, 4, 1, 7, 1, 1, 1, 3, 8, 3, 8, 1, 1, 1, 7, 8, 1, 1, 8, 1, 1, 2, 5, 1, 2, 1, 1, 1, 5, 7, 1, 8, 1, 5, 3, 5, 6, 1, 3, 1, 1, 1, 6, 3, 0, 1, 1, 8, 4, 1, 1, 5, 2, 0, 3, 1, 1, 5, 1, 0, 1, 1, 3, 8, 6, 0, 1, 1, 1, 1, 1, 7, 1, 8, 2, 1, 2, 1, 1, 1, 1, 8, 1, 1, 5, 1, 7, 1, 0, 1, 1, 1, 2, 1, 7, 2, 1, 1, 3, 4, 1, 2, 2, 7, 3, 1, 1, 5, 2, 1, 1, 2, 1, 8, 3, 4, 1, 4, 2, 1, 1, 3, 8, 4, 1, 5, 1, 6, 1, 1, 1, 1, 1, 8, 1, 1, 2, 3, 6, 1, 1, 1, 1, 6, 1, 3, 5, 1, 1, 5, 4, 3, 1, 1, 8, 1, 4, 0, 0, 1, 1, 1, 1, 6, 4, 8, 6, 3, 8, 5, 1, 6, 2, 1, 7, 3, 1, 1, 1, 8, 1, 1, 1, 6, 8, 2, 0, 0, 8, 0, 4, 0, 0, 8, 0, 4, 0, 6, 0, 7, 8, 0, 0, 0, 0, 7, 0, 7, 7, 0, 8, 7, 0, 2, 0, 7, 2, 2, 0, 0, 0, 3, 0, 0, 0, 2, 4, 4, 0, 0, 3, 0, 0, 0, 0, 6, 5, 0, 6, 0, 3, 0, 0]	CRO dimension(25) InsertRand(true) InsertRank(false) Rho(0.900000) Fa-repication(0.500000) Fb-broadcast(0.800000) Fd-depredation(0.100000) StepsUntilDepredation(5)	   0.21800
