@relation 'Connectionist Bench Sonar.arff'

@attribute att01 numeric
@attribute att11 numeric
@attribute att21 numeric
@attribute att31 numeric
@attribute att41 numeric
@attribute att51 numeric
@attribute att61 numeric
@attribute att71 numeric
@attribute att81 numeric
@attribute att91 numeric
@attribute att101 numeric
@attribute att111 numeric
@attribute att121 numeric
@attribute att131 numeric
@attribute att141 numeric
@attribute att151 numeric
@attribute att161 numeric
@attribute att171 numeric
@attribute att181 numeric
@attribute att191 numeric
@attribute att201 numeric
@attribute att211 numeric
@attribute att221 numeric
@attribute att231 numeric
@attribute att241 numeric
@attribute att251 numeric
@attribute att261 numeric
@attribute att271 numeric
@attribute att281 numeric
@attribute att291 numeric
@attribute att301 numeric
@attribute att311 numeric
@attribute att321 numeric
@attribute att331 numeric
@attribute att341 numeric
@attribute att351 numeric
@attribute att361 numeric
@attribute att371 numeric
@attribute att381 numeric
@attribute att391 numeric
@attribute att401 numeric
@attribute att411 numeric
@attribute att421 numeric
@attribute att431 numeric
@attribute att441 numeric
@attribute att451 numeric
@attribute att461 numeric
@attribute att471 numeric
@attribute att481 numeric
@attribute att491 numeric
@attribute att501 numeric
@attribute att511 numeric
@attribute att521 numeric
@attribute att531 numeric
@attribute att541 numeric
@attribute att551 numeric
@attribute att561 numeric
@attribute att571 numeric
@attribute att581 numeric
@attribute att591 numeric
@attribute class {M,R}

@data
0.14454,0.13416,0.13141,0.05421,0.0137,0.0903,0.34253,0.29438,0.09181,0.06507,0.08223,0.24897,0.18627,0.16479,0.19691,0.31763,0.67475,0.56509,0.21102,0.11537,0.30048,0.54892,0.63887,0.69388,0.80523,0.87895,0.86816,0.78252,0.87064,0.93353,0.91967,0.79802,0.66733,0.7841,0.89946,1,0.95911,0.7284,0.58444,0.42919,0.30793,0.27778,0.37902,0.29606,0.33992,0.26193,0.19848,0.08985,0.08632,0.46424,0.05279,0.11698,0.0961,0.41813,0.22676,0.04103,0.28977,0.10526,0.19008,0.1709,R
0.05752,0.11273,0.06636,0.06681,0.06036,0.28756,0.38339,0.12856,0.09847,0.17832,0.26131,0.51319,0.51159,0.2475,0.23092,0.52972,0.72148,0.75678,0.60772,0.40015,0.4024,0.4199,0.52782,0.72954,0.85543,0.88864,0.93907,0.93835,0.93699,0.84819,0.74136,0.70726,0.74241,0.90737,0.99172,0.99214,0.99147,0.83238,0.65718,0.51187,0.29612,0.20916,0.1469,0.09031,0.22434,0.26577,0.20029,0.20755,0.08884,0.24848,0.30777,0.29101,0.22338,0.1345,0.18141,0.22564,0.19034,0.25858,0.16253,0.24018,R
0.17847,0.18903,0.12254,0.04303,0.31651,0.32814,0.42614,0.46086,0.11432,0.06406,0.08535,0.09159,0.1939,0.12901,0.18237,0.2757,0.172,0.24655,0.4758,0.16224,0.4707,0.5159,0.3268,0.56644,0.5042,0.52803,0.37031,0.34644,0.66366,0.85714,0.82507,0.41317,0.30474,0.51722,0.67025,0.72913,0.62443,0.69221,0.89374,0.96536,0.85594,0.87802,1,1,0.85428,0.61903,0.56067,0.55675,0.48258,0.2497,0.20518,0.12553,0.38442,0.25146,0.28345,0.49744,0.0625,0.44851,0.69972,0.40185,R
0.28982,0.27733,0.12549,0.12981,0.1088,0.4609,0.30979,0.21367,0.07523,0.29501,0.30767,0.45369,0.41788,0.24131,0.3211,0.36322,0.39934,0.51834,0.69093,0.80693,0.87721,0.82609,0.74664,0.75464,0.83268,0.87939,0.75334,0.57771,0.29353,0.02237,0.25123,0.76803,0.79334,0.83074,0.7623,0.74476,0.64531,0.14006,0.26829,0.53224,0.56283,0.58217,0.51778,0.49948,0.23472,0.06061,0.12007,0.12519,0.23978,0.28485,0.06574,0.07703,0.32208,0.50877,0.14286,0.49744,0.55682,0.22654,0.19008,0.11316,R
0.21608,0.14273,0.06143,0.19757,0.38118,0.44289,0.23999,0.28622,0.22479,0.38353,0.43201,0.39625,0.20498,0.31577,0.49694,0.72593,0.72542,0.81849,0.87303,0.96329,1,0.8678,0.62605,0.58744,0.81742,0.75273,0.59145,0.40253,0.28876,0.07894,0.21319,0.58639,0.53324,0.71553,0.72364,0.6998,0.55948,0.10793,0.46036,0.68551,0.46497,0.3812,0.30738,0.36176,0.19534,0.15579,0.18725,0.20605,0.21302,0.14182,0.06972,0.22682,0.31688,0.37427,0.19048,0.12051,0.07386,0.27231,0.15152,0.03233,R
0.26401,0.11787,0.07129,0.03971,0.0284,0.16958,0.21861,0.21521,0.13594,0.09853,0.18077,0.3413,0.35123,0.09343,0.05678,0.14258,0.19604,0.33361,0.13655,0.27825,0.58674,0.69206,0.8295,0.85176,0.76537,0.5831,0.55205,0.42384,0.39692,0.4046,0.50659,0.62469,0.71354,0.67059,0.58085,0.53558,0.49705,0.38453,0.39785,0.64118,0.79166,0.80305,0.81301,0.52654,0.45664,0.34531,0.26838,0.2959,0.16002,0.32606,0.06574,0,0.1039,0.04094,0,0.17692,0.2642,0.1167,0.2314,0.12471,R
0.12906,0.01372,0.20598,0.09368,0.06746,0.15802,0.23485,0.30849,0.09847,0.03375,0.16589,0.47436,0.43371,0.26297,0.01354,0.04173,0.18806,0.43512,0.34978,0.532,0.62943,0.71731,0.81371,0.87358,1,0.84382,0.63893,0.49434,0.47413,0.41728,0.44022,0.46372,0.51538,0.54012,0.52501,0.52329,0.4274,0.21348,0.08792,0.4061,0.43393,0.61184,0.5452,0.31938,0.22548,0.15414,0.11789,0.2363,0.16406,0.08485,0.0259,0.12126,0.29351,0.29825,0.19955,0.34872,0.19602,0.04348,0.14876,0.2679,R
0.0767,0.24689,0.19974,0.12886,0.33731,0.47863,0.37581,0.30695,0.06101,0.10739,0.26287,0.51055,0.35713,0.18975,0.10753,0.09912,0.16423,0.39138,0.29297,0.59568,0.73314,0.7624,0.77397,0.82102,1,0.94284,0.74146,0.58913,0.53703,0.50858,0.55989,0.53213,0.58879,0.57329,0.58638,0.60464,0.51104,0.25434,0.01117,0.29346,0.3546,0.62161,0.56537,0.31822,0.24282,0.18417,0.15176,0.22612,0.15346,0.0897,0.06873,0.02425,0.25455,0.18713,0.26531,0.16667,0.20739,0.16018,0.07989,0.30485,R
0.24926,0.30304,0.10217,0.05088,0.07685,0.18543,0.28409,0.13936,0.03302,0.10968,0.11187,0.10888,0.29739,0.26256,0.20744,0.10971,0.13988,0.0586,0.0628,0.08069,0.07968,0.29976,0.09187,0.20746,0.56516,0.76605,0.70144,0.5881,0.55185,0.60531,0.78223,0.95889,0.83577,0.69899,0.83431,1,1,0.7781,0.55619,0.36634,0.25767,0.27448,0.38122,0.43326,0.42892,0.30074,0.23832,0.32285,0.28218,0.04242,0.09761,0.22111,0.61558,0.09649,0.44444,0.26667,0.09659,0.21281,0.25344,0.10855,R
0.08555,0.02658,0.09625,0.06015,0.00457,0.17872,0.19968,0.129,0.0964,0.11268,0.06536,0.0891,0.14999,0.13881,0.22931,0.28211,0.32919,0.34099,0.28687,0.26081,0.37648,0.4157,0.43446,0.5857,0.6873,0.82223,0.88182,0.62989,0.32102,0.29956,0.48371,0.47046,0.26851,0.44028,0.50649,0.50827,0.48054,0.4699,0.44613,0.47309,0.44424,0.34396,0.29691,0.12226,0.01351,0.07227,0.06936,0.03205,0.05452,0.09333,0.10857,0.07703,0.05974,0.08772,0.15646,0.08974,0.14205,0.02288,0.1405,0.03926,R
0.0531,0.01715,0.02168,0.04089,0.13163,0.15587,0.25974,0.14598,0.07419,0.10082,0.14547,0.23828,0.37498,0.23781,0.22159,0.24486,0.26774,0.27179,0.36082,0.43183,0.54311,0.63848,0.65815,0.75177,0.88279,0.93601,1,0.8522,0.67431,0.52988,0.39946,0.28555,0.16255,0.05045,0.09696,0.20938,0.20391,0.24883,0.2043,0.14455,0.13353,0.20623,0.22708,0.18346,0.12909,0.01892,0.08493,0.14376,0.08026,0.05455,0.01494,0.06277,0.08571,0.20175,0.2449,0.11795,0.0767,0.13959,0.15702,0.05543,R
0.20501,0.15945,0.0795,0.00095,0.01598,0.13706,0.23323,0.23197,0.13298,0.09123,0.03389,0.14258,0.22729,0.18212,0.27044,0.21972,0.24111,0.26587,0.29466,0.45527,0.51539,0.61732,0.66366,0.74664,0.84672,0.88303,0.99244,0.91087,0.70373,0.60776,0.61515,0.47562,0.24362,0.15994,0.14749,0.2501,0.26066,0.29385,0.24805,0.19205,0.13804,0.3011,0.27428,0.23203,0.20941,0.09339,0.19757,0.27523,0.2004,0.11273,0.0757,0.08131,0.17403,0.28655,0.10204,0.25128,0.10795,0.11899,0.13499,0.18707,R
0.08628,0.03172,0.05683,0.01973,0.09358,0.15211,0.15584,0.01676,0.12202,0.11569,0.1639,0.18157,0.27393,0.23564,0.258,0.18553,0.2119,0.28665,0.37692,0.41449,0.46174,0.5569,0.60093,0.66612,0.82398,0.87036,0.91554,0.89347,0.75132,0.65229,0.65188,0.51707,0.33456,0.22109,0.1165,0.20595,0.22349,0.23812,0.26291,0.21166,0.15043,0.31465,0.33001,0.2185,0.20856,0.17636,0.16769,0.21444,0.16406,0.31273,0.13546,0.05136,0.05974,0.03216,0.03628,0.11282,0.38352,0.3135,0.07438,0.13395,R
0.13717,0.04715,0.03548,0.04446,0.12173,0.02849,0.23214,0.17222,0.18658,0.1553,0.20601,0.16867,0.26745,0.23791,0.2593,0.19693,0.22619,0.29486,0.40322,0.43921,0.50759,0.59687,0.64989,0.74142,0.89037,0.93446,1,0.97787,0.84507,0.74848,0.67782,0.51505,0.34033,0.21028,0.12202,0.2621,0.24918,0.28294,0.31847,0.21852,0.0938,0.31734,0.28488,0.19853,0.20813,0.14317,0.22184,0.22312,0.24735,0.27152,0.03187,0.097,0.1039,0.1345,0.15646,0.08462,0.11932,0.0595,0.01928,0.02771,R
0.10103,0.04115,0.03219,0.04874,0.00761,0.07767,0.22294,0.18964,0.12942,0.19891,0.22997,0.27535,0.29725,0.23719,0.16752,0.1894,0.22682,0.31605,0.37155,0.41706,0.52835,0.59012,0.56067,0.70433,0.94877,0.98436,1,0.95657,0.86222,0.69404,0.58975,0.44024,0.25412,0.16237,0.05595,0.22349,0.23048,0.28262,0.31004,0.22908,0.05918,0.24518,0.2338,0.20922,0.15923,0.11177,0.20228,0.28452,0.20798,0.14545,0.04781,0.05849,0.09351,0.07602,0.01587,0.10769,0.09659,0.01831,0.09091,0.06236,R
0.14823,0.05058,0.05223,0.02235,0.13721,0.24832,0.29924,0.18126,0.16067,0.10768,0.18077,0.07972,0.11703,0.06621,0.0633,0.09892,0.14413,0.22836,0.29455,0.34824,0.51918,0.6028,0.68443,0.75515,0.79232,0.90142,0.87467,0.7889,0.79606,0.69958,0.64578,0.66367,0.57251,0.63127,0.64181,0.67379,0.64531,0.49225,0.37097,0.34379,0.24887,0.17998,0.17108,0.21348,0.17273,0.13412,0.08185,0.08176,0.09036,0.11152,0.01793,0.06277,0.11429,0.25146,0.29025,0.30256,0.125,0.03432,0.01377,0.03926,R
0.15487,0.00557,0.01971,0.00927,0.09587,0.21607,0.2316,0.1323,0.22938,0.19148,0.16348,0.10434,0.06247,0.14107,0.06791,0.06941,0.2322,0.23938,0.27351,0.43044,0.57399,0.71833,0.86998,0.91948,0.92643,0.99361,1,0.90438,0.85237,0.71162,0.6558,0.6366,0.5367,0.60996,0.619,0.54224,0.48491,0.37247,0.1809,0.1671,0.17093,0.07277,0.09802,0.06261,0.05018,0.04073,0.04364,0.11351,0.06007,0.08848,0.0508,0.03709,0.32208,0.26316,0.08617,0.1359,0.0767,0.07323,0.0551,0.0485,R
0.08112,0.06258,0.06669,0.02782,0.07482,0.15963,0.22727,0.1237,0.17429,0.17003,0.08493,0.03869,0.06391,0.10323,0.07724,0.05903,0.17604,0.26753,0.28393,0.41856,0.57409,0.70361,0.81191,0.83864,0.9042,0.97819,1,0.87155,0.75477,0.6395,0.57809,0.53067,0.45143,0.50684,0.50875,0.50313,0.46206,0.32463,0.15539,0.19314,0.1861,0.12027,0.07112,0.06339,0.08843,0.06925,0.04473,0.06559,0.05149,0.05697,0.01892,0.04708,0.17922,0.05848,0.09977,0.11282,0.03977,0.08696,0.23416,0.12009,R
0.08481,0,0.02398,0.09463,0.11616,0.18167,0.24297,0.19537,0.24226,0.19591,0.17624,0.12661,0.10163,0.09931,0.11696,0.10004,0.18527,0.2559,0.33095,0.51092,0.64935,0.79337,0.92296,0.90032,0.91721,1,0.9812,0.90655,0.81575,0.67636,0.59052,0.5665,0.48987,0.5487,0.54291,0.52802,0.48928,0.35427,0.15391,0.17789,0.15275,0.07546,0.07875,0.04831,0.07577,0.03812,0.03242,0.03414,0.03685,0.14061,0.09163,0.09986,0.09351,0.00877,0.01134,0.10513,0.10227,0.04348,0.06061,0.02309,R
0.0885,0.01672,0.01183,0.05492,0.12529,0.22225,0.27002,0.18258,0.22523,0.25669,0.18248,0.12837,0.14582,0.09292,0.13883,0.20894,0.23925,0.24291,0.3543,0.54163,0.66242,0.87189,1,0.89222,0.83811,0.90902,0.9272,0.90222,0.82021,0.67892,0.583,0.50775,0.42907,0.52432,0.55712,0.5246,0.52405,0.34928,0.20145,0.11721,0.08431,0.04579,0.13837,0.07511,0.00654,0.06487,0.07389,0.08685,0.09692,0.11394,0.0249,0.04137,0.20519,0.26901,0.20408,0.05128,0.09659,0.05721,0.07989,0.05543,R
0.05236,0.08958,0.07457,0.09201,0.15217,0.17979,0.12608,0.18765,0.17089,0.1533,0.06891,0.12676,0.12351,0.05981,0.04263,0.11622,0.24257,0.26722,0.334,0.45933,0.6074,0.81208,0.91915,0.86784,0.80041,0.86298,1,0.98538,0.94186,0.79908,0.70899,0.71961,0.64202,0.71457,0.72282,0.66532,0.60857,0.46959,0.32342,0.24499,0.15704,0.11685,0.09906,0.10886,0.03696,0.04567,0.03712,0.09254,0.05098,0.11515,0.04681,0.0913,0.12727,0.03509,0.02268,0.0641,0.15625,0.10755,0.06336,0.05543,R
0.03835,0.03858,0.00296,0,0.03297,0.13867,0.10795,0.19757,0.11269,0.15258,0.09769,0.09862,0.06794,0.033,0.08035,0.11551,0.17501,0.35699,0.41626,0.48887,0.56903,0.64891,0.60877,0.59,0.4834,0.52054,0.67497,0.84695,1,0.91115,0.78409,0.64851,0.5241,0.56216,0.53595,0.54788,0.46031,0.32058,0.31763,0.29804,0.24806,0.19353,0.20755,0.19209,0.18851,0.09421,0.10902,0.16801,0.15447,0.18667,0.02888,0.05706,0.04675,0.02924,0.0771,0.03846,0.08807,0.07094,0.13774,0.05774,R
0.0413,0.04158,0.03942,0.10366,0.04717,0.1892,0.18074,0.15061,0.00622,0.11226,0,0.19314,0.18037,0.07858,0.13973,0.10839,0.05626,0.17371,0.03503,0.09289,0.26549,0.14201,0.01102,0.12161,0.01588,0.08063,0.30654,0.47046,0.5136,0.52147,0.61253,0.62739,0.66019,0.92051,1,0.95131,0.88651,0.69564,0.66688,0.67636,0.54916,0.50122,0.36415,0.21966,0.20202,0.13316,0.15918,0.25846,0.1792,0.28242,0.251,0.04993,0.11169,0.19298,0.26757,0.25897,0.14489,0.06636,0.19835,0.13164,R
0.11873,0.07115,0.15966,0.05397,0.04945,0.06692,0.08902,0.10584,0.0271,0.05162,0.0336,0.2371,0.12322,0.06961,0.08837,0.1553,0.12631,0,0.08647,0.15304,0.1543,0.07433,0.14856,0.10276,0.03852,0.13438,0.43713,0.63678,0.62865,0.58528,0.71542,0.55853,0.57303,0.87239,0.94692,0.97026,0.81074,0.61662,0.5681,0.65697,0.58946,0.58083,0.44045,0.24684,0.16122,0.08777,0.16498,0.2935,0.2842,0.22667,0.08765,0.0485,0.44156,0.47076,0.16553,0.11795,0.30966,0.40275,0.80716,0.13164,R
0.18437,0.18603,0.04008,0.00618,0.06036,0.0903,0.08333,0.15987,0.11388,0.09524,0.00539,0.26729,0.24816,0.08167,0.14304,0.21067,0.17832,0.07584,0.06143,0.05447,0.18044,0.04805,0.15863,0.21975,0.06803,0.14947,0.56634,0.84119,0.84446,0.75274,0.8254,0.65783,0.63719,0.90461,0.98824,0.93427,0.72261,0.55631,0.57991,0.71307,0.61274,0.63382,0.4764,0.25728,0.21496,0.06967,0.1686,0.2941,0.26451,0.22788,0.0996,0.0428,0.47273,0.4269,0.14059,0.23846,0.19886,0.17849,0.23416,0.20554,R
0.26032,0.17017,0.09921,0.05587,0.19097,0.33324,0.30519,0.13407,0.01185,0.0562,0.08748,0.33836,0.18425,0.10302,0.11957,0.15337,0.11139,0.09455,0.14338,0.05137,0.1641,0,0.19466,0.23645,0,0.11036,0.44879,0.69154,0.67786,0.62107,0.71728,0.55819,0.64307,0.90048,0.9507,0.96018,0.80483,0.66434,0.63884,0.71928,0.65721,0.62259,0.49166,0.29348,0.21638,0.10985,0.1456,0.22522,0.28571,0.21212,0.05777,0.1184,0.4026,0.4386,0.17007,0.16923,0.375,0.14645,0.21212,0.14319,R
0.13274,0.05829,0.05453,0.08274,0.08217,0.03951,0.23241,0.20243,0.11328,0.15415,0.17482,0.15914,0.17993,0.10013,0.06239,0.07409,0.09087,0.15283,0.3562,0.32128,0.18813,0.24445,0.38466,0.57463,0.55359,0.49862,0.45078,0.68063,0.9794,1,0.9879,0.94709,0.75449,0.67144,0.53432,0.45494,0.47321,0.16679,0.03458,0.14989,0.15669,0.19512,0.33622,0.49549,0.53369,0.33105,0.19504,0.06709,0.07824,0.22667,0.1245,0.02853,0.16104,0.32164,0.01361,0.04615,0.15625,0.08924,0.18182,0.01386,R
0.14823,0.08958,0.08476,0.01926,0.07355,0.18355,0.2362,0.18809,0.15934,0.12298,0.12959,0.12691,0.1451,0.15355,0.23663,0.2011,0.16371,0.14442,0.02651,0.06518,0.15736,0.13823,0.21638,0.5273,0.84016,1,0.86175,0.66468,0.54718,0.42878,0.34082,0.18546,0.12003,0.19926,0.29426,0.22823,0.0773,0,0.01655,0.12789,0.21783,0.22698,0.20522,0.12136,0.11942,0.09188,0.06193,0.14046,0.18021,0.16485,0.08167,0.1883,0.1013,0.12281,0.15193,0.04359,0.125,0.04805,0.02204,0.0254,R
0.03687,0.04972,0.01741,0.01189,0.03804,0.04891,0.13366,0.11466,0.14497,0.14243,0.09188,0.08661,0.10595,0.06579,0.14605,0.15306,0.09522,0.10379,0.06322,0.06742,0.17222,0.27298,0.38942,0.60742,0.81219,0.95837,0.81931,0.56937,0.45891,0.31171,0.24469,0.11301,0.14554,0.20816,0.21857,0.16583,0.02602,0.02475,0.1556,0.25436,0.30388,0.36447,0.29419,0.19067,0.15667,0.16155,0.11011,0.09973,0.13932,0.12121,0.02291,0.08702,0.05195,0.04971,0.10431,0.08205,0.06534,0.07551,0.01377,0.06697,R
0.01549,0.03086,0.0253,0.07822,0.11742,0.29428,0.32738,0.21411,0.17237,0.11083,0.09188,0.14786,0.20369,0.13087,0.18206,0.15978,0.11688,0.14265,0.10109,0.09878,0.18392,0.17953,0.29723,0.57258,0.84682,1,0.8379,0.65253,0.54992,0.35283,0.29984,0.18535,0.15153,0.21357,0.29907,0.22056,0.04855,0.03795,0.08381,0.20174,0.26161,0.29927,0.25643,0.12213,0.13236,0.13234,0.069,0.13028,0.16961,0.06667,0.07869,0.15835,0.12987,0.0731,0.06803,0,0.04261,0.10526,0.06336,0.02309,R
0.14233,0.07715,0.03811,0.03638,0.13771,0.13733,0.15666,0.09945,0.13535,0.14014,0.10974,0.13819,0.15935,0.13592,0.16541,0.17871,0.13118,0.13216,0.09499,0.08241,0.20204,0.26551,0.39493,0.63559,0.90379,1,0.79903,0.60056,0.51907,0.32641,0.24676,0.0692,0.09052,0.1452,0.17684,0.17208,0.00853,0.07414,0.14664,0.25752,0.3231,0.34969,0.24596,0.08967,0.10776,0.12479,0.07986,0.07308,0.13377,0.11515,0.13944,0.09415,0.15065,0.2076,0.18367,0.10256,0.07102,0.03661,0.13223,0.03926,R
0.09145,0.09258,0.02431,0.01189,0.03753,0.00914,0.16937,0.19824,0.10529,0.12899,0.13781,0.08675,0.04448,0.0593,0.14876,0.12559,0.07429,0.16083,0.26268,0.27729,0.34623,0.55608,0.73328,0.87266,0.90246,0.72585,0.66992,0.69566,0.58036,0.33664,0.1879,0.24983,0.23049,0.28564,0.17991,0.22258,0.30997,0.25871,0.26882,0.29292,0.26891,0.25104,0.19565,0.23048,0.26301,0.23546,0.16262,0.19647,0.22463,0.13333,0.0239,0.07703,0.17403,0.30117,0.01361,0.04615,0.0625,0.12815,0.10468,0.097,R
0.06932,0.03729,0.03482,0.07608,0.15521,0.20451,0.26272,0.13429,0.12824,0.13199,0.09684,0.03883,0.19606,0.32288,0.47878,0.65215,0.76562,0.77423,0.8056,0.79976,0.82051,0.85022,0.88026,0.88669,0.89549,0.96332,1,0.91087,0.67147,0.43102,0.263,0.28701,0.13326,0.20138,0.23995,0.22137,0.19659,0.12665,0,0,0.01482,0.02833,0.0772,0.05553,0.05246,0.00343,0.05922,0.07697,0.09187,0.13091,0.12351,0.09843,0.04675,0.31287,0.10658,0.18718,0.20739,0.12128,0.14876,0.07621,R
0.13791,0.04201,0.10184,0.04303,0.18767,0.3835,0.3033,0.12194,0.18392,0.17975,0.07855,0.00484,0.15402,0.28596,0.55703,0.79493,0.8281,0.79813,0.85441,0.86826,0.93813,0.93896,0.93737,1,0.97182,0.92389,0.93182,0.72386,0.43395,0.28028,0.40098,0.47259,0.3732,0.2955,0.2287,0.12782,0.23945,0.19466,0.12935,0.14902,0.05617,0.06264,0.11057,0.16259,0.16392,0.07817,0.07715,0.12728,0.11863,0.00727,0.18725,0.16976,0.1974,0.16667,0.0839,0.15641,0.13068,0.1167,0.19835,0.11085,R
0.16519,0.07844,0.14816,0.09082,0.14963,0.172,0.36445,0.23021,0.19384,0.18061,0.09202,0.00337,0.18929,0.26586,0.57298,0.82597,0.86209,0.80582,0.89954,0.8979,1,0.99755,0.98644,0.97551,0.89846,0.9696,0.96586,0.75638,0.43527,0.34186,0.46267,0.40474,0.30495,0.31373,0.20446,0.06583,0.25596,0.15649,0.03595,0.10294,0.03868,0.02979,0.11548,0.18797,0.19164,0.05362,0.09888,0.14046,0.10146,0.11515,0.15438,0.1184,0.37922,0.20468,0.02721,0.18974,0.11932,0.05263,0.09642,0.04157,R
0.23673,0.12345,0.15145,0.11436,0.18438,0.18866,0.29843,0.25865,0.17178,0.10425,0.00964,0.06638,0.21894,0.30772,0.45852,0.61704,0.72303,0.7759,0.78834,0.81389,1,0.98098,0.95973,0.95912,0.90963,0.89933,0.78265,0.57565,0.33787,0.38585,0.45243,0.33768,0.24908,0.27928,0.15536,0.04728,0.09195,0.08017,0.05102,0.18453,0.10469,0.09072,0.04888,0.16336,0.15994,0.06925,0.17186,0.20276,0.13074,0.20606,0.03287,0.20257,0.27532,0.06433,0.06576,0.42308,0.38068,0.02746,0.18733,0.10393,R
0.15929,0.14788,0.00493,0.05849,0.06898,0.20371,0.46131,0.28578,0.14631,0.03346,0.04055,0.16794,0.30085,0.38826,0.52081,0.68034,0.74314,0.76727,0.75889,0.85306,1,0.88478,0.79411,0.87296,0.9043,0.93722,0.87877,0.63977,0.28673,0.19282,0.27357,0.2113,0.18902,0.13959,0.08326,0.02742,0.07894,0.10294,0.1012,0.14564,0.08743,0.04689,0.09854,0.17792,0.11814,0.08969,0.15284,0.1782,0.25088,0.37939,0.15339,0.1398,0.23896,0.03509,0.10431,0.17436,0.15057,0.08009,0.1157,0.05543,R
0.06858,0.03429,0.01413,0.09558,0.17373,0.21096,0.26569,0.0968,0.05879,0.04004,0.11584,0.17233,0.29049,0.27875,0.40977,0.46733,0.52233,0.6134,0.69072,0.77718,0.94656,1,0.96238,0.94181,0.8625,0.76815,0.63242,0.4331,0.46621,0.59018,0.48469,0.31353,0.34212,0.33111,0.08479,0.05958,0.00306,0.00811,0.13947,0.22353,0.15252,0.07179,0.02056,0.10023,0.09283,0.0288,0.09218,0.1159,0.13226,0.12242,0.16036,0.02996,0.18961,0.30409,0.1746,0.13846,0,0.04577,0.06887,0.0485,R
0.15782,0.15559,0.00821,0.07537,0.0984,0.36281,0.58929,0.24983,0.09996,0.21707,0.34312,0.4575,0.5624,0.4256,0.5471,0.71759,0.80696,0.91532,1,0.93771,0.90683,0.93344,0.73339,0.50271,0.39611,0.27778,0.68284,0.86754,0.89986,0.78843,0.42485,0.10279,0.12937,0.24081,0.28853,0.225,0.10792,0.17396,0.2217,0.29118,0.14476,0,0.04539,0.1479,0.18922,0.03785,0.13817,0.18898,0.15598,0.29091,0.11454,0.07989,0.04416,0.32749,0.3288,0.13333,0.06534,0.0595,0.28375,0.36259,R
0.06268,0.08058,0.04599,0.10247,0.19579,0.24375,0.43128,0.44454,0.38812,0.41141,0.41869,0.48784,0.54225,0.5082,0.69435,0.84531,1,0.92499,0.84326,0.78703,0.80417,0.87987,0.7141,0.60117,0.70891,0.83016,0.6133,0.46562,0.62368,0.6966,0.60196,0.43035,0.38108,0.40064,0.15414,0.19103,0.22075,0.09941,0.12777,0.3305,0.18622,0.24396,0.16449,0.14545,0.27666,0.30101,0.34951,0.44864,0.39021,0.23758,0.12151,0.17404,0.17662,0.19591,0.15646,0.14359,0.21875,0.03661,0.14325,0.03002,R
0.29056,0.17788,0.18331,0.01712,0.02942,0.24644,0.27624,0.22381,0.32978,0.30688,0.29548,0.45237,0.5244,0.47097,0.68021,0.75239,0.95047,0.98192,0.88123,0.81464,0.74294,0.81771,0.67861,0.63569,0.6873,0.78125,0.58536,0.59695,0.88606,0.84628,0.55379,0.28005,0.33193,0.48479,0.27462,0.08256,0.185,0.13767,0.0038,0.12734,0.1414,0.26068,0.21997,0.1251,0.31518,0.37466,0.33937,0.31806,0.33569,0.49091,0.11255,0.02853,0.08052,0.27778,0.2585,0.21282,0.16477,0.13272,0.07989,0.16628,R
0.14897,0.14316,0.12385,0.04232,0.25716,0.28541,0.36932,0.21036,0.15874,0.23795,0.53736,0.56814,0.54542,0.49551,0.64981,0.80511,0.98125,1,0.93762,0.83433,0.80038,0.84255,0.5986,0.57125,0.76895,0.80218,0.53787,0.27841,0.49361,0.64078,0.5745,0.41013,0.34327,0.34648,0.1388,0.13528,0.19451,0.15421,0.06662,0.24826,0.21783,0.2409,0.09181,0.20691,0.23728,0.23313,0.33122,0.42019,0.25543,0.27152,0.09462,0.03281,0.25455,0.19883,0.161,0.23077,0.07955,0.06178,0.03306,0.1455,R
0.2677,0.13373,0.13403,0.06942,0.43622,0.41199,0.23106,0.16803,0.25233,0.27742,0.40352,0.42233,0.5041,0.37249,0.58371,0.78425,0.97296,1,0.98348,0.85124,0.8359,0.904,0.55992,0.38869,0.58463,0.64677,0.62065,0.48559,0.55134,0.44934,0.46289,0.32734,0.36669,0.39025,0.21387,0.09637,0.10507,0.05002,0.23171,0.33355,0.26508,0.32454,0.22152,0.07524,0.17486,0.3017,0.39804,0.32165,0.21353,0.19636,0.09263,0.05421,0.1013,0.19883,0.21769,0.15641,0.16477,0.13501,0.1157,0.10855,R
0.25811,0.69696,0.53252,0.32406,0.26959,0.32357,0.5625,0.48798,0.43196,0.51795,0.39033,0.02213,0.35915,0.52841,0.61922,0.72206,0.82903,0.67668,0.41616,0.34942,0.53678,0.749,0.82102,1,0.87316,0.6797,0.68579,0.48683,0.38535,0.4094,0.39128,0.04145,0.09934,0.02003,0.3451,0.68216,0.73529,0.3342,0.02541,0.31699,0.4176,0.46545,0.30777,0.26527,0.32528,0.23368,0.2874,0.53669,0.5159,0.18303,0.22211,0.14551,0.17143,0.57018,0.35828,0.15128,0.21307,0.20824,0.30028,0.14319,R
