@relation Automobile.arff.pre.arff

@attribute att01 {alfa-romero,audi,bmw,chevrolet,dodge,honda,isuzu,jaguar,mazda,mercedes-benz,mercury,mitsubishi,nissan,peugot,plymouth,porsche,renault,saab,subaru,toyota,volkswagen,volvo}
@attribute att11 {diesel,gas}
@attribute att21 {std,turbo}
@attribute att31 {hardtop,wagon,sedan,hatchback,convertible}
@attribute att41 {4wd,fwd,rwd}
@attribute att51 {front,rear}
@attribute att61 numeric
@attribute att71 numeric
@attribute att81 numeric
@attribute att91 numeric
@attribute att101 numeric
@attribute att111 {dohc,dohcv,l,ohc,ohcf,ohcv,rotor}
@attribute att121 {eight,five,four,six,three,twelve,two}
@attribute att131 numeric
@attribute att141 {1bbl,2bbl,4bbl,idi,mfi,mpfi,spdi,spfi}
@attribute att151 numeric
@attribute att161 numeric
@attribute att171 numeric
@attribute class {-2,-1,0,1,2,3}

@data
toyota,gas,std,convertible,rwd,front,0.34402,0.52388,0.44167,0.43333,0.5768,ohc,four,0.32075,mpfi,0.14375,0.30556,0.36842,2
toyota,gas,std,sedan,fwd,front,0.46064,0.51493,0.51667,0.59167,0.32506,ohc,four,0.23019,mpfi,0.10625,0.44444,0.47368,-1
toyota,diesel,turbo,sedan,fwd,front,0.46064,0.51493,0.51667,0.59167,0.38479,ohc,four,0.18491,idi,0.96875,0.47222,0.44737,-1
toyota,gas,std,hatchback,fwd,front,0.46064,0.51493,0.51667,0.50833,0.35919,ohc,four,0.23019,mpfi,0.10625,0.38889,0.42105,-1
toyota,gas,std,sedan,fwd,front,0.46064,0.51493,0.51667,0.59167,0.35919,ohc,four,0.23019,mpfi,0.10625,0.38889,0.42105,-1
toyota,gas,std,hatchback,fwd,front,0.46064,0.51493,0.51667,0.50833,0.37626,ohc,four,0.23019,mpfi,0.10625,0.38889,0.42105,-1
toyota,gas,std,hatchback,rwd,front,0.47522,0.63284,0.61667,0.35,0.57719,dohc,six,0.41509,mpfi,0.14375,0.19444,0.21053,3
toyota,gas,std,hatchback,rwd,front,0.47522,0.63284,0.61667,0.35,0.59271,dohc,six,0.41509,mpfi,0.14375,0.16667,0.21053,3
toyota,gas,std,sedan,rwd,front,0.52187,0.69701,0.51667,0.525,0.63732,dohc,six,0.41509,mpfi,0.1375,0.19444,0.21053,-1
toyota,gas,std,wagon,rwd,front,0.52187,0.69701,0.51667,0.525,0.64507,dohc,six,0.37736,mpfi,0.1375,0.16667,0.21053,-1
volkswagen,diesel,std,sedan,fwd,front,0.31195,0.45672,0.43333,0.65833,0.29984,ohc,four,0.13585,idi,1,0.66667,0.78947,2
volkswagen,gas,std,sedan,fwd,front,0.31195,0.45672,0.43333,0.65833,0.27967,ohc,four,0.18113,mpfi,0.125,0.38889,0.47368,2
volkswagen,diesel,std,sedan,fwd,front,0.31195,0.45672,0.43333,0.65833,0.30101,ohc,four,0.13585,idi,1,0.66667,0.78947,2
volkswagen,gas,std,sedan,fwd,front,0.31195,0.45672,0.43333,0.65833,0.28084,ohc,four,0.18113,mpfi,0.125,0.38889,0.47368,2
volkswagen,gas,std,sedan,fwd,front,0.31195,0.45672,0.43333,0.65833,0.30528,ohc,four,0.18113,mpfi,0.125,0.38889,0.47368,2
volkswagen,diesel,turbo,sedan,fwd,front,0.31195,0.45672,0.43333,0.65833,0.32234,ohc,four,0.13585,idi,1,0.66667,0.68421,2
volkswagen,gas,std,sedan,fwd,front,0.31195,0.45672,0.43333,0.65833,0.31497,ohc,four,0.18113,mpfi,0.1875,0.36111,0.42105,2
volkswagen,gas,std,convertible,fwd,front,0.23032,0.27164,0.325,0.65,0.29713,ohc,four,0.18113,mpfi,0.09375,0.30556,0.34211,3
volkswagen,gas,std,hatchback,fwd,front,0.23032,0.36716,0.30833,0.3,0.28433,ohc,four,0.18113,mpfi,0.09375,0.30556,0.34211,3
volkswagen,gas,std,sedan,fwd,front,0.40233,0.58358,0.55,0.60833,0.455,ohc,five,0.28302,mpfi,0.09375,0.16667,0.21053,0
volkswagen,diesel,turbo,sedan,fwd,front,0.40233,0.58358,0.55,0.60833,0.4232,ohc,four,0.13585,idi,1,0.55556,0.57895,0
volkswagen,gas,std,wagon,fwd,front,0.40233,0.62687,0.55,0.60833,0.41699,ohc,four,0.18113,mpfi,0.125,0.33333,0.39474,0
volvo,gas,std,sedan,rwd,front,0.51603,0.71194,0.575,0.7,0.55237,ohc,four,0.30189,mpfi,0.15625,0.27778,0.31579,-2
volvo,gas,std,wagon,rwd,front,0.51603,0.71194,0.575,0.80833,0.59969,ohc,four,0.30189,mpfi,0.15625,0.27778,0.31579,-1
volvo,gas,std,sedan,rwd,front,0.51603,0.71194,0.575,0.7,0.56129,ohc,four,0.30189,mpfi,0.15625,0.30556,0.31579,-2
volvo,gas,std,wagon,rwd,front,0.51603,0.71194,0.575,0.80833,0.60279,ohc,four,0.30189,mpfi,0.15625,0.30556,0.31579,-1
volvo,gas,turbo,sedan,rwd,front,0.51603,0.71194,0.575,0.7,0.60396,ohc,four,0.26038,mpfi,0.03125,0.11111,0.15789,-2
volvo,gas,turbo,wagon,rwd,front,0.51603,0.71194,0.575,0.80833,0.6474,ohc,four,0.26038,mpfi,0.03125,0.11111,0.15789,-1
volvo,gas,std,sedan,rwd,front,0.65598,0.71194,0.71667,0.64167,0.56788,ohc,four,0.30189,mpfi,0.15625,0.27778,0.31579,-1
volvo,gas,turbo,sedan,rwd,front,0.65598,0.71194,0.70833,0.64167,0.60551,ohc,four,0.30189,mpfi,0.10625,0.16667,0.23684,-1
volvo,gas,std,sedan,rwd,front,0.65598,0.71194,0.71667,0.64167,0.59116,ohcv,six,0.42264,mpfi,0.1125,0.13889,0.18421,-1
volvo,diesel,turbo,sedan,rwd,front,0.65598,0.71194,0.71667,0.64167,0.67067,ohc,six,0.31698,idi,1,0.36111,0.28947,-1
volvo,gas,turbo,sedan,rwd,front,0.65598,0.71194,0.71667,0.64167,0.61055,ohc,four,0.30189,mpfi,0.15625,0.16667,0.23684,-1
